location,target,unit,value,type,bin_start_incl,bin_end_notincl
Alabama,1 wk ahead,percent,5.5,Point,NA,NA
Alabama,2 wk ahead,percent,4.9,Point,NA,NA
Alabama,3 wk ahead,percent,4.2,Point,NA,NA
Alabama,4 wk ahead,percent,3.7,Point,NA,NA
Alabama,Season peak percentage,percent,7.8,Point,NA,NA
Alabama,Season peak week,week,6,Point,NA,NA
Alaska,1 wk ahead,percent,2.1,Point,NA,NA
Alaska,2 wk ahead,percent,1.7,Point,NA,NA
Alaska,3 wk ahead,percent,1.6,Point,NA,NA
Alaska,4 wk ahead,percent,1.8,Point,NA,NA
Alaska,Season peak percentage,percent,4.3,Point,NA,NA
Alaska,Season peak week,week,7,Point,NA,NA
Arizona,1 wk ahead,percent,1.9,Point,NA,NA
Arizona,2 wk ahead,percent,1.8,Point,NA,NA
Arizona,3 wk ahead,percent,1.8,Point,NA,NA
Arizona,4 wk ahead,percent,1.6,Point,NA,NA
Arizona,Season peak percentage,percent,2.8,Point,NA,NA
Arizona,Season peak week,week,9,Point,NA,NA
Arkansas,1 wk ahead,percent,3.1,Point,NA,NA
Arkansas,2 wk ahead,percent,2.6,Point,NA,NA
Arkansas,3 wk ahead,percent,2.1,Point,NA,NA
Arkansas,4 wk ahead,percent,1.8,Point,NA,NA
Arkansas,Season peak percentage,percent,9.8,Point,NA,NA
Arkansas,Season peak week,week,6,Point,NA,NA
California,1 wk ahead,percent,2,Point,NA,NA
California,2 wk ahead,percent,1.9,Point,NA,NA
California,3 wk ahead,percent,1.8,Point,NA,NA
California,4 wk ahead,percent,1.7,Point,NA,NA
California,Season peak percentage,percent,3.5,Point,NA,NA
California,Season peak week,week,52,Point,NA,NA
Colorado,1 wk ahead,percent,1.3,Point,NA,NA
Colorado,2 wk ahead,percent,1.1,Point,NA,NA
Colorado,3 wk ahead,percent,1,Point,NA,NA
Colorado,4 wk ahead,percent,0.8,Point,NA,NA
Colorado,Season peak percentage,percent,3.5,Point,NA,NA
Colorado,Season peak week,week,7,Point,NA,NA
Connecticut,1 wk ahead,percent,2.3,Point,NA,NA
Connecticut,2 wk ahead,percent,2.1,Point,NA,NA
Connecticut,3 wk ahead,percent,1.8,Point,NA,NA
Connecticut,4 wk ahead,percent,1.7,Point,NA,NA
Connecticut,Season peak percentage,percent,5.5,Point,NA,NA
Connecticut,Season peak week,week,6,Point,NA,NA
Delaware,1 wk ahead,percent,0.4,Point,NA,NA
Delaware,2 wk ahead,percent,0.3,Point,NA,NA
Delaware,3 wk ahead,percent,0.2,Point,NA,NA
Delaware,4 wk ahead,percent,0.2,Point,NA,NA
Delaware,Season peak percentage,percent,1.3,Point,NA,NA
Delaware,Season peak week,week,7,Point,NA,NA
Georgia,1 wk ahead,percent,4.7,Point,NA,NA
Georgia,2 wk ahead,percent,4.2,Point,NA,NA
Georgia,3 wk ahead,percent,3.8,Point,NA,NA
Georgia,4 wk ahead,percent,3.4,Point,NA,NA
Georgia,Season peak percentage,percent,6.2,Point,NA,NA
Georgia,Season peak week,week,7,Point,NA,NA
Hawaii,1 wk ahead,percent,2.9,Point,NA,NA
Hawaii,2 wk ahead,percent,2.9,Point,NA,NA
Hawaii,3 wk ahead,percent,2.7,Point,NA,NA
Hawaii,4 wk ahead,percent,2.7,Point,NA,NA
Hawaii,Season peak percentage,percent,5.1,Point,NA,NA
Hawaii,Season peak week,week,4,Point,NA,NA
Idaho,1 wk ahead,percent,0.7,Point,NA,NA
Idaho,2 wk ahead,percent,0.8,Point,NA,NA
Idaho,3 wk ahead,percent,0.8,Point,NA,NA
Idaho,4 wk ahead,percent,0.8,Point,NA,NA
Idaho,Season peak percentage,percent,2.8,Point,NA,NA
Idaho,Season peak week,week,3,Point,NA,NA
Illinois,1 wk ahead,percent,2.5,Point,NA,NA
Illinois,2 wk ahead,percent,2.2,Point,NA,NA
Illinois,3 wk ahead,percent,2,Point,NA,NA
Illinois,4 wk ahead,percent,1.8,Point,NA,NA
Illinois,Season peak percentage,percent,4.8,Point,NA,NA
Illinois,Season peak week,week,7,Point,NA,NA
Indiana,1 wk ahead,percent,2.2,Point,NA,NA
Indiana,2 wk ahead,percent,1.5,Point,NA,NA
Indiana,3 wk ahead,percent,1.1,Point,NA,NA
Indiana,4 wk ahead,percent,0.9,Point,NA,NA
Indiana,Season peak percentage,percent,6,Point,NA,NA
Indiana,Season peak week,week,7,Point,NA,NA
Iowa,1 wk ahead,percent,0.6,Point,NA,NA
Iowa,2 wk ahead,percent,0.5,Point,NA,NA
Iowa,3 wk ahead,percent,0.4,Point,NA,NA
Iowa,4 wk ahead,percent,0.3,Point,NA,NA
Iowa,Season peak percentage,percent,3.2,Point,NA,NA
Iowa,Season peak week,week,6,Point,NA,NA
Kansas,1 wk ahead,percent,3.5,Point,NA,NA
Kansas,2 wk ahead,percent,2.9,Point,NA,NA
Kansas,3 wk ahead,percent,2.3,Point,NA,NA
Kansas,4 wk ahead,percent,1.8,Point,NA,NA
Kansas,Season peak percentage,percent,10.4,Point,NA,NA
Kansas,Season peak week,week,6,Point,NA,NA
Kentucky,1 wk ahead,percent,5.9,Point,NA,NA
Kentucky,2 wk ahead,percent,4.6,Point,NA,NA
Kentucky,3 wk ahead,percent,3.8,Point,NA,NA
Kentucky,4 wk ahead,percent,2.6,Point,NA,NA
Kentucky,Season peak percentage,percent,9.2,Point,NA,NA
Kentucky,Season peak week,week,7,Point,NA,NA
Maine,1 wk ahead,percent,1.6,Point,NA,NA
Maine,2 wk ahead,percent,1.4,Point,NA,NA
Maine,3 wk ahead,percent,1.3,Point,NA,NA
Maine,4 wk ahead,percent,1.3,Point,NA,NA
Maine,Season peak percentage,percent,2.2,Point,NA,NA
Maine,Season peak week,week,12,Point,NA,NA
Maryland,1 wk ahead,percent,2.5,Point,NA,NA
Maryland,2 wk ahead,percent,2.2,Point,NA,NA
Maryland,3 wk ahead,percent,2,Point,NA,NA
Maryland,4 wk ahead,percent,1.8,Point,NA,NA
Maryland,Season peak percentage,percent,6.1,Point,NA,NA
Maryland,Season peak week,week,7,Point,NA,NA
Massachusetts,1 wk ahead,percent,1.6,Point,NA,NA
Massachusetts,2 wk ahead,percent,1.4,Point,NA,NA
Massachusetts,3 wk ahead,percent,1.3,Point,NA,NA
Massachusetts,4 wk ahead,percent,1.2,Point,NA,NA
Massachusetts,Season peak percentage,percent,2.7,Point,NA,NA
Massachusetts,Season peak week,week,6,Point,NA,NA
Michigan,1 wk ahead,percent,2.6,Point,NA,NA
Michigan,2 wk ahead,percent,2.1,Point,NA,NA
Michigan,3 wk ahead,percent,1.7,Point,NA,NA
Michigan,4 wk ahead,percent,1.5,Point,NA,NA
Michigan,Season peak percentage,percent,4.6,Point,NA,NA
Michigan,Season peak week,week,7,Point,NA,NA
Minnesota,1 wk ahead,percent,2.4,Point,NA,NA
Minnesota,2 wk ahead,percent,2.2,Point,NA,NA
Minnesota,3 wk ahead,percent,1.9,Point,NA,NA
Minnesota,4 wk ahead,percent,1.7,Point,NA,NA
Minnesota,Season peak percentage,percent,4.6,Point,NA,NA
Minnesota,Season peak week,week,8,Point,NA,NA
Mississippi,1 wk ahead,percent,3.5,Point,NA,NA
Mississippi,2 wk ahead,percent,3.1,Point,NA,NA
Mississippi,3 wk ahead,percent,2.8,Point,NA,NA
Mississippi,4 wk ahead,percent,2.6,Point,NA,NA
Mississippi,Season peak percentage,percent,6.8,Point,NA,NA
Mississippi,Season peak week,week,8,Point,NA,NA
Missouri,1 wk ahead,percent,1.8,Point,NA,NA
Missouri,2 wk ahead,percent,1.4,Point,NA,NA
Missouri,3 wk ahead,percent,1.1,Point,NA,NA
Missouri,4 wk ahead,percent,0.9,Point,NA,NA
Missouri,Season peak percentage,percent,6.7,Point,NA,NA
Missouri,Season peak week,week,6,Point,NA,NA
Montana,1 wk ahead,percent,0.1,Point,NA,NA
Montana,2 wk ahead,percent,0.1,Point,NA,NA
Montana,3 wk ahead,percent,0.1,Point,NA,NA
Montana,4 wk ahead,percent,0.1,Point,NA,NA
Montana,Season peak percentage,percent,0.6,Point,NA,NA
Montana,Season peak week,week,51,Point,NA,NA
Nebraska,1 wk ahead,percent,1.2,Point,NA,NA
Nebraska,2 wk ahead,percent,1.1,Point,NA,NA
Nebraska,3 wk ahead,percent,0.9,Point,NA,NA
Nebraska,4 wk ahead,percent,0.8,Point,NA,NA
Nebraska,Season peak percentage,percent,4.2,Point,NA,NA
Nebraska,Season peak week,week,6,Point,NA,NA
Nevada,1 wk ahead,percent,1,Point,NA,NA
Nevada,2 wk ahead,percent,1,Point,NA,NA
Nevada,3 wk ahead,percent,0.9,Point,NA,NA
Nevada,4 wk ahead,percent,0.9,Point,NA,NA
Nevada,Season peak percentage,percent,2.1,Point,NA,NA
Nevada,Season peak week,week,52,Point,NA,NA
New Hampshire,1 wk ahead,percent,0.8,Point,NA,NA
New Hampshire,2 wk ahead,percent,0.8,Point,NA,NA
New Hampshire,3 wk ahead,percent,0.6,Point,NA,NA
New Hampshire,4 wk ahead,percent,0.5,Point,NA,NA
New Hampshire,Season peak percentage,percent,1.7,Point,NA,NA
New Hampshire,Season peak week,week,8,Point,NA,NA
New Jersey,1 wk ahead,percent,3,Point,NA,NA
New Jersey,2 wk ahead,percent,2.6,Point,NA,NA
New Jersey,3 wk ahead,percent,2.4,Point,NA,NA
New Jersey,4 wk ahead,percent,2.3,Point,NA,NA
New Jersey,Season peak percentage,percent,6.9,Point,NA,NA
New Jersey,Season peak week,week,6,Point,NA,NA
New Mexico,1 wk ahead,percent,2.3,Point,NA,NA
New Mexico,2 wk ahead,percent,2.1,Point,NA,NA
New Mexico,3 wk ahead,percent,1.9,Point,NA,NA
New Mexico,4 wk ahead,percent,1.8,Point,NA,NA
New Mexico,Season peak percentage,percent,4.9,Point,NA,NA
New Mexico,Season peak week,week,6,Point,NA,NA
New York,1 wk ahead,percent,2.1,Point,NA,NA
New York,2 wk ahead,percent,2,Point,NA,NA
New York,3 wk ahead,percent,1.9,Point,NA,NA
New York,4 wk ahead,percent,1.7,Point,NA,NA
New York,Season peak percentage,percent,4.8,Point,NA,NA
New York,Season peak week,week,52,Point,NA,NA
North Carolina,1 wk ahead,percent,3,Point,NA,NA
North Carolina,2 wk ahead,percent,2.5,Point,NA,NA
North Carolina,3 wk ahead,percent,2.2,Point,NA,NA
North Carolina,4 wk ahead,percent,1.5,Point,NA,NA
North Carolina,Season peak percentage,percent,7.6,Point,NA,NA
North Carolina,Season peak week,week,8,Point,NA,NA
North Dakota,1 wk ahead,percent,1.4,Point,NA,NA
North Dakota,2 wk ahead,percent,1.1,Point,NA,NA
North Dakota,3 wk ahead,percent,1,Point,NA,NA
North Dakota,4 wk ahead,percent,0.7,Point,NA,NA
North Dakota,Season peak percentage,percent,5.2,Point,NA,NA
North Dakota,Season peak week,week,6,Point,NA,NA
Ohio,1 wk ahead,percent,1.6,Point,NA,NA
Ohio,2 wk ahead,percent,1.4,Point,NA,NA
Ohio,3 wk ahead,percent,1.2,Point,NA,NA
Ohio,4 wk ahead,percent,1.1,Point,NA,NA
Ohio,Season peak percentage,percent,3.6,Point,NA,NA
Ohio,Season peak week,week,8,Point,NA,NA
Oklahoma,1 wk ahead,percent,3.5,Point,NA,NA
Oklahoma,2 wk ahead,percent,2.7,Point,NA,NA
Oklahoma,3 wk ahead,percent,2.2,Point,NA,NA
Oklahoma,4 wk ahead,percent,1.7,Point,NA,NA
Oklahoma,Season peak percentage,percent,13,Point,NA,NA
Oklahoma,Season peak week,week,5,Point,NA,NA
Oregon,1 wk ahead,percent,1.4,Point,NA,NA
Oregon,2 wk ahead,percent,1.2,Point,NA,NA
Oregon,3 wk ahead,percent,1,Point,NA,NA
Oregon,4 wk ahead,percent,0.9,Point,NA,NA
Oregon,Season peak percentage,percent,5.8,Point,NA,NA
Oregon,Season peak week,week,52,Point,NA,NA
Pennsylvania,1 wk ahead,percent,2.1,Point,NA,NA
Pennsylvania,2 wk ahead,percent,2,Point,NA,NA
Pennsylvania,3 wk ahead,percent,1.8,Point,NA,NA
Pennsylvania,4 wk ahead,percent,1.7,Point,NA,NA
Pennsylvania,Season peak percentage,percent,5.8,Point,NA,NA
Pennsylvania,Season peak week,week,6,Point,NA,NA
Rhode Island,1 wk ahead,percent,1.8,Point,NA,NA
Rhode Island,2 wk ahead,percent,1.1,Point,NA,NA
Rhode Island,3 wk ahead,percent,0.8,Point,NA,NA
Rhode Island,4 wk ahead,percent,0.6,Point,NA,NA
Rhode Island,Season peak percentage,percent,4.3,Point,NA,NA
Rhode Island,Season peak week,week,8,Point,NA,NA
South Carolina,1 wk ahead,percent,5.5,Point,NA,NA
South Carolina,2 wk ahead,percent,4.8,Point,NA,NA
South Carolina,3 wk ahead,percent,3.7,Point,NA,NA
South Carolina,4 wk ahead,percent,3.3,Point,NA,NA
South Carolina,Season peak percentage,percent,7.7,Point,NA,NA
South Carolina,Season peak week,week,12,Point,NA,NA
South Dakota,1 wk ahead,percent,1.9,Point,NA,NA
South Dakota,2 wk ahead,percent,1.7,Point,NA,NA
South Dakota,3 wk ahead,percent,1.4,Point,NA,NA
South Dakota,4 wk ahead,percent,1.3,Point,NA,NA
South Dakota,Season peak percentage,percent,4.9,Point,NA,NA
South Dakota,Season peak week,week,6,Point,NA,NA
Tennessee,1 wk ahead,percent,4.4,Point,NA,NA
Tennessee,2 wk ahead,percent,3.3,Point,NA,NA
Tennessee,3 wk ahead,percent,2.8,Point,NA,NA
Tennessee,4 wk ahead,percent,2.2,Point,NA,NA
Tennessee,Season peak percentage,percent,7.4,Point,NA,NA
Tennessee,Season peak week,week,6,Point,NA,NA
Texas,1 wk ahead,percent,4.1,Point,NA,NA
Texas,2 wk ahead,percent,3.3,Point,NA,NA
Texas,3 wk ahead,percent,2.9,Point,NA,NA
Texas,4 wk ahead,percent,2.8,Point,NA,NA
Texas,Season peak percentage,percent,10.3,Point,NA,NA
Texas,Season peak week,week,6,Point,NA,NA
Utah,1 wk ahead,percent,0.7,Point,NA,NA
Utah,2 wk ahead,percent,0.8,Point,NA,NA
Utah,3 wk ahead,percent,0.8,Point,NA,NA
Utah,4 wk ahead,percent,0.8,Point,NA,NA
Utah,Season peak percentage,percent,3.9,Point,NA,NA
Utah,Season peak week,week,52,Point,NA,NA
Vermont,1 wk ahead,percent,1.8,Point,NA,NA
Vermont,2 wk ahead,percent,1.8,Point,NA,NA
Vermont,3 wk ahead,percent,1.6,Point,NA,NA
Vermont,4 wk ahead,percent,1.6,Point,NA,NA
Vermont,Season peak percentage,percent,2,Point,NA,NA
Vermont,Season peak week,week,10,Point,NA,NA
Virginia,1 wk ahead,percent,3,Point,NA,NA
Virginia,2 wk ahead,percent,2.3,Point,NA,NA
Virginia,3 wk ahead,percent,2,Point,NA,NA
Virginia,4 wk ahead,percent,1.7,Point,NA,NA
Virginia,Season peak percentage,percent,6.7,Point,NA,NA
Virginia,Season peak week,week,8,Point,NA,NA
Washington,1 wk ahead,percent,0.6,Point,NA,NA
Washington,2 wk ahead,percent,0.6,Point,NA,NA
Washington,3 wk ahead,percent,0.6,Point,NA,NA
Washington,4 wk ahead,percent,0.6,Point,NA,NA
Washington,Season peak percentage,percent,3.8,Point,NA,NA
Washington,Season peak week,week,3,Point,NA,NA
West Virginia,1 wk ahead,percent,2.8,Point,NA,NA
West Virginia,2 wk ahead,percent,2.3,Point,NA,NA
West Virginia,3 wk ahead,percent,1.9,Point,NA,NA
West Virginia,4 wk ahead,percent,1.6,Point,NA,NA
West Virginia,Season peak percentage,percent,3.6,Point,NA,NA
West Virginia,Season peak week,week,7,Point,NA,NA
Wisconsin,1 wk ahead,percent,1.8,Point,NA,NA
Wisconsin,2 wk ahead,percent,1.6,Point,NA,NA
Wisconsin,3 wk ahead,percent,1.5,Point,NA,NA
Wisconsin,4 wk ahead,percent,1.3,Point,NA,NA
Wisconsin,Season peak percentage,percent,3.7,Point,NA,NA
Wisconsin,Season peak week,week,6,Point,NA,NA
Wyoming,1 wk ahead,percent,1.5,Point,NA,NA
Wyoming,2 wk ahead,percent,1.1,Point,NA,NA
Wyoming,3 wk ahead,percent,0.8,Point,NA,NA
Wyoming,4 wk ahead,percent,0.6,Point,NA,NA
Wyoming,Season peak percentage,percent,4.3,Point,NA,NA
Wyoming,Season peak week,week,5,Point,NA,NA
Alabama,1 wk ahead,percent,4.99770510805524e-10,Bin,0.0,0.1
Alabama,1 wk ahead,percent,1.09975525044951e-09,Bin,0.1,0.2
Alabama,1 wk ahead,percent,1.24201317615812e-09,Bin,0.2,0.3
Alabama,1 wk ahead,percent,1.39421154072624e-09,Bin,0.3,0.4
Alabama,1 wk ahead,percent,1.55574222959227e-09,Bin,0.4,0.5
Alabama,1 wk ahead,percent,1.72586966412277e-09,Bin,0.5,0.6
Alabama,1 wk ahead,percent,1.90353750475466e-09,Bin,0.6,0.7
Alabama,1 wk ahead,percent,2.08762196675366e-09,Bin,0.7,0.8
Alabama,1 wk ahead,percent,2.27676172586253e-09,Bin,0.8,0.9
Alabama,1 wk ahead,percent,2.46944585685249e-09,Bin,0.9,1.0
Alabama,1 wk ahead,percent,2.66406664346226e-09,Bin,1.0,1.1
Alabama,1 wk ahead,percent,2.85888250830234e-09,Bin,1.1,1.2
Alabama,1 wk ahead,percent,3.05209114386055e-09,Bin,1.2,1.3
Alabama,1 wk ahead,percent,3.24187525160166e-09,Bin,1.3,1.4
Alabama,1 wk ahead,percent,0.00600000212410199,Bin,1.4,1.5
Alabama,1 wk ahead,percent,3.60383614369824e-09,Bin,1.5,1.6
Alabama,1 wk ahead,percent,3.77253909681913e-09,Bin,1.6,1.7
Alabama,1 wk ahead,percent,3.93076316965535e-09,Bin,1.7,1.8
Alabama,1 wk ahead,percent,4.07716481926715e-09,Bin,1.8,1.9
Alabama,1 wk ahead,percent,0.00600000290802773,Bin,1.9,2.0
Alabama,1 wk ahead,percent,4.32917192148629e-09,Bin,2.0,2.1
Alabama,1 wk ahead,percent,4.43284308683839e-09,Bin,2.1,2.2
Alabama,1 wk ahead,percent,4.52055395468502e-09,Bin,2.2,2.3
Alabama,1 wk ahead,percent,4.59202687489202e-09,Bin,2.3,2.4
Alabama,1 wk ahead,percent,4.64694089339149e-09,Bin,2.4,2.5
Alabama,1 wk ahead,percent,4.6854896827634e-09,Bin,2.5,2.6
Alabama,1 wk ahead,percent,0.00200000427387089,Bin,2.6,2.7
Alabama,1 wk ahead,percent,4.71489217016104e-09,Bin,2.7,2.8
Alabama,1 wk ahead,percent,4.7071546670481e-09,Bin,2.8,2.9
Alabama,1 wk ahead,percent,4.68560570901736e-09,Bin,2.9,3.0
Alabama,1 wk ahead,percent,4.6514639018602e-09,Bin,3.0,3.1
Alabama,1 wk ahead,percent,4.60597784693233e-09,Bin,3.1,3.2
Alabama,1 wk ahead,percent,0.00200000411636168,Bin,3.2,3.3
Alabama,1 wk ahead,percent,4.4863770181267e-09,Bin,3.3,3.4
Alabama,1 wk ahead,percent,0.00600000311276253,Bin,3.4,3.5
Alabama,1 wk ahead,percent,0.00200000390382334,Bin,3.5,3.6
Alabama,1 wk ahead,percent,0.00400000338801719,Bin,3.6,3.7
Alabama,1 wk ahead,percent,0.0100000020005992,Bin,3.7,3.8
Alabama,1 wk ahead,percent,0.00800000234719231,Bin,3.8,3.9
Alabama,1 wk ahead,percent,0.00600000269220799,Bin,3.9,4.0
Alabama,1 wk ahead,percent,0.0199999995635062,Bin,4.0,4.1
Alabama,1 wk ahead,percent,0.00600000251170096,Bin,4.1,4.2
Alabama,1 wk ahead,percent,0.0160000002504466,Bin,4.2,4.3
Alabama,1 wk ahead,percent,0.0199999992912783,Bin,4.3,4.4
Alabama,1 wk ahead,percent,0.00200000310686112,Bin,4.4,4.5
Alabama,1 wk ahead,percent,0.0239999982398456,Bin,4.5,4.6
Alabama,1 wk ahead,percent,0.0319999964105169,Bin,4.6,4.7
Alabama,1 wk ahead,percent,0.0179999993548197,Bin,4.7,4.8
Alabama,1 wk ahead,percent,0.0359999953515591,Bin,4.8,4.9
Alabama,1 wk ahead,percent,0.0339999956868185,Bin,4.9,5.0
Alabama,1 wk ahead,percent,0.0239999977555593,Bin,5.0,5.1
Alabama,1 wk ahead,percent,0.0459999928753879,Bin,5.1,5.2
Alabama,1 wk ahead,percent,0.0379999945031383,Bin,5.2,5.3
Alabama,1 wk ahead,percent,0.0399999939566685,Bin,5.3,5.4
Alabama,1 wk ahead,percent,0.049999991670089,Bin,5.4,5.5
Alabama,1 wk ahead,percent,0.0699999872094864,Bin,5.5,5.6
Alabama,1 wk ahead,percent,0.0399999935981496,Bin,5.6,5.7
Alabama,1 wk ahead,percent,0.0179999982477087,Bin,5.7,5.8
Alabama,1 wk ahead,percent,0.0379999937790832,Bin,5.8,5.9
Alabama,1 wk ahead,percent,0.0159999984251986,Bin,5.9,6.0
Alabama,1 wk ahead,percent,0.0299999952570222,Bin,6.0,6.1
Alabama,1 wk ahead,percent,0.0439999920892499,Bin,6.1,6.2
Alabama,1 wk ahead,percent,0.0339999941320086,Bin,6.2,6.3
Alabama,1 wk ahead,percent,0.00799999964986445,Bin,6.3,6.4
Alabama,1 wk ahead,percent,0.023999996054835,Bin,6.4,6.5
Alabama,1 wk ahead,percent,0.007999999409464,Bin,6.5,6.6
Alabama,1 wk ahead,percent,0.0219999962574757,Bin,6.6,6.7
Alabama,1 wk ahead,percent,0.0139999978860893,Bin,6.7,6.8
Alabama,1 wk ahead,percent,0.025999995179858,Bin,6.8,6.9
Alabama,1 wk ahead,percent,0.0079999989916301,Bin,6.9,7.0
Alabama,1 wk ahead,percent,0.0159999971669928,Bin,7.0,7.1
Alabama,1 wk ahead,percent,0.0139999975198921,Bin,7.1,7.2
Alabama,1 wk ahead,percent,0.015999997011666,Bin,7.2,7.3
Alabama,1 wk ahead,percent,0.00599999911509989,Bin,7.3,7.4
Alabama,1 wk ahead,percent,0.00599999905487661,Bin,7.4,7.5
Alabama,1 wk ahead,percent,0.00199999986947803,Bin,7.5,7.6
Alabama,1 wk ahead,percent,0.00999999808575419,Bin,7.6,7.7
Alabama,1 wk ahead,percent,0.011999997610204,Bin,7.7,7.8
Alabama,1 wk ahead,percent,0.0139999971401228,Bin,7.8,7.9
Alabama,1 wk ahead,percent,0.00199999971370168,Bin,7.9,8.0
Alabama,1 wk ahead,percent,0.00399999925311806,Bin,8.0,8.1
Alabama,1 wk ahead,percent,9.88683448153955e-11,Bin,8.1,8.2
Alabama,1 wk ahead,percent,0.00199999964589321,Bin,8.2,8.3
Alabama,1 wk ahead,percent,0.00599999876197091,Bin,8.3,8.4
Alabama,1 wk ahead,percent,5.12537183542682e-11,Bin,8.4,8.5
Alabama,1 wk ahead,percent,0.00399999917238919,Bin,8.5,8.6
Alabama,1 wk ahead,percent,3.19035070482517e-11,Bin,8.6,8.7
Alabama,1 wk ahead,percent,0.00199999959079594,Bin,8.7,8.8
Alabama,1 wk ahead,percent,1.92872332128141e-11,Bin,8.8,8.9
Alabama,1 wk ahead,percent,0.00799999827935789,Bin,8.9,9.0
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.0,9.1
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.1,9.2
Alabama,1 wk ahead,percent,0.00399999914735095,Bin,9.2,9.3
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.3,9.4
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.4,9.5
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.5,9.6
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.6,9.7
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.7,9.8
Alabama,1 wk ahead,percent,0.00399999914735095,Bin,9.8,9.9
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,9.9,10.0
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.0,10.1
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.1,10.2
Alabama,1 wk ahead,percent,0.00399999914735095,Bin,10.2,10.3
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.3,10.4
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.4,10.5
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.5,10.6
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.6,10.7
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.7,10.8
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.8,10.9
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,10.9,11.0
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.0,11.1
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.1,11.2
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.2,11.3
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.3,11.4
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.4,11.5
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.5,11.6
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.6,11.7
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.7,11.8
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.8,11.9
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,11.9,12.0
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.0,12.1
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.1,12.2
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.2,12.3
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.3,12.4
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.4,12.5
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.5,12.6
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.6,12.7
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.7,12.8
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.8,12.9
Alabama,1 wk ahead,percent,1.55497102025325e-11,Bin,12.9,13.0
Alabama,1 wk ahead,percent,0.00599999871325158,Bin,13.0,100.0
Alabama,2 wk ahead,percent,6.42914059201103e-10,Bin,0.0,0.1
Alabama,2 wk ahead,percent,1.44099471645006e-09,Bin,0.1,0.2
Alabama,2 wk ahead,percent,1.66258866018133e-09,Bin,0.2,0.3
Alabama,2 wk ahead,percent,1.90071295620019e-09,Bin,0.3,0.4
Alabama,2 wk ahead,percent,2.15356039131708e-09,Bin,0.4,0.5
Alabama,2 wk ahead,percent,2.4188536707911e-09,Bin,0.5,0.6
Alabama,2 wk ahead,percent,2.69387802562731e-09,Bin,0.6,0.7
Alabama,2 wk ahead,percent,2.97546177888031e-09,Bin,0.7,0.8
Alabama,2 wk ahead,percent,3.26010283907232e-09,Bin,0.8,0.9
Alabama,2 wk ahead,percent,3.54397812339166e-09,Bin,0.9,1.0
Alabama,2 wk ahead,percent,3.82307008373798e-09,Bin,1.0,1.1
Alabama,2 wk ahead,percent,0.00200000365910847,Bin,1.1,1.2
Alabama,2 wk ahead,percent,4.35023064139529e-09,Bin,1.2,1.3
Alabama,2 wk ahead,percent,0.00400000372185406,Bin,1.3,1.4
Alabama,2 wk ahead,percent,0.00200000437468911,Bin,1.4,1.5
Alabama,2 wk ahead,percent,0.00400000413477786,Bin,1.5,1.6
Alabama,2 wk ahead,percent,0.00400000430135559,Bin,1.6,1.7
Alabama,2 wk ahead,percent,5.30620152600507e-09,Bin,1.7,1.8
Alabama,2 wk ahead,percent,0.00200000497719595,Bin,1.8,1.9
Alabama,2 wk ahead,percent,5.48405265587079e-09,Bin,1.9,2.0
