component_model_id,season,Model Week,weight
Subtype Historical Average,2014/2015,47,0.089119022749633
Subtype Historical Average,2014/2015,48,0.089119022749633
Dynamic Harmonic Model,2015/2016,45,0.875140086082482
Dynamic Harmonic Model,2015/2016,46,0.875140086082482
Dynamic Harmonic Model,2015/2016,47,0.875140086082482
Dynamic Harmonic Model,2015/2016,48,0.875140086082482
Historical Average,2015/2016,45,1.02179514490136e-06
Historical Average,2015/2016,46,1.02179514490136e-06
Historical Average,2015/2016,47,1.02179514490136e-06
Historical Average,2015/2016,48,1.02179514490136e-06
Subtype Historical Average,2015/2016,45,0.124858892122373
Subtype Historical Average,2015/2016,46,0.124858892122373
Subtype Historical Average,2015/2016,47,0.124858892122373
Subtype Historical Average,2015/2016,48,0.124858892122373
Dynamic Harmonic Model,2016/2017,45,0.831085242310274
Dynamic Harmonic Model,2016/2017,46,0.831085242310274
Dynamic Harmonic Model,2016/2017,47,0.831085242310274
Dynamic Harmonic Model,2016/2017,48,0.831085242310274
Historical Average,2016/2017,45,1.13300255942743e-06
Historical Average,2016/2017,46,1.13300255942743e-06
Historical Average,2016/2017,47,1.13300255942743e-06
Historical Average,2016/2017,48,1.13300255942743e-06
Subtype Historical Average,2016/2017,45,0.168913624687167
Subtype Historical Average,2016/2017,46,0.168913624687167
Subtype Historical Average,2016/2017,47,0.168913624687167
Subtype Historical Average,2016/2017,48,0.168913624687167
Dynamic Harmonic Model,2017/2018,45,0.833135997345291
Dynamic Harmonic Model,2017/2018,46,0.833135997345291
Dynamic Harmonic Model,2017/2018,47,0.833135997345291
Dynamic Harmonic Model,2017/2018,48,0.833135997345291
Historical Average,2017/2018,45,9.88597533858507e-07
Historical Average,2017/2018,46,9.88597533858507e-07
Historical Average,2017/2018,47,9.88597533858507e-07
Historical Average,2017/2018,48,9.88597533858507e-07
Subtype Historical Average,2017/2018,45,0.166863014057175
Subtype Historical Average,2017/2018,46,0.166863014057175
Subtype Historical Average,2017/2018,47,0.166863014057175
Subtype Historical Average,2017/2018,48,0.166863014057175
Dynamic Harmonic Model,2010/2011,49,0.818700963473846
Dynamic Harmonic Model,2010/2011,50,0.818700963473846
Dynamic Harmonic Model,2010/2011,51,0.818700963473846
Dynamic Harmonic Model,2010/2011,52,0.818700963473846
Historical Average,2010/2011,49,8.22581977732308e-07
Historical Average,2010/2011,50,8.22581977732308e-07
Historical Average,2010/2011,51,8.22581977732308e-07
Historical Average,2010/2011,52,8.22581977732308e-07
Subtype Historical Average,2010/2011,49,0.181298213944176
Subtype Historical Average,2010/2011,50,0.181298213944176
Subtype Historical Average,2010/2011,51,0.181298213944176
Subtype Historical Average,2010/2011,52,0.181298213944176
Dynamic Harmonic Model,2011/2012,49,0.804852691631919
Dynamic Harmonic Model,2011/2012,50,0.804852691631919
Dynamic Harmonic Model,2011/2012,51,0.804852691631919
Dynamic Harmonic Model,2011/2012,52,0.804852691631919
Historical Average,2011/2012,49,8.09906319107764e-07
Historical Average,2011/2012,50,8.09906319107764e-07
Historical Average,2011/2012,51,8.09906319107764e-07
Historical Average,2011/2012,52,8.09906319107764e-07
Subtype Historical Average,2011/2012,49,0.195146498461762
Subtype Historical Average,2011/2012,50,0.195146498461762
Subtype Historical Average,2011/2012,51,0.195146498461762
Subtype Historical Average,2011/2012,52,0.195146498461762
Dynamic Harmonic Model,2012/2013,49,0.817892254220489
Dynamic Harmonic Model,2012/2013,50,0.817892254220489
Dynamic Harmonic Model,2012/2013,51,0.817892254220489
Dynamic Harmonic Model,2012/2013,52,0.817892254220489
Historical Average,2012/2013,49,8.9226422505531e-07
Historical Average,2012/2013,50,8.9226422505531e-07
Historical Average,2012/2013,51,8.9226422505531e-07
Historical Average,2012/2013,52,8.9226422505531e-07
Subtype Historical Average,2012/2013,49,0.182106853515286
Subtype Historical Average,2012/2013,50,0.182106853515286
Subtype Historical Average,2012/2013,51,0.182106853515286
Subtype Historical Average,2012/2013,52,0.182106853515286
Dynamic Harmonic Model,2013/2014,49,0.848452382748442
Dynamic Harmonic Model,2013/2014,50,0.848452382748442
Dynamic Harmonic Model,2013/2014,51,0.848452382748442
Dynamic Harmonic Model,2013/2014,52,0.848452382748442
Historical Average,2013/2014,49,2.02383208734155e-06
Historical Average,2013/2014,50,2.02383208734155e-06
Historical Average,2013/2014,51,2.02383208734155e-06
Historical Average,2013/2014,52,2.02383208734155e-06
Subtype Historical Average,2013/2014,49,0.15154559341947
Subtype Historical Average,2013/2014,50,0.15154559341947
Subtype Historical Average,2013/2014,51,0.15154559341947
Subtype Historical Average,2013/2014,52,0.15154559341947
Dynamic Harmonic Model,2014/2015,49,0.870675837634415
Dynamic Harmonic Model,2014/2015,50,0.870675837634415
Dynamic Harmonic Model,2014/2015,51,0.870675837634415
Dynamic Harmonic Model,2014/2015,52,0.870675837634415
Historical Average,2014/2015,49,3.66287869134063e-06
Historical Average,2014/2015,50,3.66287869134063e-06
Historical Average,2014/2015,51,3.66287869134063e-06
Historical Average,2014/2015,52,3.66287869134063e-06
Subtype Historical Average,2014/2015,49,0.129320499486894
Subtype Historical Average,2014/2015,50,0.129320499486894
Subtype Historical Average,2014/2015,51,0.129320499486894
Subtype Historical Average,2014/2015,52,0.129320499486894
Dynamic Harmonic Model,2015/2016,49,0.848909074383563
Dynamic Harmonic Model,2015/2016,50,0.848909074383563
Dynamic Harmonic Model,2015/2016,51,0.848909074383563
Dynamic Harmonic Model,2015/2016,52,0.848909074383563
Historical Average,2015/2016,49,7.71782495976627e-07
Historical Average,2015/2016,50,7.71782495976627e-07
Historical Average,2015/2016,51,7.71782495976627e-07
Historical Average,2015/2016,52,7.71782495976627e-07
Subtype Historical Average,2015/2016,49,0.151090153833941
Subtype Historical Average,2015/2016,50,0.151090153833941
Subtype Historical Average,2015/2016,51,0.151090153833941
Subtype Historical Average,2015/2016,52,0.151090153833941
Dynamic Harmonic Model,2016/2017,49,0.806236731503335
Dynamic Harmonic Model,2016/2017,50,0.806236731503335
Dynamic Harmonic Model,2016/2017,51,0.806236731503335
Dynamic Harmonic Model,2016/2017,52,0.806236731503335
Historical Average,2016/2017,49,9.21753050711482e-07
Historical Average,2016/2017,50,9.21753050711482e-07
Historical Average,2016/2017,51,9.21753050711482e-07
Historical Average,2016/2017,52,9.21753050711482e-07
Subtype Historical Average,2016/2017,49,0.193762346743614
Subtype Historical Average,2016/2017,50,0.193762346743614
Subtype Historical Average,2016/2017,51,0.193762346743614
Subtype Historical Average,2016/2017,52,0.193762346743614
Dynamic Harmonic Model,2017/2018,49,0.802141046372092
Dynamic Harmonic Model,2017/2018,50,0.802141046372092
Dynamic Harmonic Model,2017/2018,51,0.802141046372092
Dynamic Harmonic Model,2017/2018,52,0.802141046372092
Historical Average,2017/2018,49,7.05776561961224e-07
Historical Average,2017/2018,50,7.05776561961224e-07
Historical Average,2017/2018,51,7.05776561961224e-07
Historical Average,2017/2018,52,7.05776561961224e-07
Subtype Historical Average,2017/2018,49,0.197858247851346
Subtype Historical Average,2017/2018,50,0.197858247851346
Subtype Historical Average,2017/2018,51,0.197858247851346
Subtype Historical Average,2017/2018,52,0.197858247851346
Dynamic Harmonic Model,2010/2011,53,0.959332667239187
Dynamic Harmonic Model,2010/2011,54,0.959332667239187
Dynamic Harmonic Model,2010/2011,55,0.959332667239187
Dynamic Harmonic Model,2010/2011,56,0.959332667239187
Historical Average,2010/2011,53,3.31124142631968e-06
Historical Average,2010/2011,54,3.31124142631968e-06
Historical Average,2010/2011,55,3.31124142631968e-06
Historical Average,2010/2011,56,3.31124142631968e-06
Subtype Historical Average,2010/2011,53,0.0406640215193863
Subtype Historical Average,2010/2011,54,0.0406640215193863
Subtype Historical Average,2010/2011,55,0.0406640215193863
Subtype Historical Average,2010/2011,56,0.0406640215193863
Dynamic Harmonic Model,2011/2012,53,0.954086404037514
Dynamic Harmonic Model,2011/2012,54,0.954086404037514
Dynamic Harmonic Model,2011/2012,55,0.954086404037514
Dynamic Harmonic Model,2011/2012,56,0.954086404037514
Historical Average,2011/2012,53,3.71288312247897e-06
Historical Average,2011/2012,54,3.71288312247897e-06
Historical Average,2011/2012,55,3.71288312247897e-06
Historical Average,2011/2012,56,3.71288312247897e-06
Subtype Historical Average,2011/2012,53,0.0459098830793632
Subtype Historical Average,2011/2012,54,0.0459098830793632
Subtype Historical Average,2011/2012,55,0.0459098830793632
Subtype Historical Average,2011/2012,56,0.0459098830793632
Dynamic Harmonic Model,2012/2013,53,0.967019277937714
Dynamic Harmonic Model,2012/2013,54,0.967019277937714
Dynamic Harmonic Model,2012/2013,55,0.967019277937714
Dynamic Harmonic Model,2012/2013,56,0.967019277937714
Historical Average,2012/2013,53,2.42733384678496e-06
Historical Average,2012/2013,54,2.42733384678496e-06
Historical Average,2012/2013,55,2.42733384678496e-06
Historical Average,2012/2013,56,2.42733384678496e-06
Subtype Historical Average,2012/2013,53,0.0329782947284388
Subtype Historical Average,2012/2013,54,0.0329782947284388
Subtype Historical Average,2012/2013,55,0.0329782947284388
Subtype Historical Average,2012/2013,56,0.0329782947284388
Dynamic Harmonic Model,2013/2014,53,0.962113796090451
Dynamic Harmonic Model,2013/2014,54,0.962113796090451
Dynamic Harmonic Model,2013/2014,55,0.962113796090451
Dynamic Harmonic Model,2013/2014,56,0.962113796090451
Historical Average,2013/2014,53,1.34215313177817e-05
Historical Average,2013/2014,54,1.34215313177817e-05
Historical Average,2013/2014,55,1.34215313177817e-05
Historical Average,2013/2014,56,1.34215313177817e-05
Subtype Historical Average,2013/2014,53,0.0378727823782314
Subtype Historical Average,2013/2014,54,0.0378727823782314
Subtype Historical Average,2013/2014,55,0.0378727823782314
Subtype Historical Average,2013/2014,56,0.0378727823782314
Dynamic Harmonic Model,2014/2015,53,0.967480709611077
Dynamic Harmonic Model,2014/2015,54,0.967480709611077
Dynamic Harmonic Model,2014/2015,55,0.967480709611077
Dynamic Harmonic Model,2014/2015,56,0.967480709611077
Historical Average,2014/2015,53,9.00741326326115e-06
Historical Average,2014/2015,54,9.00741326326115e-06
Historical Average,2014/2015,55,9.00741326326115e-06
Historical Average,2014/2015,56,9.00741326326115e-06
Subtype Historical Average,2014/2015,53,0.0325102829756597
Subtype Historical Average,2014/2015,54,0.0325102829756597
Subtype Historical Average,2014/2015,55,0.0325102829756597
Subtype Historical Average,2014/2015,56,0.0325102829756597
Dynamic Harmonic Model,2015/2016,53,0.965248557552748
Dynamic Harmonic Model,2015/2016,54,0.965248557552748
Dynamic Harmonic Model,2015/2016,55,0.965248557552748
Dynamic Harmonic Model,2015/2016,56,0.965248557552748
Historical Average,2015/2016,53,3.23724323013539e-06
Historical Average,2015/2016,54,3.23724323013539e-06
Historical Average,2015/2016,55,3.23724323013539e-06
Historical Average,2015/2016,56,3.23724323013539e-06
Subtype Historical Average,2015/2016,53,0.034748205204022
Subtype Historical Average,2015/2016,54,0.034748205204022
Subtype Historical Average,2015/2016,55,0.034748205204022
Subtype Historical Average,2015/2016,56,0.034748205204022
Dynamic Harmonic Model,2016/2017,53,0.960046847089153
Dynamic Harmonic Model,2016/2017,54,0.960046847089153
Dynamic Harmonic Model,2016/2017,55,0.960046847089153
Dynamic Harmonic Model,2016/2017,56,0.960046847089153
Historical Average,2016/2017,53,2.4908023538526e-06
Historical Average,2016/2017,54,2.4908023538526e-06
Historical Average,2016/2017,55,2.4908023538526e-06
Historical Average,2016/2017,56,2.4908023538526e-06
Subtype Historical Average,2016/2017,53,0.0399506621084935
Subtype Historical Average,2016/2017,54,0.0399506621084935
Subtype Historical Average,2016/2017,55,0.0399506621084935
Subtype Historical Average,2016/2017,56,0.0399506621084935
Dynamic Harmonic Model,2017/2018,53,0.950828991933209
Dynamic Harmonic Model,2017/2018,54,0.950828991933209
Dynamic Harmonic Model,2017/2018,55,0.950828991933209
Dynamic Harmonic Model,2017/2018,56,0.950828991933209
Historical Average,2017/2018,53,3.13801463967953e-06
Historical Average,2017/2018,54,3.13801463967953e-06
Historical Average,2017/2018,55,3.13801463967953e-06
Historical Average,2017/2018,56,3.13801463967953e-06
Subtype Historical Average,2017/2018,53,0.0491678700521517
Subtype Historical Average,2017/2018,54,0.0491678700521517
Subtype Historical Average,2017/2018,55,0.0491678700521517
Subtype Historical Average,2017/2018,56,0.0491678700521517
Dynamic Harmonic Model,2010/2011,57,0.940106194979735
Dynamic Harmonic Model,2010/2011,58,0.940106194979735
Dynamic Harmonic Model,2010/2011,59,0.940106194979735
Dynamic Harmonic Model,2010/2011,60,0.940106194979735
Historical Average,2010/2011,57,7.16899420384445e-06
Historical Average,2010/2011,58,7.16899420384445e-06
Historical Average,2010/2011,59,7.16899420384445e-06
Historical Average,2010/2011,60,7.16899420384445e-06
Subtype Historical Average,2010/2011,57,0.0598866360260612
Subtype Historical Average,2010/2011,58,0.0598866360260612
Subtype Historical Average,2010/2011,59,0.0598866360260612
Subtype Historical Average,2010/2011,60,0.0598866360260612
Dynamic Harmonic Model,2011/2012,57,0.927542511425521
Dynamic Harmonic Model,2011/2012,58,0.927542511425521
Dynamic Harmonic Model,2011/2012,59,0.927542511425521
Dynamic Harmonic Model,2011/2012,60,0.927542511425521
Historical Average,2011/2012,57,7.04163449890093e-06
Historical Average,2011/2012,58,7.04163449890093e-06
Historical Average,2011/2012,59,7.04163449890093e-06
Historical Average,2011/2012,60,7.04163449890093e-06
Subtype Historical Average,2011/2012,57,0.0724504469399802
Subtype Historical Average,2011/2012,58,0.0724504469399802
Subtype Historical Average,2011/2012,59,0.0724504469399802
Subtype Historical Average,2011/2012,60,0.0724504469399802
Dynamic Harmonic Model,2012/2013,57,0.943930911443247
Dynamic Harmonic Model,2012/2013,58,0.943930911443247
Dynamic Harmonic Model,2012/2013,59,0.943930911443247
Dynamic Harmonic Model,2012/2013,60,0.943930911443247
Historical Average,2012/2013,57,5.09756796802258e-06
Historical Average,2012/2013,58,5.09756796802258e-06
Historical Average,2012/2013,59,5.09756796802258e-06
Historical Average,2012/2013,60,5.09756796802258e-06
Subtype Historical Average,2012/2013,57,0.056063990988785
Subtype Historical Average,2012/2013,58,0.056063990988785
Subtype Historical Average,2012/2013,59,0.056063990988785
Subtype Historical Average,2012/2013,60,0.056063990988785
Dynamic Harmonic Model,2013/2014,57,0.937418537567484
Dynamic Harmonic Model,2013/2014,58,0.937418537567484
Dynamic Harmonic Model,2013/2014,59,0.937418537567484
Dynamic Harmonic Model,2013/2014,60,0.937418537567484
Historical Average,2013/2014,57,5.45933347105629e-05
Historical Average,2013/2014,58,5.45933347105629e-05
Historical Average,2013/2014,59,5.45933347105629e-05
Historical Average,2013/2014,60,5.45933347105629e-05
Subtype Historical Average,2013/2014,57,0.0625268690978058
Subtype Historical Average,2013/2014,58,0.0625268690978058
Subtype Historical Average,2013/2014,59,0.0625268690978058
Subtype Historical Average,2013/2014,60,0.0625268690978058
Dynamic Harmonic Model,2014/2015,57,0.944857845042906
Dynamic Harmonic Model,2014/2015,58,0.944857845042906
Dynamic Harmonic Model,2014/2015,59,0.944857845042906
Dynamic Harmonic Model,2014/2015,60,0.944857845042906
Historical Average,2014/2015,57,1.81243022922459e-05
Historical Average,2014/2015,58,1.81243022922459e-05
Historical Average,2014/2015,59,1.81243022922459e-05
Historical Average,2014/2015,60,1.81243022922459e-05
Subtype Historical Average,2014/2015,57,0.0551240306548019
Subtype Historical Average,2014/2015,58,0.0551240306548019
Subtype Historical Average,2014/2015,59,0.0551240306548019
Subtype Historical Average,2014/2015,60,0.0551240306548019
Dynamic Harmonic Model,2015/2016,57,0.946037886243277
Dynamic Harmonic Model,2015/2016,58,0.946037886243277
Dynamic Harmonic Model,2015/2016,59,0.946037886243277
Dynamic Harmonic Model,2015/2016,60,0.946037886243277
Historical Average,2015/2016,57,8.22306802389734e-06
Historical Average,2015/2016,58,8.22306802389734e-06
Historical Average,2015/2016,59,8.22306802389734e-06
Historical Average,2015/2016,60,8.22306802389734e-06
Subtype Historical Average,2015/2016,57,0.0539538906886994
Subtype Historical Average,2015/2016,58,0.0539538906886994
Subtype Historical Average,2015/2016,59,0.0539538906886994
Subtype Historical Average,2015/2016,60,0.0539538906886994
Dynamic Harmonic Model,2016/2017,57,0.940744505321597
Dynamic Harmonic Model,2016/2017,58,0.940744505321597
Dynamic Harmonic Model,2016/2017,59,0.940744505321597
Dynamic Harmonic Model,2016/2017,60,0.940744505321597
Historical Average,2016/2017,57,4.52510971938572e-06
Historical Average,2016/2017,58,4.52510971938572e-06
Historical Average,2016/2017,59,4.52510971938572e-06
Historical Average,2016/2017,60,4.52510971938572e-06
Subtype Historical Average,2016/2017,57,0.0592509695686839
Subtype Historical Average,2016/2017,58,0.0592509695686839
Subtype Historical Average,2016/2017,59,0.0592509695686839
Subtype Historical Average,2016/2017,60,0.0592509695686839
Dynamic Harmonic Model,2017/2018,57,0.942041077777349
Dynamic Harmonic Model,2017/2018,58,0.942041077777349
Dynamic Harmonic Model,2017/2018,59,0.942041077777349
Dynamic Harmonic Model,2017/2018,60,0.942041077777349
Historical Average,2017/2018,57,6.59463117918685e-06
Historical Average,2017/2018,58,6.59463117918685e-06
Historical Average,2017/2018,59,6.59463117918685e-06
Historical Average,2017/2018,60,6.59463117918685e-06
Subtype Historical Average,2017/2018,57,0.0579523275914718
Subtype Historical Average,2017/2018,58,0.0579523275914718
Subtype Historical Average,2017/2018,59,0.0579523275914718
Subtype Historical Average,2017/2018,60,0.0579523275914718
Dynamic Harmonic Model,2010/2011,61,0.967623885571964
Dynamic Harmonic Model,2010/2011,62,0.967623885571964
Dynamic Harmonic Model,2010/2011,63,0.967623885571964
Dynamic Harmonic Model,2010/2011,64,0.967623885571964
Historical Average,2010/2011,61,6.00932325628968e-06
Historical Average,2010/2011,62,6.00932325628968e-06
Historical Average,2010/2011,63,6.00932325628968e-06
Historical Average,2010/2011,64,6.00932325628968e-06
Subtype Historical Average,2010/2011,61,0.0323701051047798
Subtype Historical Average,2010/2011,62,0.0323701051047798
Subtype Historical Average,2010/2011,63,0.0323701051047798
Subtype Historical Average,2010/2011,64,0.0323701051047798
Dynamic Harmonic Model,2011/2012,61,0.970187470163916
Dynamic Harmonic Model,2011/2012,62,0.970187470163916
Dynamic Harmonic Model,2011/2012,63,0.970187470163916
Dynamic Harmonic Model,2011/2012,64,0.970187470163916
