component_model_id,season,target,weight
Historical Average,2016/2017,Season peak percentage,8.01552947980673e-07
Subtype Historical Average,2016/2017,Season peak percentage,0.0659373004118807
Dynamic Harmonic Model,2017/2018,Season peak percentage,0.934969090619591
Historical Average,2017/2018,Season peak percentage,6.56385710266572e-07
Subtype Historical Average,2017/2018,Season peak percentage,0.065030252994699
Dynamic Harmonic Model,2010/2011,Season peak week,0.938111082138447
Historical Average,2010/2011,Season peak week,2.00929228351372e-06
Subtype Historical Average,2010/2011,Season peak week,0.0618869085692699
Dynamic Harmonic Model,2011/2012,Season peak week,0.957658749636372
Historical Average,2011/2012,Season peak week,1.90786710085449e-06
Subtype Historical Average,2011/2012,Season peak week,0.0423393424965267
Dynamic Harmonic Model,2012/2013,Season peak week,0.928841480484938
Historical Average,2012/2013,Season peak week,2.16640706918434e-06
Subtype Historical Average,2012/2013,Season peak week,0.0711563531079929
Dynamic Harmonic Model,2013/2014,Season peak week,0.934249106452447
Historical Average,2013/2014,Season peak week,6.83432137223914e-06
Subtype Historical Average,2013/2014,Season peak week,0.065744059226181
Dynamic Harmonic Model,2014/2015,Season peak week,0.95486866060193
Historical Average,2014/2015,Season peak week,3.21936893133502e-06
Subtype Historical Average,2014/2015,Season peak week,0.0451281200291386
Dynamic Harmonic Model,2015/2016,Season peak week,0.922988498458334
Historical Average,2015/2016,Season peak week,1.85154944897041e-06
Subtype Historical Average,2015/2016,Season peak week,0.0770096499922174
Dynamic Harmonic Model,2016/2017,Season peak week,0.92776987355509
Historical Average,2016/2017,Season peak week,2.00737926529576e-06
Subtype Historical Average,2016/2017,Season peak week,0.0722281190656446
Dynamic Harmonic Model,2017/2018,Season peak week,0.925071520717803
Historical Average,2017/2018,Season peak week,2.25266607266441e-06
Subtype Historical Average,2017/2018,Season peak week,0.0749262266161247
Dynamic Harmonic Model,2018/2019,1 wk ahead,0.995668857559987
Historical Average,2018/2019,1 wk ahead,3.76387337519997e-07
Subtype Historical Average,2018/2019,1 wk ahead,0.00433076605267587
Dynamic Harmonic Model,2018/2019,2 wk ahead,0.974914645006022
Historical Average,2018/2019,2 wk ahead,6.40504098161275e-07
Subtype Historical Average,2018/2019,2 wk ahead,0.0250847144898799
Dynamic Harmonic Model,2018/2019,3 wk ahead,0.937157012946314
Historical Average,2018/2019,3 wk ahead,1.15587802959421e-06
Subtype Historical Average,2018/2019,3 wk ahead,0.0628418311756559
Dynamic Harmonic Model,2018/2019,4 wk ahead,0.879629658785894
Historical Average,2018/2019,4 wk ahead,1.62660217472592e-06
Subtype Historical Average,2018/2019,4 wk ahead,0.120368714611931
Dynamic Harmonic Model,2018/2019,Season onset,0.882782189409921
Historical Average,2018/2019,Season onset,2.7441989144972e-06
Subtype Historical Average,2018/2019,Season onset,0.117215066391164
Dynamic Harmonic Model,2018/2019,Season peak percentage,0.936669413066883
Historical Average,2018/2019,Season peak percentage,1.19682585356111e-06
Subtype Historical Average,2018/2019,Season peak percentage,0.0633293901072635
Dynamic Harmonic Model,2018/2019,Season peak week,0.93630732382107
Historical Average,2018/2019,Season peak week,2.51984186087386e-06
Subtype Historical Average,2018/2019,Season peak week,0.0636901563370692
