component_model_id,season,Model Week,location,target,weight
Historical Average,2011/2012,65,HHS Region 2,2 wk ahead,8.14465514150525e-07
Subtype Historical Average,2011/2012,65,HHS Region 2,2 wk ahead,0.999999185534486
Historical Average,2012/2013,65,HHS Region 2,2 wk ahead,9.1337793862748e-07
Subtype Historical Average,2012/2013,65,HHS Region 2,2 wk ahead,0.999999086622061
Historical Average,2013/2014,65,HHS Region 2,2 wk ahead,0.00243786688725809
Subtype Historical Average,2013/2014,65,HHS Region 2,2 wk ahead,0.997562133112742
Historical Average,2014/2015,65,HHS Region 2,2 wk ahead,1.55533551660126e-06
Subtype Historical Average,2014/2015,65,HHS Region 2,2 wk ahead,0.999998444664483
Historical Average,2015/2016,65,HHS Region 2,2 wk ahead,6.88111052479504e-07
Subtype Historical Average,2015/2016,65,HHS Region 2,2 wk ahead,0.999999311888948
Historical Average,2016/2017,65,HHS Region 2,2 wk ahead,8.67198110687597e-07
Subtype Historical Average,2016/2017,65,HHS Region 2,2 wk ahead,0.999999132801889
Historical Average,2017/2018,65,HHS Region 2,2 wk ahead,5.01304952084649e-07
Subtype Historical Average,2017/2018,65,HHS Region 2,2 wk ahead,0.999999498695048
Historical Average,2010/2011,66,HHS Region 2,2 wk ahead,1.37229878482668e-06
Subtype Historical Average,2010/2011,66,HHS Region 2,2 wk ahead,0.999998627701215
Historical Average,2011/2012,66,HHS Region 2,2 wk ahead,1.84526761708287e-06
Subtype Historical Average,2011/2012,66,HHS Region 2,2 wk ahead,0.999998154732383
Historical Average,2012/2013,66,HHS Region 2,2 wk ahead,1.91259017238641e-06
Subtype Historical Average,2012/2013,66,HHS Region 2,2 wk ahead,0.999998087409828
Historical Average,2013/2014,66,HHS Region 2,2 wk ahead,4.5558088962978e-05
Subtype Historical Average,2013/2014,66,HHS Region 2,2 wk ahead,0.999954441911037
Historical Average,2014/2015,66,HHS Region 2,2 wk ahead,4.92328284362334e-06
Subtype Historical Average,2014/2015,66,HHS Region 2,2 wk ahead,0.999995076717156
Historical Average,2015/2016,66,HHS Region 2,2 wk ahead,1.26778681747877e-06
Subtype Historical Average,2015/2016,66,HHS Region 2,2 wk ahead,0.999998732213182
Historical Average,2016/2017,66,HHS Region 2,2 wk ahead,1.66851622297976e-06
Subtype Historical Average,2016/2017,66,HHS Region 2,2 wk ahead,0.999998331483777
Historical Average,2017/2018,66,HHS Region 2,2 wk ahead,1.12413882286347e-06
Subtype Historical Average,2017/2018,66,HHS Region 2,2 wk ahead,0.999998875861177
Historical Average,2010/2011,67,HHS Region 2,2 wk ahead,1.55998417625125e-06
Subtype Historical Average,2010/2011,67,HHS Region 2,2 wk ahead,0.999998440015824
Historical Average,2011/2012,67,HHS Region 2,2 wk ahead,1.26292765057962e-06
Subtype Historical Average,2011/2012,67,HHS Region 2,2 wk ahead,0.999998737072349
Historical Average,2012/2013,67,HHS Region 2,2 wk ahead,1.52603474030965e-06
Subtype Historical Average,2012/2013,67,HHS Region 2,2 wk ahead,0.99999847396526
Historical Average,2013/2014,67,HHS Region 2,2 wk ahead,1.42165908315168e-05
Subtype Historical Average,2013/2014,67,HHS Region 2,2 wk ahead,0.999985783409168
Historical Average,2014/2015,67,HHS Region 2,2 wk ahead,2.29504805577353e-06
Subtype Historical Average,2014/2015,67,HHS Region 2,2 wk ahead,0.999997704951944
Historical Average,2015/2016,67,HHS Region 2,2 wk ahead,9.84812265120985e-07
Subtype Historical Average,2015/2016,67,HHS Region 2,2 wk ahead,0.999999015187735
Historical Average,2016/2017,67,HHS Region 2,2 wk ahead,1.1192115163473e-06
Subtype Historical Average,2016/2017,67,HHS Region 2,2 wk ahead,0.999998880788484
Historical Average,2017/2018,67,HHS Region 2,2 wk ahead,7.74757505461717e-07
Subtype Historical Average,2017/2018,67,HHS Region 2,2 wk ahead,0.999999225242495
Historical Average,2010/2011,68,HHS Region 2,2 wk ahead,7.23177732652586e-05
Subtype Historical Average,2010/2011,68,HHS Region 2,2 wk ahead,0.999927682226735
Historical Average,2011/2012,68,HHS Region 2,2 wk ahead,8.01731048389237e-06
Subtype Historical Average,2011/2012,68,HHS Region 2,2 wk ahead,0.999991982689516
Historical Average,2012/2013,68,HHS Region 2,2 wk ahead,0.000108773978993428
Subtype Historical Average,2012/2013,68,HHS Region 2,2 wk ahead,0.999891226021007
Historical Average,2013/2014,68,HHS Region 2,2 wk ahead,2.47254816762243e-05
Subtype Historical Average,2013/2014,68,HHS Region 2,2 wk ahead,0.999975274518324
Historical Average,2014/2015,68,HHS Region 2,2 wk ahead,0.000217228065863647
Subtype Historical Average,2014/2015,68,HHS Region 2,2 wk ahead,0.999782771934136
Historical Average,2015/2016,68,HHS Region 2,2 wk ahead,5.77454700670882e-06
Subtype Historical Average,2015/2016,68,HHS Region 2,2 wk ahead,0.999994225452993
Historical Average,2016/2017,68,HHS Region 2,2 wk ahead,8.01925519066902e-06
Subtype Historical Average,2016/2017,68,HHS Region 2,2 wk ahead,0.999991980744809
Historical Average,2017/2018,68,HHS Region 2,2 wk ahead,1.82253931746094e-06
Subtype Historical Average,2017/2018,68,HHS Region 2,2 wk ahead,0.999998177460683
Historical Average,2010/2011,69,HHS Region 2,2 wk ahead,1.27227487650066e-06
Subtype Historical Average,2010/2011,69,HHS Region 2,2 wk ahead,0.999998727725123
Historical Average,2011/2012,69,HHS Region 2,2 wk ahead,1.01484715667365e-06
Subtype Historical Average,2011/2012,69,HHS Region 2,2 wk ahead,0.999998985152843
Historical Average,2012/2013,69,HHS Region 2,2 wk ahead,1.63541410806494e-06
Subtype Historical Average,2012/2013,69,HHS Region 2,2 wk ahead,0.999998364585892
Historical Average,2013/2014,69,HHS Region 2,2 wk ahead,1.61662181474874e-05
Subtype Historical Average,2013/2014,69,HHS Region 2,2 wk ahead,0.999983833781853
Historical Average,2014/2015,69,HHS Region 2,2 wk ahead,1.99411019703956e-06
Subtype Historical Average,2014/2015,69,HHS Region 2,2 wk ahead,0.999998005889803
Historical Average,2015/2016,69,HHS Region 2,2 wk ahead,8.77074953861947e-07
Subtype Historical Average,2015/2016,69,HHS Region 2,2 wk ahead,0.999999122925046
Historical Average,2016/2017,69,HHS Region 2,2 wk ahead,1.14325935498813e-06
Subtype Historical Average,2016/2017,69,HHS Region 2,2 wk ahead,0.999998856740645
Historical Average,2017/2018,69,HHS Region 2,2 wk ahead,7.53060511647742e-07
Subtype Historical Average,2017/2018,69,HHS Region 2,2 wk ahead,0.999999246939488
Historical Average,2010/2011,70,HHS Region 2,2 wk ahead,1.17257098266136e-06
Subtype Historical Average,2010/2011,70,HHS Region 2,2 wk ahead,0.999998827429017
Historical Average,2011/2012,70,HHS Region 2,2 wk ahead,7.84170547925237e-07
Subtype Historical Average,2011/2012,70,HHS Region 2,2 wk ahead,0.999999215829452
Historical Average,2012/2013,70,HHS Region 2,2 wk ahead,1.32234023159442e-06
Subtype Historical Average,2012/2013,70,HHS Region 2,2 wk ahead,0.999998677659768
Historical Average,2013/2014,70,HHS Region 2,2 wk ahead,9.87410936674244e-06
Subtype Historical Average,2013/2014,70,HHS Region 2,2 wk ahead,0.999990125890633
Historical Average,2014/2015,70,HHS Region 2,2 wk ahead,1.44762674876732e-06
Subtype Historical Average,2014/2015,70,HHS Region 2,2 wk ahead,0.999998552373251
Historical Average,2015/2016,70,HHS Region 2,2 wk ahead,7.2134336285293e-07
Subtype Historical Average,2015/2016,70,HHS Region 2,2 wk ahead,0.999999278656637
Historical Average,2016/2017,70,HHS Region 2,2 wk ahead,9.53972522064179e-07
Subtype Historical Average,2016/2017,70,HHS Region 2,2 wk ahead,0.999999046027478
Historical Average,2017/2018,70,HHS Region 2,2 wk ahead,6.58792793245496e-07
Subtype Historical Average,2017/2018,70,HHS Region 2,2 wk ahead,0.999999341207207
Historical Average,2010/2011,71,HHS Region 2,2 wk ahead,2.44458723080418e-05
Subtype Historical Average,2010/2011,71,HHS Region 2,2 wk ahead,0.999975554127692
Historical Average,2011/2012,71,HHS Region 2,2 wk ahead,2.49974209366056e-05
Subtype Historical Average,2011/2012,71,HHS Region 2,2 wk ahead,0.999975002579063
Historical Average,2012/2013,71,HHS Region 2,2 wk ahead,0.000214829231530687
Subtype Historical Average,2012/2013,71,HHS Region 2,2 wk ahead,0.999785170768469
Historical Average,2013/2014,71,HHS Region 2,2 wk ahead,0.999490933167894
Subtype Historical Average,2013/2014,71,HHS Region 2,2 wk ahead,0.000509066832105541
Historical Average,2014/2015,71,HHS Region 2,2 wk ahead,0.0011031266290089
Subtype Historical Average,2014/2015,71,HHS Region 2,2 wk ahead,0.998896873370991
Historical Average,2015/2016,71,HHS Region 2,2 wk ahead,1.91163846559536e-05
Subtype Historical Average,2015/2016,71,HHS Region 2,2 wk ahead,0.999980883615344
Historical Average,2016/2017,71,HHS Region 2,2 wk ahead,3.43941664345449e-05
Subtype Historical Average,2016/2017,71,HHS Region 2,2 wk ahead,0.999965605833565
Historical Average,2017/2018,71,HHS Region 2,2 wk ahead,8.78705499111682e-06
Subtype Historical Average,2017/2018,71,HHS Region 2,2 wk ahead,0.999991212945009
Historical Average,2010/2011,72,HHS Region 2,2 wk ahead,5.73003550062875e-06
Subtype Historical Average,2010/2011,72,HHS Region 2,2 wk ahead,0.999994269964499
Historical Average,2011/2012,72,HHS Region 2,2 wk ahead,2.24944635609308e-06
Subtype Historical Average,2011/2012,72,HHS Region 2,2 wk ahead,0.999997750553644
Historical Average,2012/2013,72,HHS Region 2,2 wk ahead,6.4797218423789e-06
Subtype Historical Average,2012/2013,72,HHS Region 2,2 wk ahead,0.999993520278158
Historical Average,2013/2014,72,HHS Region 2,2 wk ahead,1.3135686737714e-05
Subtype Historical Average,2013/2014,72,HHS Region 2,2 wk ahead,0.999986864313262
Historical Average,2014/2015,72,HHS Region 2,2 wk ahead,7.37867128148308e-06
Subtype Historical Average,2014/2015,72,HHS Region 2,2 wk ahead,0.999992621328718
Historical Average,2015/2016,72,HHS Region 2,2 wk ahead,1.84516374486662e-06
Subtype Historical Average,2015/2016,72,HHS Region 2,2 wk ahead,0.999998154836255
Historical Average,2016/2017,72,HHS Region 2,2 wk ahead,2.23349472005523e-06
Subtype Historical Average,2016/2017,72,HHS Region 2,2 wk ahead,0.99999776650528
Historical Average,2017/2018,72,HHS Region 2,2 wk ahead,1.32437607533781e-06
Subtype Historical Average,2017/2018,72,HHS Region 2,2 wk ahead,0.999998675623925
Historical Average,2010/2011,40,HHS Region 3,2 wk ahead,0.35635473257091
Subtype Historical Average,2010/2011,40,HHS Region 3,2 wk ahead,0.64364526742909
Historical Average,2011/2012,40,HHS Region 3,2 wk ahead,0.999981815800422
Subtype Historical Average,2011/2012,40,HHS Region 3,2 wk ahead,1.81841995779996e-05
Historical Average,2012/2013,40,HHS Region 3,2 wk ahead,0.98520967855643
Subtype Historical Average,2012/2013,40,HHS Region 3,2 wk ahead,0.0147903214435699
Historical Average,2013/2014,40,HHS Region 3,2 wk ahead,0.999995278426781
Subtype Historical Average,2013/2014,40,HHS Region 3,2 wk ahead,4.72157321934027e-06
Historical Average,2014/2015,40,HHS Region 3,2 wk ahead,0.999855739448678
Subtype Historical Average,2014/2015,40,HHS Region 3,2 wk ahead,0.000144260551321715
Historical Average,2015/2016,40,HHS Region 3,2 wk ahead,0.999979233719785
Subtype Historical Average,2015/2016,40,HHS Region 3,2 wk ahead,2.07662802148024e-05
Historical Average,2016/2017,40,HHS Region 3,2 wk ahead,0.999979230626919
Subtype Historical Average,2016/2017,40,HHS Region 3,2 wk ahead,2.07693730806758e-05
Historical Average,2017/2018,40,HHS Region 3,2 wk ahead,0.999963681645678
Subtype Historical Average,2017/2018,40,HHS Region 3,2 wk ahead,3.63183543220771e-05
Historical Average,2010/2011,41,HHS Region 3,2 wk ahead,0.0001044830857411
Subtype Historical Average,2010/2011,41,HHS Region 3,2 wk ahead,0.999895516914259
Historical Average,2011/2012,41,HHS Region 3,2 wk ahead,0.999847699796309
Subtype Historical Average,2011/2012,41,HHS Region 3,2 wk ahead,0.000152300203691309
Historical Average,2012/2013,41,HHS Region 3,2 wk ahead,0.287688502679025
Subtype Historical Average,2012/2013,41,HHS Region 3,2 wk ahead,0.712311497320975
Historical Average,2013/2014,41,HHS Region 3,2 wk ahead,0.999979580237374
Subtype Historical Average,2013/2014,41,HHS Region 3,2 wk ahead,2.04197626262407e-05
Historical Average,2014/2015,41,HHS Region 3,2 wk ahead,0.999567727745943
Subtype Historical Average,2014/2015,41,HHS Region 3,2 wk ahead,0.000432272254056471
Historical Average,2015/2016,41,HHS Region 3,2 wk ahead,0.999782239850811
Subtype Historical Average,2015/2016,41,HHS Region 3,2 wk ahead,0.000217760149189129
Historical Average,2016/2017,41,HHS Region 3,2 wk ahead,0.999773172965264
Subtype Historical Average,2016/2017,41,HHS Region 3,2 wk ahead,0.000226827034735572
Historical Average,2017/2018,41,HHS Region 3,2 wk ahead,0.998835437442111
Subtype Historical Average,2017/2018,41,HHS Region 3,2 wk ahead,0.00116456255788925
Historical Average,2010/2011,42,HHS Region 3,2 wk ahead,0.000799776921291536
Subtype Historical Average,2010/2011,42,HHS Region 3,2 wk ahead,0.999200223078708
Historical Average,2011/2012,42,HHS Region 3,2 wk ahead,0.999973022418521
Subtype Historical Average,2011/2012,42,HHS Region 3,2 wk ahead,2.69775814793589e-05
Historical Average,2012/2013,42,HHS Region 3,2 wk ahead,0.997420539105831
Subtype Historical Average,2012/2013,42,HHS Region 3,2 wk ahead,0.00257946089416938
Historical Average,2013/2014,42,HHS Region 3,2 wk ahead,0.999991609027176
Subtype Historical Average,2013/2014,42,HHS Region 3,2 wk ahead,8.39097282380987e-06
Historical Average,2014/2015,42,HHS Region 3,2 wk ahead,0.999904590052332
Subtype Historical Average,2014/2015,42,HHS Region 3,2 wk ahead,9.54099476682349e-05
Historical Average,2015/2016,42,HHS Region 3,2 wk ahead,0.99996822620008
Subtype Historical Average,2015/2016,42,HHS Region 3,2 wk ahead,3.17737999195732e-05
Historical Average,2016/2017,42,HHS Region 3,2 wk ahead,0.999968791118836
Subtype Historical Average,2016/2017,42,HHS Region 3,2 wk ahead,3.12088811641583e-05
Historical Average,2017/2018,42,HHS Region 3,2 wk ahead,0.999954537125824
Subtype Historical Average,2017/2018,42,HHS Region 3,2 wk ahead,4.54628741764006e-05
Historical Average,2010/2011,43,HHS Region 3,2 wk ahead,0.0048723136682214
Subtype Historical Average,2010/2011,43,HHS Region 3,2 wk ahead,0.995127686331779
Historical Average,2011/2012,43,HHS Region 3,2 wk ahead,0.999986779969324
Subtype Historical Average,2011/2012,43,HHS Region 3,2 wk ahead,1.32200306763249e-05
Historical Average,2012/2013,43,HHS Region 3,2 wk ahead,0.999844820579551
Subtype Historical Average,2012/2013,43,HHS Region 3,2 wk ahead,0.000155179420448817
Historical Average,2013/2014,43,HHS Region 3,2 wk ahead,0.999993597662913
Subtype Historical Average,2013/2014,43,HHS Region 3,2 wk ahead,6.4023370871952e-06
Historical Average,2014/2015,43,HHS Region 3,2 wk ahead,0.999958340449917
Subtype Historical Average,2014/2015,43,HHS Region 3,2 wk ahead,4.1659550082593e-05
Historical Average,2015/2016,43,HHS Region 3,2 wk ahead,0.999986259020776
Subtype Historical Average,2015/2016,43,HHS Region 3,2 wk ahead,1.37409792239575e-05
Historical Average,2016/2017,43,HHS Region 3,2 wk ahead,0.999984516253854
Subtype Historical Average,2016/2017,43,HHS Region 3,2 wk ahead,1.5483746145921e-05
Historical Average,2017/2018,43,HHS Region 3,2 wk ahead,0.999980014936095
Subtype Historical Average,2017/2018,43,HHS Region 3,2 wk ahead,1.99850639051504e-05
Historical Average,2010/2011,44,HHS Region 3,2 wk ahead,0.999924780337776
Subtype Historical Average,2010/2011,44,HHS Region 3,2 wk ahead,7.5219662224087e-05
Historical Average,2011/2012,44,HHS Region 3,2 wk ahead,0.999777484582939
Subtype Historical Average,2011/2012,44,HHS Region 3,2 wk ahead,0.000222515417061136
Historical Average,2012/2013,44,HHS Region 3,2 wk ahead,0.999963301323494
Subtype Historical Average,2012/2013,44,HHS Region 3,2 wk ahead,3.66986765059861e-05
Historical Average,2013/2014,44,HHS Region 3,2 wk ahead,0.999990783906139
Subtype Historical Average,2013/2014,44,HHS Region 3,2 wk ahead,9.21609386086392e-06
Historical Average,2014/2015,44,HHS Region 3,2 wk ahead,0.999973776230838
Subtype Historical Average,2014/2015,44,HHS Region 3,2 wk ahead,2.62237691622648e-05
Historical Average,2015/2016,44,HHS Region 3,2 wk ahead,0.999985362422561
Subtype Historical Average,2015/2016,44,HHS Region 3,2 wk ahead,1.46375774394167e-05
Historical Average,2016/2017,44,HHS Region 3,2 wk ahead,0.999984771124509
Subtype Historical Average,2016/2017,44,HHS Region 3,2 wk ahead,1.52288754905948e-05
Historical Average,2017/2018,44,HHS Region 3,2 wk ahead,0.999984418359822
Subtype Historical Average,2017/2018,44,HHS Region 3,2 wk ahead,1.5581640178461e-05
Historical Average,2010/2011,45,HHS Region 3,2 wk ahead,0.00152998136816625
Subtype Historical Average,2010/2011,45,HHS Region 3,2 wk ahead,0.998470018631834
Historical Average,2011/2012,45,HHS Region 3,2 wk ahead,8.48212305107301e-05
Subtype Historical Average,2011/2012,45,HHS Region 3,2 wk ahead,0.999915178769489
Historical Average,2012/2013,45,HHS Region 3,2 wk ahead,0.00372783613207009
Subtype Historical Average,2012/2013,45,HHS Region 3,2 wk ahead,0.99627216386793
Historical Average,2013/2014,45,HHS Region 3,2 wk ahead,0.999914822436427
Subtype Historical Average,2013/2014,45,HHS Region 3,2 wk ahead,8.51775635726004e-05
Historical Average,2014/2015,45,HHS Region 3,2 wk ahead,0.999888532345865
Subtype Historical Average,2014/2015,45,HHS Region 3,2 wk ahead,0.000111467654135431
Historical Average,2015/2016,45,HHS Region 3,2 wk ahead,0.000136054734290211
Subtype Historical Average,2015/2016,45,HHS Region 3,2 wk ahead,0.99986394526571
Historical Average,2016/2017,45,HHS Region 3,2 wk ahead,0.00290158621451538
Subtype Historical Average,2016/2017,45,HHS Region 3,2 wk ahead,0.997098413785485
Historical Average,2017/2018,45,HHS Region 3,2 wk ahead,0.000200673751855305
Subtype Historical Average,2017/2018,45,HHS Region 3,2 wk ahead,0.999799326248145
Historical Average,2010/2011,46,HHS Region 3,2 wk ahead,0.999976524327931
Subtype Historical Average,2010/2011,46,HHS Region 3,2 wk ahead,2.34756720685524e-05
Historical Average,2011/2012,46,HHS Region 3,2 wk ahead,0.946325081439285
Subtype Historical Average,2011/2012,46,HHS Region 3,2 wk ahead,0.0536749185607146
Historical Average,2012/2013,46,HHS Region 3,2 wk ahead,0.999582153985959
Subtype Historical Average,2012/2013,46,HHS Region 3,2 wk ahead,0.000417846014041429
Historical Average,2013/2014,46,HHS Region 3,2 wk ahead,0.999994685487737
Subtype Historical Average,2013/2014,46,HHS Region 3,2 wk ahead,5.31451226256851e-06
Historical Average,2014/2015,46,HHS Region 3,2 wk ahead,0.999963881214611
Subtype Historical Average,2014/2015,46,HHS Region 3,2 wk ahead,3.61187853887239e-05
Historical Average,2015/2016,46,HHS Region 3,2 wk ahead,0.999989581882501
Subtype Historical Average,2015/2016,46,HHS Region 3,2 wk ahead,1.04181174986471e-05
Historical Average,2016/2017,46,HHS Region 3,2 wk ahead,0.999987294521544
Subtype Historical Average,2016/2017,46,HHS Region 3,2 wk ahead,1.27054784556222e-05
Historical Average,2017/2018,46,HHS Region 3,2 wk ahead,0.999983423857645
Subtype Historical Average,2017/2018,46,HHS Region 3,2 wk ahead,1.65761423552623e-05
Historical Average,2010/2011,47,HHS Region 3,2 wk ahead,0.106473489407972
Subtype Historical Average,2010/2011,47,HHS Region 3,2 wk ahead,0.893526510592028
Historical Average,2011/2012,47,HHS Region 3,2 wk ahead,0.00044149514356236
Subtype Historical Average,2011/2012,47,HHS Region 3,2 wk ahead,0.999558504856438
Historical Average,2012/2013,47,HHS Region 3,2 wk ahead,5.87417940184175e-05
Subtype Historical Average,2012/2013,47,HHS Region 3,2 wk ahead,0.999941258205982
Historical Average,2013/2014,47,HHS Region 3,2 wk ahead,0.999987630602415
Subtype Historical Average,2013/2014,47,HHS Region 3,2 wk ahead,1.23693975847299e-05
Historical Average,2014/2015,47,HHS Region 3,2 wk ahead,0.645926645377307
Subtype Historical Average,2014/2015,47,HHS Region 3,2 wk ahead,0.354073354622693
Historical Average,2015/2016,47,HHS Region 3,2 wk ahead,0.601211972667719
Subtype Historical Average,2015/2016,47,HHS Region 3,2 wk ahead,0.398788027332281
Historical Average,2016/2017,47,HHS Region 3,2 wk ahead,0.698805738999767
Subtype Historical Average,2016/2017,47,HHS Region 3,2 wk ahead,0.301194261000233
Historical Average,2017/2018,47,HHS Region 3,2 wk ahead,0.0107624102548802
Subtype Historical Average,2017/2018,47,HHS Region 3,2 wk ahead,0.98923758974512
Historical Average,2010/2011,48,HHS Region 3,2 wk ahead,7.56733562134714e-07
Subtype Historical Average,2010/2011,48,HHS Region 3,2 wk ahead,0.999999243266438
Historical Average,2011/2012,48,HHS Region 3,2 wk ahead,7.31285448478394e-07
Subtype Historical Average,2011/2012,48,HHS Region 3,2 wk ahead,0.999999268714551
Historical Average,2012/2013,48,HHS Region 3,2 wk ahead,2.52100295481377e-06
Subtype Historical Average,2012/2013,48,HHS Region 3,2 wk ahead,0.999997478997045
Historical Average,2013/2014,48,HHS Region 3,2 wk ahead,2.25220040008417e-06
Subtype Historical Average,2013/2014,48,HHS Region 3,2 wk ahead,0.9999977477996
Historical Average,2014/2015,48,HHS Region 3,2 wk ahead,3.88109002822676e-06
Subtype Historical Average,2014/2015,48,HHS Region 3,2 wk ahead,0.999996118909972
Historical Average,2015/2016,48,HHS Region 3,2 wk ahead,1.00383028929862e-06
Subtype Historical Average,2015/2016,48,HHS Region 3,2 wk ahead,0.999998996169711
Historical Average,2016/2017,48,HHS Region 3,2 wk ahead,1.07786020557213e-06
Subtype Historical Average,2016/2017,48,HHS Region 3,2 wk ahead,0.999998922139794
Historical Average,2017/2018,48,HHS Region 3,2 wk ahead,8.71357025723718e-07
Subtype Historical Average,2017/2018,48,HHS Region 3,2 wk ahead,0.999999128642974
Historical Average,2010/2011,49,HHS Region 3,2 wk ahead,9.63884674607384e-07
Subtype Historical Average,2010/2011,49,HHS Region 3,2 wk ahead,0.999999036115325
Historical Average,2011/2012,49,HHS Region 3,2 wk ahead,7.13725228969952e-07
Subtype Historical Average,2011/2012,49,HHS Region 3,2 wk ahead,0.999999286274771
Historical Average,2012/2013,49,HHS Region 3,2 wk ahead,1.44232819253622e-06
Subtype Historical Average,2012/2013,49,HHS Region 3,2 wk ahead,0.999998557671807
Historical Average,2013/2014,49,HHS Region 3,2 wk ahead,1.66487514060246e-06
Subtype Historical Average,2013/2014,49,HHS Region 3,2 wk ahead,0.999998335124859
Historical Average,2014/2015,49,HHS Region 3,2 wk ahead,8.39145815099655e-06
Subtype Historical Average,2014/2015,49,HHS Region 3,2 wk ahead,0.999991608541849
Historical Average,2015/2016,49,HHS Region 3,2 wk ahead,9.79271467531067e-07
Subtype Historical Average,2015/2016,49,HHS Region 3,2 wk ahead,0.999999020728532
Historical Average,2016/2017,49,HHS Region 3,2 wk ahead,9.79462933287624e-07
Subtype Historical Average,2016/2017,49,HHS Region 3,2 wk ahead,0.999999020537067
Historical Average,2017/2018,49,HHS Region 3,2 wk ahead,8.15433428177637e-07
Subtype Historical Average,2017/2018,49,HHS Region 3,2 wk ahead,0.999999184566572
Historical Average,2010/2011,50,HHS Region 3,2 wk ahead,6.19102275362243e-07
Subtype Historical Average,2010/2011,50,HHS Region 3,2 wk ahead,0.999999380897725
Historical Average,2011/2012,50,HHS Region 3,2 wk ahead,5.25884281550566e-07
Subtype Historical Average,2011/2012,50,HHS Region 3,2 wk ahead,0.999999474115718
Historical Average,2012/2013,50,HHS Region 3,2 wk ahead,1.30027816240385e-06
Subtype Historical Average,2012/2013,50,HHS Region 3,2 wk ahead,0.999998699721838
Historical Average,2013/2014,50,HHS Region 3,2 wk ahead,9.29030039930331e-07
Subtype Historical Average,2013/2014,50,HHS Region 3,2 wk ahead,0.99999907096996
Historical Average,2014/2015,50,HHS Region 3,2 wk ahead,2.70713836261353e-06
Subtype Historical Average,2014/2015,50,HHS Region 3,2 wk ahead,0.999997292861637
Historical Average,2015/2016,50,HHS Region 3,2 wk ahead,6.37650675709753e-07
Subtype Historical Average,2015/2016,50,HHS Region 3,2 wk ahead,0.999999362349324
Historical Average,2016/2017,50,HHS Region 3,2 wk ahead,6.28884046201868e-07
Subtype Historical Average,2016/2017,50,HHS Region 3,2 wk ahead,0.999999371115954
Historical Average,2017/2018,50,HHS Region 3,2 wk ahead,5.89337136559038e-07
Subtype Historical Average,2017/2018,50,HHS Region 3,2 wk ahead,0.999999410662863
Historical Average,2010/2011,51,HHS Region 3,2 wk ahead,9.81649255790845e-07
Subtype Historical Average,2010/2011,51,HHS Region 3,2 wk ahead,0.999999018350744
Historical Average,2011/2012,51,HHS Region 3,2 wk ahead,6.11823639707463e-07
Subtype Historical Average,2011/2012,51,HHS Region 3,2 wk ahead,0.99999938817636
Historical Average,2012/2013,51,HHS Region 3,2 wk ahead,5.75571973539498e-06
Subtype Historical Average,2012/2013,51,HHS Region 3,2 wk ahead,0.999994244280265
Historical Average,2013/2014,51,HHS Region 3,2 wk ahead,2.3853422725913e-06
Subtype Historical Average,2013/2014,51,HHS Region 3,2 wk ahead,0.999997614657727
Historical Average,2014/2015,51,HHS Region 3,2 wk ahead,0.490580434533923
Subtype Historical Average,2014/2015,51,HHS Region 3,2 wk ahead,0.509419565466077
Historical Average,2015/2016,51,HHS Region 3,2 wk ahead,2.13238928197489e-06
Subtype Historical Average,2015/2016,51,HHS Region 3,2 wk ahead,0.999997867610718
Historical Average,2016/2017,51,HHS Region 3,2 wk ahead,2.12478481683358e-06
Subtype Historical Average,2016/2017,51,HHS Region 3,2 wk ahead,0.999997875215183
Historical Average,2017/2018,51,HHS Region 3,2 wk ahead,1.44611706312194e-06
Subtype Historical Average,2017/2018,51,HHS Region 3,2 wk ahead,0.999998553882937
Historical Average,2010/2011,52,HHS Region 3,2 wk ahead,2.45611820256513e-06
Subtype Historical Average,2010/2011,52,HHS Region 3,2 wk ahead,0.999997543881798
Historical Average,2011/2012,52,HHS Region 3,2 wk ahead,1.2997097520198e-06
Subtype Historical Average,2011/2012,52,HHS Region 3,2 wk ahead,0.999998700290248
Historical Average,2012/2013,52,HHS Region 3,2 wk ahead,5.44075338369014e-06
Subtype Historical Average,2012/2013,52,HHS Region 3,2 wk ahead,0.999994559246616
Historical Average,2013/2014,52,HHS Region 3,2 wk ahead,4.11722840412481e-06
Subtype Historical Average,2013/2014,52,HHS Region 3,2 wk ahead,0.999995882771596
Historical Average,2014/2015,52,HHS Region 3,2 wk ahead,7.48124840868286e-05
Subtype Historical Average,2014/2015,52,HHS Region 3,2 wk ahead,0.999925187515913
Historical Average,2015/2016,52,HHS Region 3,2 wk ahead,2.92155746876301e-06
Subtype Historical Average,2015/2016,52,HHS Region 3,2 wk ahead,0.999997078442531
Historical Average,2016/2017,52,HHS Region 3,2 wk ahead,2.58913014240305e-06
Subtype Historical Average,2016/2017,52,HHS Region 3,2 wk ahead,0.999997410869858
Historical Average,2017/2018,52,HHS Region 3,2 wk ahead,1.47166437392659e-06
Subtype Historical Average,2017/2018,52,HHS Region 3,2 wk ahead,0.999998528335626
Historical Average,2010/2011,53,HHS Region 3,2 wk ahead,0.999989962518697
Subtype Historical Average,2010/2011,53,HHS Region 3,2 wk ahead,1.00374813030439e-05
Historical Average,2011/2012,53,HHS Region 3,2 wk ahead,0.00163420213695484
Subtype Historical Average,2011/2012,53,HHS Region 3,2 wk ahead,0.998365797863045
