region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
States,Arizona,2019,47,395,4,29,8.35,1.01,7.34,2019-11-17
States,Arkansas,2019,47,224,1,9,4.46,0.45,4.02,2019-11-17
States,California,2019,47,3091,133,298,13.94,4.3,9.64,2019-11-17
States,Colorado,2019,47,706,9,46,7.79,1.27,6.52,2019-11-17
States,Connecticut,2019,47,699,6,1,1,0.86,0.14,2019-11-17
States,Delaware,2019,47,267,1,15,5.99,0.37,5.62,2019-11-17
States,District of Columbia,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,Florida,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,Georgia,2019,47,2082,76,247,15.51,3.65,11.86,2019-11-17
States,Hawaii,2019,47,382,6,7,3.4,1.57,1.83,2019-11-17
States,Idaho,2019,47,82,0,4,4.88,0,4.88,2019-11-17
States,Illinois,2019,47,378,12,6,4.76,3.17,1.59,2019-11-17
States,Indiana,2019,47,285,3,3,2.11,1.05,1.05,2019-11-17
States,Iowa,2019,47,291,3,1,1.37,1.03,0.34,2019-11-17
States,Kansas,2019,47,113,0,1,0.88,0,0.88,2019-11-17
States,Kentucky,2019,47,780,32,3,4.49,4.1,0.38,2019-11-17
States,Louisiana,2019,47,1132,15,283,26.33,1.33,25,2019-11-17
States,Maine,2019,47,75,0,0,0,0,0,2019-11-17
States,Maryland,2019,47,224,6,0,2.68,2.68,0,2019-11-17
States,Massachusetts,2019,47,751,11,5,2.13,1.46,0.67,2019-11-17
States,Michigan,2019,47,1552,25,29,3.48,1.61,1.87,2019-11-17
States,Minnesota,2019,47,365,3,4,1.92,0.82,1.1,2019-11-17
States,Mississippi,2019,47,103,2,3,4.85,1.94,2.91,2019-11-17
States,Missouri,2019,47,1503,16,20,2.4,1.06,1.33,2019-11-17
States,Montana,2019,47,132,0,1,0.76,0,0.76,2019-11-17
States,Nebraska,2019,47,165,43,0,26.06,26.06,0,2019-11-17
States,Nevada,2019,47,98,33,6,39.8,33.67,6.12,2019-11-17
States,New Hampshire,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,New Jersey,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,New Mexico,2019,47,423,14,13,6.38,3.31,3.07,2019-11-17
States,New York,2019,47,2018,37,29,3.27,1.83,1.44,2019-11-17
States,North Carolina,2019,47,312,9,5,4.49,2.88,1.6,2019-11-17
States,North Dakota,2019,47,307,3,54,18.57,0.98,17.59,2019-11-17
States,Ohio,2019,47,2482,31,30,2.46,1.25,1.21,2019-11-17
States,Oklahoma,2019,47,310,0,7,2.26,0,2.26,2019-11-17
States,Oregon,2019,47,1335,20,114,10.04,1.5,8.54,2019-11-17
States,Pennsylvania,2019,47,427,1,2,0.7,0.23,0.47,2019-11-17
States,Rhode Island,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,South Carolina,2019,47,414,7,4,2.66,1.69,0.97,2019-11-17
States,South Dakota,2019,47,85,0,0,0,0,0,2019-11-17
States,Tennessee,2019,47,80,5,4,11.25,6.25,5,2019-11-17
States,Texas,2019,47,5252,186,999,22.56,3.54,19.02,2019-11-17
States,Utah,2019,47,642,16,17,5.14,2.49,2.65,2019-11-17
States,Vermont,2019,47,124,1,1,1.61,0.81,0.81,2019-11-17
States,Virginia,2019,47,412,2,1,0.73,0.49,0.24,2019-11-17
States,Washington,2019,47,1088,9,52,5.61,0.83,4.78,2019-11-17
States,West Virginia,2019,47,554,0,1,0.18,0,0.18,2019-11-17
States,Wisconsin,2019,47,1355,20,44,4.72,1.48,3.25,2019-11-17
States,Wyoming,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,Puerto Rico,2019,47,0,0,0,0,0,0,2019-11-17
States,Virgin Islands,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,New York City,2019,47,NA,NA,NA,NA,NA,NA,2019-11-17
States,Alabama,2019,48,849,28,74,12.01,3.3,8.72,2019-11-24
States,Alaska,2019,48,16,0,1,6.25,0,6.25,2019-11-24
States,Arizona,2019,48,385,1,52,13.77,0.26,13.51,2019-11-24
States,Arkansas,2019,48,230,4,8,5.22,1.74,3.48,2019-11-24
States,California,2019,48,2819,150,317,16.57,5.32,11.25,2019-11-24
States,Colorado,2019,48,737,13,88,13.7,1.76,11.94,2019-11-24
States,Connecticut,2019,48,709,14,7,2.96,1.97,0.99,2019-11-24
States,Delaware,2019,48,379,6,7,3.43,1.58,1.85,2019-11-24
States,District of Columbia,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,Florida,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,Georgia,2019,48,2004,101,265,18.26,5.04,13.22,2019-11-24
States,Hawaii,2019,48,404,19,3,5.45,4.7,0.74,2019-11-24
States,Idaho,2019,48,90,1,11,13.33,1.11,12.22,2019-11-24
States,Illinois,2019,48,415,9,8,4.1,2.17,1.93,2019-11-24
States,Indiana,2019,48,223,4,9,5.83,1.79,4.04,2019-11-24
States,Iowa,2019,48,215,1,0,0.47,0.47,0,2019-11-24
States,Kansas,2019,48,87,0,2,2.3,0,2.3,2019-11-24
States,Kentucky,2019,48,635,31,7,5.98,4.88,1.1,2019-11-24
States,Louisiana,2019,48,878,11,195,23.46,1.25,22.21,2019-11-24
States,Maine,2019,48,62,0,0,0,0,0,2019-11-24
States,Maryland,2019,48,204,6,7,6.37,2.94,3.43,2019-11-24
States,Massachusetts,2019,48,724,27,12,5.39,3.73,1.66,2019-11-24
States,Michigan,2019,48,1636,43,69,6.85,2.63,4.22,2019-11-24
States,Minnesota,2019,48,339,12,6,5.31,3.54,1.77,2019-11-24
States,Mississippi,2019,48,106,0,11,10.38,0,10.38,2019-11-24
States,Missouri,2019,48,1542,11,50,3.96,0.71,3.24,2019-11-24
States,Montana,2019,48,123,0,8,6.5,0,6.5,2019-11-24
States,Nebraska,2019,48,228,47,0,20.61,20.61,0,2019-11-24
States,Nevada,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,New Hampshire,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,New Jersey,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,New Mexico,2019,48,331,20,12,9.67,6.04,3.63,2019-11-24
States,New York,2019,48,2021,58,54,5.54,2.87,2.67,2019-11-24
States,North Carolina,2019,48,392,12,15,6.89,3.06,3.83,2019-11-24
States,North Dakota,2019,48,249,2,52,21.69,0.8,20.88,2019-11-24
States,Ohio,2019,48,2579,34,60,3.64,1.32,2.33,2019-11-24
States,Oklahoma,2019,48,313,2,10,3.83,0.64,3.19,2019-11-24
States,Oregon,2019,48,1492,20,216,15.82,1.34,14.48,2019-11-24
States,Pennsylvania,2019,48,433,5,4,2.08,1.15,0.92,2019-11-24
States,Rhode Island,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,South Carolina,2019,48,378,12,5,4.5,3.17,1.32,2019-11-24
States,South Dakota,2019,48,60,1,0,1.67,1.67,0,2019-11-24
States,Tennessee,2019,48,109,10,5,13.76,9.17,4.59,2019-11-24
States,Texas,2019,48,4329,193,762,22.06,4.46,17.6,2019-11-24
States,Utah,2019,48,729,21,40,8.37,2.88,5.49,2019-11-24
States,Vermont,2019,48,129,4,0,3.1,3.1,0,2019-11-24
States,Virginia,2019,48,448,6,20,5.8,1.34,4.46,2019-11-24
States,Washington,2019,48,1263,15,95,8.71,1.19,7.52,2019-11-24
States,West Virginia,2019,48,512,0,4,0.78,0,0.78,2019-11-24
States,Wisconsin,2019,48,1388,9,67,5.48,0.65,4.83,2019-11-24
States,Wyoming,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,Puerto Rico,2019,48,0,0,0,0,0,0,2019-11-24
States,Virgin Islands,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,New York City,2019,48,NA,NA,NA,NA,NA,NA,2019-11-24
States,Alabama,2019,49,979,23,81,10.62,2.35,8.27,2019-12-01
States,Alaska,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,Arizona,2019,49,526,3,63,12.55,0.57,11.98,2019-12-01
States,Arkansas,2019,49,194,7,10,8.76,3.61,5.15,2019-12-01
States,California,2019,49,3460,198,424,17.98,5.72,12.25,2019-12-01
States,Colorado,2019,49,880,29,97,14.32,3.3,11.02,2019-12-01
States,Connecticut,2019,49,857,19,12,3.62,2.22,1.4,2019-12-01
States,Delaware,2019,49,362,12,32,12.15,3.31,8.84,2019-12-01
States,District of Columbia,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,Florida,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,Georgia,2019,49,1855,100,169,14.5,5.39,9.11,2019-12-01
States,Hawaii,2019,49,468,35,8,9.19,7.48,1.71,2019-12-01
States,Idaho,2019,49,128,3,17,15.63,2.34,13.28,2019-12-01
States,Illinois,2019,49,437,13,10,5.26,2.97,2.29,2019-12-01
States,Indiana,2019,49,290,5,5,3.45,1.72,1.72,2019-12-01
States,Iowa,2019,49,300,9,3,4,3,1,2019-12-01
States,Kansas,2019,49,103,2,2,3.88,1.94,1.94,2019-12-01
States,Kentucky,2019,49,884,53,11,7.24,6,1.24,2019-12-01
States,Louisiana,2019,49,810,15,122,16.91,1.85,15.06,2019-12-01
States,Maine,2019,49,68,0,1,1.47,0,1.47,2019-12-01
States,Maryland,2019,49,320,11,22,10.31,3.44,6.88,2019-12-01
States,Massachusetts,2019,49,941,30,31,6.48,3.19,3.29,2019-12-01
States,Michigan,2019,49,2190,67,138,9.36,3.06,6.3,2019-12-01
States,Minnesota,2019,49,409,15,8,5.62,3.67,1.96,2019-12-01
States,Mississippi,2019,49,141,0,11,7.8,0,7.8,2019-12-01
States,Missouri,2019,49,1730,29,80,6.3,1.68,4.62,2019-12-01
States,Montana,2019,49,146,1,8,6.16,0.68,5.48,2019-12-01
States,Nebraska,2019,49,193,27,6,17.1,13.99,3.11,2019-12-01
States,Nevada,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,New Hampshire,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,New Jersey,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,New Mexico,2019,49,496,28,34,12.5,5.65,6.85,2019-12-01
States,New York,2019,49,2335,89,79,7.19,3.81,3.38,2019-12-01
States,North Carolina,2019,49,454,29,20,10.79,6.39,4.41,2019-12-01
States,North Dakota,2019,49,304,4,70,24.34,1.32,23.03,2019-12-01
States,Ohio,2019,49,3097,59,142,6.49,1.91,4.59,2019-12-01
States,Oklahoma,2019,49,388,3,19,5.67,0.77,4.9,2019-12-01
States,Oregon,2019,49,2042,38,371,20.03,1.86,18.17,2019-12-01
States,Pennsylvania,2019,49,544,3,21,4.41,0.55,3.86,2019-12-01
States,Rhode Island,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,South Carolina,2019,49,506,11,18,5.73,2.17,3.56,2019-12-01
States,South Dakota,2019,49,74,0,0,0,0,0,2019-12-01
States,Tennessee,2019,49,92,1,5,6.52,1.09,5.43,2019-12-01
States,Texas,2019,49,5098,244,805,20.58,4.79,15.79,2019-12-01
States,Utah,2019,49,856,43,54,11.33,5.02,6.31,2019-12-01
States,Vermont,2019,49,143,6,3,6.29,4.2,2.1,2019-12-01
States,Virginia,2019,49,521,6,26,6.14,1.15,4.99,2019-12-01
States,Washington,2019,49,1644,26,182,12.65,1.58,11.07,2019-12-01
States,West Virginia,2019,49,524,2,2,0.76,0.38,0.38,2019-12-01
States,Wisconsin,2019,49,1790,22,106,7.15,1.23,5.92,2019-12-01
States,Wyoming,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,Puerto Rico,2019,49,0,0,0,0,0,0,2019-12-01
States,Virgin Islands,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,New York City,2019,49,NA,NA,NA,NA,NA,NA,2019-12-01
States,Alabama,2019,50,985,48,74,12.39,4.87,7.51,2019-12-08
States,Alaska,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,Arizona,2019,50,558,5,50,9.86,0.9,8.96,2019-12-08
States,Arkansas,2019,50,239,10,18,11.72,4.18,7.53,2019-12-08
States,California,2019,50,3739,245,520,20.46,6.55,13.91,2019-12-08
States,Colorado,2019,50,925,33,145,19.24,3.57,15.68,2019-12-08
States,Connecticut,2019,50,950,36,15,5.37,3.79,1.58,2019-12-08
States,Delaware,2019,50,425,7,29,8.47,1.65,6.82,2019-12-08
States,District of Columbia,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,Florida,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,Georgia,2019,50,1843,229,252,26.1,12.43,13.67,2019-12-08
States,Hawaii,2019,50,423,26,6,7.57,6.15,1.42,2019-12-08
States,Idaho,2019,50,96,0,21,21.88,0,21.88,2019-12-08
States,Illinois,2019,50,488,20,24,9.02,4.1,4.92,2019-12-08
States,Indiana,2019,50,266,11,5,6.02,4.14,1.88,2019-12-08
States,Iowa,2019,50,270,10,3,4.81,3.7,1.11,2019-12-08
States,Kansas,2019,50,114,0,2,1.75,0,1.75,2019-12-08
States,Kentucky,2019,50,951,81,34,12.09,8.52,3.58,2019-12-08
States,Louisiana,2019,50,664,19,100,17.92,2.86,15.06,2019-12-08
States,Maine,2019,50,64,4,3,10.94,6.25,4.69,2019-12-08
States,Maryland,2019,50,327,22,31,16.21,6.73,9.48,2019-12-08
States,Massachusetts,2019,50,965,35,50,8.81,3.63,5.18,2019-12-08
States,Michigan,2019,50,2415,97,247,14.24,4.02,10.23,2019-12-08
States,Minnesota,2019,50,460,20,17,8.04,4.35,3.7,2019-12-08
States,Mississippi,2019,50,133,0,24,18.05,0,18.05,2019-12-08
States,Missouri,2019,50,2276,62,265,14.37,2.72,11.64,2019-12-08
States,Montana,2019,50,220,2,23,11.36,0.91,10.45,2019-12-08
States,Nebraska,2019,50,222,58,18,34.23,26.13,8.11,2019-12-08
States,Nevada,2019,50,43,3,6,20.93,6.98,13.95,2019-12-08
States,New Hampshire,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,New Jersey,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,New Mexico,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,New York,2019,50,2533,148,171,12.59,5.84,6.75,2019-12-08
States,North Carolina,2019,50,402,43,29,17.91,10.7,7.21,2019-12-08
States,North Dakota,2019,50,344,3,81,24.42,0.87,23.55,2019-12-08
States,Ohio,2019,50,3317,80,281,10.88,2.41,8.47,2019-12-08
States,Oklahoma,2019,50,446,7,55,13.9,1.57,12.33,2019-12-08
States,Oregon,2019,50,2804,54,711,27.28,1.93,25.36,2019-12-08
States,Pennsylvania,2019,50,703,18,29,6.69,2.56,4.13,2019-12-08
States,Rhode Island,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,South Carolina,2019,50,591,38,21,9.98,6.43,3.55,2019-12-08
States,South Dakota,2019,50,73,0,1,1.37,0,1.37,2019-12-08
States,Tennessee,2019,50,120,7,8,12.5,5.83,6.67,2019-12-08
States,Texas,2019,50,4347,293,802,25.19,6.74,18.45,2019-12-08
States,Utah,2019,50,968,35,79,11.78,3.62,8.16,2019-12-08
States,Vermont,2019,50,106,8,0,7.55,7.55,0,2019-12-08
States,Virginia,2019,50,528,4,34,7.2,0.76,6.44,2019-12-08
States,Washington,2019,50,1887,53,328,20.19,2.81,17.38,2019-12-08
States,West Virginia,2019,50,539,5,2,1.3,0.93,0.37,2019-12-08
States,Wisconsin,2019,50,2056,51,222,13.28,2.48,10.8,2019-12-08
States,Wyoming,2019,50,17,2,2,23.53,11.76,11.76,2019-12-08
States,Puerto Rico,2019,50,0,0,0,0,0,0,2019-12-08
States,Virgin Islands,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,New York City,2019,50,NA,NA,NA,NA,NA,NA,2019-12-08
States,Alabama,2019,51,1083,96,94,17.54,8.86,8.68,2019-12-15
States,Alaska,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,Arizona,2019,51,366,1,42,11.75,0.27,11.48,2019-12-15
States,Arkansas,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,California,2019,51,3885,418,771,30.6,10.76,19.85,2019-12-15
States,Colorado,2019,51,1206,65,253,26.37,5.39,20.98,2019-12-15
States,Connecticut,2019,51,1049,57,42,9.44,5.43,4,2019-12-15
States,Delaware,2019,51,485,32,54,17.73,6.6,11.13,2019-12-15
States,District of Columbia,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,Florida,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,Georgia,2019,51,2158,335,311,29.94,15.52,14.41,2019-12-15
States,Hawaii,2019,51,476,45,3,10.08,9.45,0.63,2019-12-15
States,Idaho,2019,51,127,1,24,19.69,0.79,18.9,2019-12-15
States,Illinois,2019,51,572,40,56,16.78,6.99,9.79,2019-12-15
States,Indiana,2019,51,457,58,11,15.1,12.69,2.41,2019-12-15
States,Iowa,2019,51,314,17,18,11.15,5.41,5.73,2019-12-15
States,Kansas,2019,51,114,4,6,8.77,3.51,5.26,2019-12-15
States,Kentucky,2019,51,1065,152,65,20.38,14.27,6.1,2019-12-15
States,Louisiana,2019,51,673,28,80,16.05,4.16,11.89,2019-12-15
States,Maine,2019,51,78,6,2,10.26,7.69,2.56,2019-12-15
States,Maryland,2019,51,321,29,45,23.05,9.03,14.02,2019-12-15
States,Massachusetts,2019,51,1041,68,109,17,6.53,10.47,2019-12-15
States,Michigan,2019,51,3061,192,513,23.03,6.27,16.76,2019-12-15
States,Minnesota,2019,51,613,21,62,13.54,3.43,10.11,2019-12-15
States,Mississippi,2019,51,176,0,44,25,0,25,2019-12-15
States,Missouri,2019,51,2717,122,516,23.48,4.49,18.99,2019-12-15
States,Montana,2019,51,247,7,32,15.79,2.83,12.96,2019-12-15
States,Nebraska,2019,51,229,49,21,30.57,21.4,9.17,2019-12-15
States,Nevada,2019,51,36,4,7,30.56,11.11,19.44,2019-12-15
States,New Hampshire,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,New Jersey,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,New Mexico,2019,51,688,69,144,30.96,10.03,20.93,2019-12-15
States,New York,2019,51,2947,208,217,14.42,7.06,7.36,2019-12-15
States,North Carolina,2019,51,443,62,50,25.28,14,11.29,2019-12-15
States,North Dakota,2019,51,492,10,130,28.46,2.03,26.42,2019-12-15
States,Ohio,2019,51,4188,133,665,19.05,3.18,15.88,2019-12-15
States,Oklahoma,2019,51,456,7,87,20.61,1.54,19.08,2019-12-15
States,Oregon,2019,51,3722,101,1031,30.41,2.71,27.7,2019-12-15
States,Pennsylvania,2019,51,540,17,41,10.74,3.15,7.59,2019-12-15
States,Rhode Island,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,South Carolina,2019,51,644,57,49,16.46,8.85,7.61,2019-12-15
States,South Dakota,2019,51,83,1,0,1.2,1.2,0,2019-12-15
States,Tennessee,2019,51,141,7,19,18.44,4.96,13.48,2019-12-15
States,Texas,2019,51,6092,522,1521,33.54,8.57,24.97,2019-12-15
States,Utah,2019,51,1193,88,134,18.61,7.38,11.23,2019-12-15
States,Vermont,2019,51,123,4,2,4.88,3.25,1.63,2019-12-15
States,Virginia,2019,51,587,19,79,16.7,3.24,13.46,2019-12-15
States,Washington,2019,51,2384,66,479,22.86,2.77,20.09,2019-12-15
States,West Virginia,2019,51,681,12,26,5.58,1.76,3.82,2019-12-15
States,Wisconsin,2019,51,2518,107,377,19.22,4.25,14.97,2019-12-15
States,Wyoming,2019,51,20,5,1,30,25,5,2019-12-15
States,Puerto Rico,2019,51,0,0,0,0,0,0,2019-12-15
States,Virgin Islands,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,New York City,2019,51,NA,NA,NA,NA,NA,NA,2019-12-15
States,Alabama,2019,52,1137,105,119,19.7,9.23,10.47,2019-12-22
States,Alaska,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,Arizona,2019,52,450,17,51,15.11,3.78,11.33,2019-12-22
States,Arkansas,2019,52,367,43,64,29.16,11.72,17.44,2019-12-22
States,California,2019,52,4042,427,600,25.41,10.56,14.84,2019-12-22
States,Colorado,2019,52,1065,74,217,27.32,6.95,20.38,2019-12-22
States,Connecticut,2019,52,1421,156,98,17.87,10.98,6.9,2019-12-22
States,Delaware,2019,52,627,64,59,19.62,10.21,9.41,2019-12-22
States,District of Columbia,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,Florida,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,Georgia,2019,52,2502,540,350,35.57,21.58,13.99,2019-12-22
States,Hawaii,2019,52,537,46,14,11.17,8.57,2.61,2019-12-22
States,Idaho,2019,52,144,4,29,22.92,2.78,20.14,2019-12-22
States,Illinois,2019,52,731,68,106,23.8,9.3,14.5,2019-12-22
States,Indiana,2019,52,515,82,53,26.21,15.92,10.29,2019-12-22
States,Iowa,2019,52,365,23,49,19.73,6.3,13.42,2019-12-22
States,Kansas,2019,52,129,5,5,7.75,3.88,3.88,2019-12-22
States,Kentucky,2019,52,1494,259,140,26.71,17.34,9.37,2019-12-22
States,Louisiana,2019,52,743,50,106,21,6.73,14.27,2019-12-22
States,Maine,2019,52,122,17,2,15.57,13.93,1.64,2019-12-22
States,Maryland,2019,52,500,35,92,25.4,7,18.4,2019-12-22
States,Massachusetts,2019,52,1156,96,163,22.4,8.3,14.1,2019-12-22
States,Michigan,2019,52,4052,309,875,29.22,7.63,21.59,2019-12-22
States,Minnesota,2019,52,707,45,91,19.24,6.36,12.87,2019-12-22
States,Mississippi,2019,52,203,6,45,25.12,2.96,22.17,2019-12-22
States,Missouri,2019,52,3271,225,698,28.22,6.88,21.34,2019-12-22
States,Montana,2019,52,311,16,67,26.69,5.14,21.54,2019-12-22
States,Nebraska,2019,52,273,68,57,45.79,24.91,20.88,2019-12-22
States,Nevada,2019,52,28,6,2,28.57,21.43,7.14,2019-12-22
States,New Hampshire,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,New Jersey,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,New Mexico,2019,52,575,56,118,30.26,9.74,20.52,2019-12-22
States,New York,2019,52,3022,327,389,23.69,10.82,12.87,2019-12-22
States,North Carolina,2019,52,572,74,65,24.3,12.94,11.36,2019-12-22
States,North Dakota,2019,52,480,39,126,34.38,8.13,26.25,2019-12-22
States,Ohio,2019,52,5218,342,1209,29.72,6.55,23.17,2019-12-22
States,Oklahoma,2019,52,625,18,163,28.96,2.88,26.08,2019-12-22
States,Oregon,2019,52,4024,134,1129,31.39,3.33,28.06,2019-12-22
States,Pennsylvania,2019,52,875,54,165,25.03,6.17,18.86,2019-12-22
States,Rhode Island,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,South Carolina,2019,52,890,90,94,20.67,10.11,10.56,2019-12-22
States,South Dakota,2019,52,66,2,2,6.06,3.03,3.03,2019-12-22
States,Tennessee,2019,52,253,25,45,27.67,9.88,17.79,2019-12-22
States,Texas,2019,52,6321,834,1667,39.57,13.19,26.37,2019-12-22
States,Utah,2019,52,1685,165,269,25.76,9.79,15.96,2019-12-22
States,Vermont,2019,52,190,8,10,9.47,4.21,5.26,2019-12-22
States,Virginia,2019,52,581,31,66,16.7,5.34,11.36,2019-12-22
States,Washington,2019,52,2539,75,467,21.35,2.95,18.39,2019-12-22
States,West Virginia,2019,52,812,17,79,11.82,2.09,9.73,2019-12-22
States,Wisconsin,2019,52,3052,172,488,21.63,5.64,15.99,2019-12-22
States,Wyoming,2019,52,14,2,3,35.71,14.29,21.43,2019-12-22
States,Puerto Rico,2019,52,0,0,0,0,0,0,2019-12-22
States,Virgin Islands,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,New York City,2019,52,NA,NA,NA,NA,NA,NA,2019-12-22
States,Alabama,2020,1,1049,102,79,17.25,9.72,7.53,2019-12-29
States,Alaska,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,Arizona,2020,1,470,23,51,15.74,4.89,10.85,2019-12-29
States,Arkansas,2020,1,366,31,42,19.95,8.47,11.48,2019-12-29
States,California,2020,1,4396,580,606,26.98,13.19,13.79,2019-12-29
States,Colorado,2020,1,1367,108,255,26.55,7.9,18.65,2019-12-29
States,Connecticut,2020,1,1502,140,162,20.11,9.32,10.79,2019-12-29
States,Delaware,2020,1,525,53,50,19.62,10.1,9.52,2019-12-29
States,District of Columbia,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,Florida,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,Georgia,2020,1,1926,348,181,27.47,18.07,9.4,2019-12-29
States,Hawaii,2020,1,557,58,14,12.93,10.41,2.51,2019-12-29
States,Idaho,2020,1,133,4,19,17.29,3.01,14.29,2019-12-29
States,Illinois,2020,1,806,69,108,21.96,8.56,13.4,2019-12-29
States,Indiana,2020,1,369,35,29,17.34,9.49,7.86,2019-12-29
States,Iowa,2020,1,379,24,62,22.69,6.33,16.36,2019-12-29
States,Kansas,2020,1,169,11,10,12.43,6.51,5.92,2019-12-29
States,Kentucky,2020,1,1437,172,99,18.86,11.97,6.89,2019-12-29
States,Louisiana,2020,1,635,44,77,19.06,6.93,12.13,2019-12-29
States,Maine,2020,1,112,12,5,15.18,10.71,4.46,2019-12-29
States,Maryland,2020,1,428,46,54,23.36,10.75,12.62,2019-12-29
States,Massachusetts,2020,1,1443,143,235,26.2,9.91,16.29,2019-12-29
States,Michigan,2020,1,4441,265,838,24.84,5.97,18.87,2019-12-29
States,Minnesota,2020,1,764,49,92,18.46,6.41,12.04,2019-12-29
States,Mississippi,2020,1,194,6,28,17.53,3.09,14.43,2019-12-29
States,Missouri,2020,1,3107,229,476,22.69,7.37,15.32,2019-12-29
States,Montana,2020,1,304,29,62,29.93,9.54,20.39,2019-12-29
States,Nebraska,2020,1,279,30,71,36.2,10.75,25.45,2019-12-29
States,Nevada,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,New Hampshire,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,New Jersey,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,New Mexico,2020,1,846,103,177,33.1,12.17,20.92,2019-12-29
States,New York,2020,1,3795,378,477,22.53,9.96,12.57,2019-12-29
States,North Carolina,2020,1,393,38,41,20.1,9.67,10.43,2019-12-29
States,North Dakota,2020,1,453,42,80,26.93,9.27,17.66,2019-12-29
States,Ohio,2020,1,5380,389,1015,26.1,7.23,18.87,2019-12-29
States,Oklahoma,2020,1,579,17,122,24.01,2.94,21.07,2019-12-29
States,Oregon,2020,1,4204,194,941,27,4.61,22.38,2019-12-29
States,Pennsylvania,2020,1,1007,77,179,25.42,7.65,17.78,2019-12-29
States,Rhode Island,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,South Carolina,2020,1,868,72,77,17.17,8.29,8.87,2019-12-29
States,South Dakota,2020,1,65,1,4,7.69,1.54,6.15,2019-12-29
States,Tennessee,2020,1,203,16,25,20.2,7.88,12.32,2019-12-29
States,Texas,2020,1,5447,597,1121,31.54,10.96,20.58,2019-12-29
States,Utah,2020,1,1771,173,319,27.78,9.77,18.01,2019-12-29
States,Vermont,2020,1,240,24,22,19.17,10,9.17,2019-12-29
States,Virginia,2020,1,557,41,57,17.59,7.36,10.23,2019-12-29
States,Washington,2020,1,2423,98,322,17.33,4.04,13.29,2019-12-29
States,West Virginia,2020,1,938,23,79,10.87,2.45,8.42,2019-12-29
States,Wisconsin,2020,1,1020,68,199,26.18,6.67,19.51,2019-12-29
States,Wyoming,2020,1,18,2,1,16.67,11.11,5.56,2019-12-29
