region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
States,Puerto Rico,2020,1,0,0,0,0,0,0,2019-12-29
States,Virgin Islands,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,New York City,2020,1,NA,NA,NA,NA,NA,NA,2019-12-29
States,Alabama,2020,2,887,71,44,12.97,8,4.96,2020-01-05
States,Alaska,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,Arizona,2020,2,383,35,33,17.75,9.14,8.62,2020-01-05
States,Arkansas,2020,2,357,43,56,27.73,12.04,15.69,2020-01-05
States,California,2020,2,4732,731,596,28.04,15.45,12.6,2020-01-05
States,Colorado,2020,2,1200,125,184,25.75,10.42,15.33,2020-01-05
States,Connecticut,2020,2,1677,181,234,24.75,10.79,13.95,2020-01-05
States,Delaware,2020,2,541,73,49,22.55,13.49,9.06,2020-01-05
States,District of Columbia,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,Florida,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,Georgia,2020,2,1408,249,118,26.07,17.68,8.38,2020-01-05
States,Hawaii,2020,2,607,60,17,12.69,9.88,2.8,2020-01-05
States,Idaho,2020,2,117,5,14,16.24,4.27,11.97,2020-01-05
States,Illinois,2020,2,392,28,50,19.9,7.14,12.76,2020-01-05
States,Indiana,2020,2,360,25,28,14.72,6.94,7.78,2020-01-05
States,Iowa,2020,2,351,16,55,20.23,4.56,15.67,2020-01-05
States,Kansas,2020,2,168,16,5,12.5,9.52,2.98,2020-01-05
States,Kentucky,2020,2,1102,102,74,15.97,9.26,6.72,2020-01-05
States,Louisiana,2020,2,579,59,23,14.16,10.19,3.97,2020-01-05
States,Maine,2020,2,109,8,4,11.01,7.34,3.67,2020-01-05
States,Maryland,2020,2,369,39,60,26.83,10.57,16.26,2020-01-05
States,Massachusetts,2020,2,1683,187,315,29.83,11.11,18.72,2020-01-05
States,Michigan,2020,2,3795,264,611,23.06,6.96,16.1,2020-01-05
States,Minnesota,2020,2,750,35,60,12.67,4.67,8,2020-01-05
States,Mississippi,2020,2,161,11,20,19.25,6.83,12.42,2020-01-05
States,Missouri,2020,2,2758,221,394,22.3,8.01,14.29,2020-01-05
States,Montana,2020,2,344,30,40,20.35,8.72,11.63,2020-01-05
States,Nebraska,2020,2,212,10,48,27.36,4.72,22.64,2020-01-05
States,Nevada,2020,2,57,17,6,40.35,29.82,10.53,2020-01-05
States,New Hampshire,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,New Jersey,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,New Mexico,2020,2,488,119,153,55.74,24.39,31.35,2020-01-05
States,New York,2020,2,3656,382,390,21.12,10.45,10.67,2020-01-05
States,North Carolina,2020,2,371,55,40,25.61,14.82,10.78,2020-01-05
States,North Dakota,2020,2,481,43,91,27.86,8.94,18.92,2020-01-05
States,Ohio,2020,2,4865,432,844,26.23,8.88,17.35,2020-01-05
States,Oklahoma,2020,2,519,24,94,22.74,4.62,18.11,2020-01-05
States,Oregon,2020,2,3396,179,624,23.65,5.27,18.37,2020-01-05
States,Pennsylvania,2020,2,916,82,137,23.91,8.95,14.96,2020-01-05
States,Rhode Island,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,South Carolina,2020,2,722,59,48,14.82,8.17,6.65,2020-01-05
States,South Dakota,2020,2,85,2,2,4.71,2.35,2.35,2020-01-05
States,Tennessee,2020,2,165,19,8,16.36,11.52,4.85,2020-01-05
States,Texas,2020,2,5032,725,831,30.92,14.41,16.51,2020-01-05
States,Utah,2020,2,1721,197,252,26.09,11.45,14.64,2020-01-05
States,Vermont,2020,2,227,11,19,13.22,4.85,8.37,2020-01-05
States,Virginia,2020,2,593,39,56,16.02,6.58,9.44,2020-01-05
States,Washington,2020,2,2335,148,257,17.34,6.34,11.01,2020-01-05
States,West Virginia,2020,2,828,25,57,9.9,3.02,6.88,2020-01-05
States,Wisconsin,2020,2,994,76,152,22.94,7.65,15.29,2020-01-05
States,Wyoming,2020,2,30,3,6,30,10,20,2020-01-05
States,Puerto Rico,2020,2,0,0,0,0,0,0,2020-01-05
States,Virgin Islands,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,New York City,2020,2,NA,NA,NA,NA,NA,NA,2020-01-05
States,Alabama,2020,3,834,86,36,14.63,10.31,4.32,2020-01-12
States,Alaska,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,Arizona,2020,3,503,50,45,18.89,9.94,8.95,2020-01-12
States,Arkansas,2020,3,443,75,87,36.57,16.93,19.64,2020-01-12
States,California,2020,3,2304,293,182,20.62,12.72,7.9,2020-01-12
States,Colorado,2020,3,1359,189,197,28.4,13.91,14.5,2020-01-12
States,Connecticut,2020,3,1767,201,336,30.39,11.38,19.02,2020-01-12
States,Delaware,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,District of Columbia,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,Florida,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,Georgia,2020,3,1423,254,79,23.4,17.85,5.55,2020-01-12
States,Hawaii,2020,3,546,56,20,13.92,10.26,3.66,2020-01-12
States,Idaho,2020,3,99,2,7,9.09,2.02,7.07,2020-01-12
States,Illinois,2020,3,390,39,68,27.44,10,17.44,2020-01-12
States,Indiana,2020,3,359,28,26,15.04,7.8,7.24,2020-01-12
States,Iowa,2020,3,323,27,47,22.91,8.36,14.55,2020-01-12
States,Kansas,2020,3,149,12,12,16.11,8.05,8.05,2020-01-12
States,Kentucky,2020,3,888,80,58,15.54,9.01,6.53,2020-01-12
States,Louisiana,2020,3,585,79,26,17.95,13.5,4.44,2020-01-12
States,Maine,2020,3,124,12,15,21.77,9.68,12.1,2020-01-12
States,Maryland,2020,3,407,58,53,27.27,14.25,13.02,2020-01-12
States,Massachusetts,2020,3,1800,241,384,34.72,13.39,21.33,2020-01-12
States,Michigan,2020,3,3417,387,553,27.51,11.33,16.18,2020-01-12
States,Minnesota,2020,3,473,26,33,12.47,5.5,6.98,2020-01-12
States,Mississippi,2020,3,157,8,18,16.56,5.1,11.46,2020-01-12
States,Missouri,2020,3,2807,228,493,25.69,8.12,17.56,2020-01-12
States,Montana,2020,3,324,30,30,18.52,9.26,9.26,2020-01-12
States,Nebraska,2020,3,184,10,47,30.98,5.43,25.54,2020-01-12
States,Nevada,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,New Hampshire,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,New Jersey,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,New Mexico,2020,3,864,117,151,31.02,13.54,17.48,2020-01-12
States,New York,2020,3,3647,461,386,23.22,12.64,10.58,2020-01-12
States,North Carolina,2020,3,359,45,30,20.89,12.53,8.36,2020-01-12
States,North Dakota,2020,3,510,64,105,33.14,12.55,20.59,2020-01-12
States,Ohio,2020,3,4848,590,886,30.45,12.17,18.28,2020-01-12
States,Oklahoma,2020,3,456,33,79,24.56,7.24,17.32,2020-01-12
States,Oregon,2020,3,3000,226,400,20.87,7.53,13.33,2020-01-12
States,Pennsylvania,2020,3,862,98,156,29.47,11.37,18.1,2020-01-12
States,Rhode Island,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,South Carolina,2020,3,622,64,61,20.1,10.29,9.81,2020-01-12
States,South Dakota,2020,3,79,2,2,5.06,2.53,2.53,2020-01-12
States,Tennessee,2020,3,107,9,2,10.28,8.41,1.87,2020-01-12
States,Texas,2020,3,5238,1072,727,34.35,20.47,13.88,2020-01-12
States,Utah,2020,3,1777,273,311,32.86,15.36,17.5,2020-01-12
States,Vermont,2020,3,167,29,28,34.13,17.37,16.77,2020-01-12
States,Virginia,2020,3,564,52,48,17.73,9.22,8.51,2020-01-12
States,Washington,2020,3,1464,117,123,16.39,7.99,8.4,2020-01-12
States,West Virginia,2020,3,868,46,83,14.86,5.3,9.56,2020-01-12
States,Wisconsin,2020,3,1227,153,203,29.01,12.47,16.54,2020-01-12
States,Wyoming,2020,3,71,21,11,45.07,29.58,15.49,2020-01-12
States,Puerto Rico,2020,3,0,0,0,0,0,0,2020-01-12
States,Virgin Islands,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,New York City,2020,3,NA,NA,NA,NA,NA,NA,2020-01-12
States,Alabama,2020,4,762,86,36,16.01,11.29,4.72,2020-01-19
States,Alaska,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,Arizona,2020,4,464,57,41,21.12,12.28,8.84,2020-01-19
States,Arkansas,2020,4,429,57,83,32.63,13.29,19.35,2020-01-19
States,California,2020,4,984,153,83,23.98,15.55,8.43,2020-01-19
States,Colorado,2020,4,1435,244,202,31.08,17,14.08,2020-01-19
States,Connecticut,2020,4,2026,221,483,34.75,10.91,23.84,2020-01-19
States,Delaware,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,District of Columbia,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,Florida,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,Georgia,2020,4,1446,277,96,25.8,19.16,6.64,2020-01-19
States,Hawaii,2020,4,609,77,29,17.41,12.64,4.76,2020-01-19
States,Idaho,2020,4,115,7,6,11.3,6.09,5.22,2020-01-19
States,Illinois,2020,4,208,16,37,25.48,7.69,17.79,2020-01-19
States,Indiana,2020,4,222,13,21,15.32,5.86,9.46,2020-01-19
States,Iowa,2020,4,275,20,45,23.64,7.27,16.36,2020-01-19
States,Kansas,2020,4,149,9,12,14.09,6.04,8.05,2020-01-19
States,Kentucky,2020,4,981,70,87,16,7.14,8.87,2020-01-19
States,Louisiana,2020,4,627,128,20,23.6,20.41,3.19,2020-01-19
States,Maine,2020,4,173,21,22,24.86,12.14,12.72,2020-01-19
States,Maryland,2020,4,378,47,73,31.75,12.43,19.31,2020-01-19
States,Massachusetts,2020,4,1943,267,507,39.84,13.74,26.09,2020-01-19
States,Michigan,2020,4,2869,411,532,32.87,14.33,18.54,2020-01-19
States,Minnesota,2020,4,522,38,32,13.41,7.28,6.13,2020-01-19
States,Mississippi,2020,4,150,17,10,18,11.33,6.67,2020-01-19
States,Missouri,2020,4,2930,416,527,32.18,14.2,17.99,2020-01-19
States,Montana,2020,4,394,56,55,28.17,14.21,13.96,2020-01-19
States,Nebraska,2020,4,140,4,41,32.14,2.86,29.29,2020-01-19
States,Nevada,2020,4,75,30,5,46.67,40,6.67,2020-01-19
States,New Hampshire,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,New Jersey,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,New Mexico,2020,4,872,121,99,25.23,13.88,11.35,2020-01-19
States,New York,2020,4,3641,502,422,25.38,13.79,11.59,2020-01-19
States,North Carolina,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,North Dakota,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,Ohio,2020,4,4401,644,744,31.54,14.63,16.91,2020-01-19
States,Oklahoma,2020,4,442,32,54,19.46,7.24,12.22,2020-01-19
States,Oregon,2020,4,2952,317,378,23.54,10.74,12.8,2020-01-19
States,Pennsylvania,2020,4,942,114,176,30.79,12.1,18.68,2020-01-19
States,Rhode Island,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,South Carolina,2020,4,627,73,45,18.82,11.64,7.18,2020-01-19
States,South Dakota,2020,4,74,1,2,4.05,1.35,2.7,2020-01-19
States,Tennessee,2020,4,126,18,6,19.05,14.29,4.76,2020-01-19
States,Texas,2020,4,2544,593,275,34.12,23.31,10.81,2020-01-19
States,Utah,2020,4,2039,330,335,32.61,16.18,16.43,2020-01-19
States,Vermont,2020,4,350,30,60,25.71,8.57,17.14,2020-01-19
States,Virginia,2020,4,529,55,64,22.5,10.4,12.1,2020-01-19
States,Washington,2020,4,1653,201,114,19.06,12.16,6.9,2020-01-19
States,West Virginia,2020,4,863,55,98,17.73,6.37,11.36,2020-01-19
States,Wisconsin,2020,4,1398,208,322,37.91,14.88,23.03,2020-01-19
States,Wyoming,2020,4,113,34,31,57.52,30.09,27.43,2020-01-19
States,Puerto Rico,2020,4,0,0,0,0,0,0,2020-01-19
States,Virgin Islands,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
States,New York City,2020,4,NA,NA,NA,NA,NA,NA,2020-01-19
