"location","target","score","forecast_week","skill","competition_week"
"HHS Region 1","Season onset",-1.18403524323258,42,0.306041292527751,1
"HHS Region 1","Season peak week",-0.315167465340754,42,0.729666670159311,1
"HHS Region 10","Season onset",-1.20554512558465,42,0.299528674257229,1
"HHS Region 10","Season peak week",-3.2101776181089,42,0.0403494458432514,1
"HHS Region 2","Season onset",-1.82162505612972,42,0.161762663817716,1
"HHS Region 2","Season peak week",-1.33454406390563,42,0.263278186123266,1
"HHS Region 3","Season onset",-1.076685292826,42,0.34072305304927,1
"HHS Region 3","Season peak week",-1.83904747408643,42,0.158968775891666,1
"HHS Region 4","Season onset",-1.10594407105645,42,0.330898343187226,1
"HHS Region 4","Season peak week",-0.759502557495704,42,0.467899122039937,1
"HHS Region 5","Season onset",-1.20747893186686,42,0.29895000352413,1
"HHS Region 5","Season peak week",-2.13075412326714,42,0.118747709667117,1
"HHS Region 6","Season onset",-1.65117633405096,42,0.191824126597337,1
"HHS Region 6","Season peak week",-1.45029941516701,42,0.23450006470531,1
"HHS Region 7","Season onset",-1.20774244456382,42,0.298871236780919,1
"HHS Region 7","Season peak week",-2.83356667881208,42,0.0588027486858535,1
"HHS Region 8","Season onset",-2.97793039428448,42,0.0508980638589108,1
"HHS Region 8","Season peak week",-2.07861414678282,42,0.125103467160324,1
"HHS Region 9","Season onset",-0.878184269086011,42,0.41553672999542,1
"HHS Region 9","Season peak week",-1.46354611233024,42,0.231414197263394,1
"US National","Season onset",-1.32841291459242,42,0.264897342566118,1
"US National","Season peak week",-1.53606163739778,42,0.215227076724726,1
"HHS Region 1","Season peak percentage",-1.88177386566088,42,0.15231967133617,1
"HHS Region 10","Season peak percentage",-1.40031470147686,42,0.246519371722698,1
"HHS Region 2","Season peak percentage",-2.1818358324628,42,0.112834195703191,1
"HHS Region 3","Season peak percentage",-2.12700818166464,42,0.119193365832823,1
"HHS Region 4","Season peak percentage",-2.10324940341899,42,0.122059163702281,1
"HHS Region 5","Season peak percentage",-0.607671345082162,42,0.544617620088444,1
"HHS Region 6","Season peak percentage",-2.52509540475885,42,0.0800506752070315,1
"HHS Region 7","Season peak percentage",-1.91168793702623,42,0.14783064705967,1
"HHS Region 8","Season peak percentage",-1.79786548430299,42,0.165652098125129,1
"HHS Region 9","Season peak percentage",-1.50199423609442,42,0.222685629326338,1
"US National","Season peak percentage",-1.51854385611938,42,0.219030594914028,1
"HHS Region 8","1 wk ahead",-0.162519576814594,42,0.849999449780882,1
"HHS Region 8","2 wk ahead",-0.346725221102336,42,0.706999570132273,1
"HHS Region 8","3 wk ahead",-0.789658725443971,42,0.45399970739565,1
