"location","target","score","forecast_week","skill","competition_week"
"HHS Region 5","1 wk ahead",-0.0202027073175194,15,0.98,26
"HHS Region 6","1 wk ahead",-0.309246250367621,15,0.734,26
"HHS Region 7","1 wk ahead",-0.262664309476493,15,0.769,26
"HHS Region 8","1 wk ahead",-0.809680996815897,15,0.445,26
"HHS Region 9","1 wk ahead",-0.149660774554406,15,0.861,26
"HHS Region 10","1 wk ahead",-0.0812100554255432,15,0.922,26
"US National","2 wk ahead",-0.17197526473981,15,0.842,26
"HHS Region 1","2 wk ahead",-0.234457311214483,15,0.791,26
"HHS Region 2","2 wk ahead",-0.465215112513938,15,0.628,26
"HHS Region 3","2 wk ahead",-0.243346258631729,15,0.784,26
"HHS Region 4","2 wk ahead",-0.0888312137066157,15,0.915,26
"HHS Region 5","2 wk ahead",-0.0377018671840114,15,0.963,26
"HHS Region 6","2 wk ahead",-0.328504066972036,15,0.72,26
"HHS Region 7","2 wk ahead",-0.16960278438618,15,0.844,26
"HHS Region 8","2 wk ahead",-1.03845836584836,15,0.354,26
"HHS Region 9","2 wk ahead",-0.242071561199729,15,0.785,26
"HHS Region 10","2 wk ahead",-0.0954101848046582,15,0.909,26
"US National","3 wk ahead",-0.162518929497775,15,0.85,26
"HHS Region 1","3 wk ahead",-0.146182510178081,15,0.864,26
"HHS Region 2","3 wk ahead",-0.420071260497527,15,0.657,26
"HHS Region 3","3 wk ahead",-0.24079848655293,15,0.786,26
"HHS Region 4","3 wk ahead",-0.150822889734584,15,0.86,26
"HHS Region 5","3 wk ahead",-0.0335567835288428,15,0.967,26
"HHS Region 6","3 wk ahead",-0.32989392126109,15,0.719,26
"HHS Region 7","3 wk ahead",-0.105360515657826,15,0.9,26
"HHS Region 8","3 wk ahead",-2.00248050054371,15,0.135,26
"HHS Region 9","3 wk ahead",-0.394007946666736,15,0.67434869739479,26
"HHS Region 10","3 wk ahead",-0.0943106794712413,15,0.91,26
"US National","4 wk ahead",-0.153151179494175,15,0.858,26
"HHS Region 1","4 wk ahead",-0.107585210679937,15,0.898,26
"HHS Region 2","4 wk ahead",-0.441610554744518,15,0.643,26
"HHS Region 3","4 wk ahead",-0.226900600191922,15,0.797,26
"HHS Region 4","4 wk ahead",-0.147340587898709,15,0.863,26
"HHS Region 5","4 wk ahead",-0.0181639706276712,15,0.982,26
"HHS Region 6","4 wk ahead",-0.253602758798918,15,0.776,26
"HHS Region 7","4 wk ahead",-0.08446915662645,15,0.919,26
"HHS Region 8","4 wk ahead",-2.50103603171788,15,0.082,26
"HHS Region 9","4 wk ahead",-0.344310684954834,15,0.708708708708709,26
"HHS Region 10","4 wk ahead",-0.0512932943875505,15,0.95,26
"HHS Region 1","Season peak week",-0.00808085205393901,16,0.991951710261569,27
"HHS Region 2","Season peak week",-0.0151594616073728,16,0.984954864593781,27
"HHS Region 3","Season peak week",0,16,1,27
"HHS Region 5","Season peak week",0,16,1,27
"HHS Region 7","Season peak week",-0.00100050033358353,16,0.999,27
"HHS Region 8","Season peak week",-0.00400802139753882,16,0.996,27
"HHS Region 9","Season peak week",-0.0268057286942126,16,0.973550356052899,27
"US National","Season peak week",0,16,1,27
"HHS Region 1","Season peak percentage",-0.00702461493696447,16,0.993,27
"HHS Region 2","Season peak percentage",-0.00803217169726427,16,0.992,27
"HHS Region 3","Season peak percentage",0,16,1,27
"HHS Region 5","Season peak percentage",0,16,1,27
"HHS Region 7","Season peak percentage",-0.00100050033358353,16,0.999,27
"HHS Region 8","Season peak percentage",-0.00300450902029872,16,0.997,27
"HHS Region 9","Season peak percentage",-0.00904074465214907,16,0.991,27
"US National","Season peak percentage",0,16,1,27
"US National","1 wk ahead",-0.0586889963486795,16,0.943,27
"HHS Region 1","1 wk ahead",-0.265268477614881,16,0.767,27
"HHS Region 2","1 wk ahead",-0.556869562267398,16,0.573,27
"HHS Region 3","1 wk ahead",-0.148500008318444,16,0.862,27
"HHS Region 4","1 wk ahead",-0.0325231917055601,16,0.968,27
"HHS Region 5","1 wk ahead",-0.0151136378100482,16,0.985,27
"HHS Region 6","1 wk ahead",-0.269187489815617,16,0.764,27
"HHS Region 7","1 wk ahead",-0.0661398025045451,16,0.936,27
"HHS Region 8","1 wk ahead",-0.400477566597125,16,0.67,27
"HHS Region 9","1 wk ahead",-0.161343150408763,16,0.851,27
"HHS Region 10","1 wk ahead",-0.0429075010112765,16,0.958,27
"US National","2 wk ahead",-0.0910193983871685,16,0.913,27
"HHS Region 1","2 wk ahead",-0.134674903326602,16,0.874,27
"HHS Region 2","2 wk ahead",-0.463624022281697,16,0.629,27
"HHS Region 3","2 wk ahead",-0.174353387144778,16,0.84,27
"HHS Region 4","2 wk ahead",-0.0910193983871685,16,0.913,27
"HHS Region 5","2 wk ahead",-0.0171461588349705,16,0.983,27
"HHS Region 6","2 wk ahead",-0.262664309476493,16,0.769,27
"HHS Region 7","2 wk ahead",-0.0965109003808437,16,0.908,27
"HHS Region 8","2 wk ahead",-1.4961092271271,16,0.224,27
"HHS Region 9","2 wk ahead",-0.443166975292176,16,0.642,27
"HHS Region 10","2 wk ahead",-0.0491902441907717,16,0.952,27
"US National","3 wk ahead",-0.0954101848046582,16,0.909,27
"HHS Region 1","3 wk ahead",-0.105360515657826,16,0.9,27
"HHS Region 2","3 wk ahead",-0.362405618647717,16,0.696,27
"HHS Region 3","3 wk ahead",-0.211956361923645,16,0.809,27
"HHS Region 4","3 wk ahead",-0.135819723142535,16,0.873,27
"HHS Region 5","3 wk ahead",-0.0110609473594249,16,0.989,27
"HHS Region 6","3 wk ahead",-0.25231492861449,16,0.777,27
"HHS Region 7","3 wk ahead",-0.0779615414697118,16,0.925,27
"HHS Region 8","3 wk ahead",-1.9173226922034,16,0.147,27
"HHS Region 9","3 wk ahead",-0.395009449003826,16,0.673673673673674,27
"HHS Region 10","3 wk ahead",-0.0439518875291828,16,0.957,27
"US National","4 wk ahead",-0.0661398025045451,16,0.936,27
"HHS Region 1","4 wk ahead",-0.102032725565152,16,0.903,27
"HHS Region 2","4 wk ahead",-0.590590592234853,16,0.554,27
"HHS Region 3","4 wk ahead",-0.243346258631729,16,0.784,27
"HHS Region 4","4 wk ahead",-0.164874643190234,16,0.848,27
"HHS Region 5","4 wk ahead",-0.027371196796132,16,0.973,27
"HHS Region 6","4 wk ahead",-0.287682072451781,16,0.75,27
"HHS Region 7","4 wk ahead",-0.108699416923341,16,0.897,27
"HHS Region 8","4 wk ahead",-2.88240358824699,16,0.056,27
"HHS Region 9","4 wk ahead",-0.370512005297805,16,0.690380761523046,27
"HHS Region 10","4 wk ahead",-0.0335567835288428,16,0.967,27
"HHS Region 1","Season peak week",0,17,1,28
"HHS Region 8","Season peak week",0,17,1,28
"HHS Region 9","Season peak week",-0.00814668456781836,17,0.991886409736308,28
"HHS Region 1","Season peak percentage",-0.00200200267067308,17,0.998,28
"HHS Region 8","Season peak percentage",0,17,1,28
"HHS Region 9","Season peak percentage",-0.00300450902029872,17,0.997,28
"US National","1 wk ahead",-0.00200200267067308,17,0.998,28
"HHS Region 1","1 wk ahead",-0.0460439385014068,17,0.955,28
"HHS Region 2","1 wk ahead",-0.309246250367621,17,0.734,28
"HHS Region 3","1 wk ahead",-0.0325231917055601,17,0.968,28
"HHS Region 4","1 wk ahead",-0.0242926925690446,17,0.976,28
"HHS Region 5","1 wk ahead",-0.00601807232556302,17,0.994,28
"HHS Region 6","1 wk ahead",-0.153151179494175,17,0.858,28
"HHS Region 7","1 wk ahead",-0.0429075010112765,17,0.958,28
"HHS Region 8","1 wk ahead",-1.05268335677971,17,0.349,28
"HHS Region 9","1 wk ahead",-0.180323554131282,17,0.835,28
"HHS Region 10","1 wk ahead",-0.0460439385014068,17,0.955,28
"US National","2 wk ahead",-0.0161293819298836,17,0.984,28
"HHS Region 1","2 wk ahead",-0.048140375327935,17,0.953,28
"HHS Region 2","2 wk ahead",-0.334075112021491,17,0.716,28
"HHS Region 3","2 wk ahead",-0.06720874969345,17,0.935,28
"HHS Region 4","2 wk ahead",-0.0672087496934501,17,0.935,28
"HHS Region 5","2 wk ahead",-0.0171461588349705,17,0.983,28
"HHS Region 6","2 wk ahead",-0.164874643190234,17,0.848,28
"HHS Region 7","2 wk ahead",-0.048140375327935,17,0.953,28
"HHS Region 8","2 wk ahead",-1.61445045425764,17,0.199,28
"HHS Region 9","2 wk ahead",-0.258770728957361,17,0.772,28
"HHS Region 10","2 wk ahead",-0.0408219945202552,17,0.96,28
"US National","3 wk ahead",-0.0439518875291828,17,0.957,28
"HHS Region 1","3 wk ahead",-0.0855578883616465,17,0.918,28
"HHS Region 2","3 wk ahead",-0.534435489405125,17,0.586,28
"HHS Region 3","3 wk ahead",-0.138113302129634,17,0.871,28
"HHS Region 4","3 wk ahead",-0.0877389143080067,17,0.916,28
"HHS Region 5","3 wk ahead",-0.0682788407532944,17,0.934,28
"HHS Region 6","3 wk ahead",-0.251028754803745,17,0.778,28
"HHS Region 7","3 wk ahead",-0.0987159729391577,17,0.906,28
"HHS Region 8","3 wk ahead",-2.86470401114759,17,0.057,28
"HHS Region 9","3 wk ahead",-0.318828801448618,17,0.727,28
"HHS Region 10","3 wk ahead",-0.0418642040986989,17,0.959,28
"US National","4 wk ahead",-0.0565703514883944,17,0.945,28
"HHS Region 1","4 wk ahead",-0.0491902441907717,17,0.952,28
"HHS Region 2","4 wk ahead",-0.532730459154041,17,0.587,28
"HHS Region 3","4 wk ahead",-0.0921152889078056,17,0.912,28
"HHS Region 4","4 wk ahead",-0.100925918589961,17,0.904,28
"HHS Region 5","4 wk ahead",-0.0335567835288428,17,0.967,28
"HHS Region 6","4 wk ahead",-1.1551826401565,17,0.315,28
"HHS Region 7","4 wk ahead",-0.167235919375914,17,0.846,28
"HHS Region 8","4 wk ahead",-3.05760767727208,17,0.047,28
"HHS Region 9","4 wk ahead",-0.285349126884419,17,0.751751751751752,28
"HHS Region 10","4 wk ahead",-0.0449973659307358,17,0.956,28
"HHS Region 8","Season peak week",-0.00100050033358353,18,0.999,29
"HHS Region 8","Season peak percentage",-0.00100050033358353,18,0.999,29
"US National","1 wk ahead",0,18,1,29
"HHS Region 1","1 wk ahead",-0.0242926925690446,18,0.976,29
"HHS Region 2","1 wk ahead",-0.153151179494175,18,0.858,29
"HHS Region 3","1 wk ahead",-0.0242926925690446,18,0.976,29
"HHS Region 5","1 wk ahead",0,18,1,29
"HHS Region 7","1 wk ahead",-0.0314906670913708,18,0.969,29
"HHS Region 8","1 wk ahead",-0.447850824604602,18,0.639,29
"HHS Region 9","1 wk ahead",-0.136965855073157,18,0.872,29
"US National","2 wk ahead",-0.0161293819298836,18,0.984,29
"HHS Region 1","2 wk ahead",-0.0502412164367467,18,0.951,29
"HHS Region 2","2 wk ahead",-0.570929547835696,18,0.565,29
"HHS Region 3","2 wk ahead",-0.0618754037180875,18,0.94,29
"HHS Region 5","2 wk ahead",-0.00501254182354429,18,0.995,29
"HHS Region 7","2 wk ahead",-0.0661398025045449,18,0.936,29
"HHS Region 8","2 wk ahead",-1.63475572041839,18,0.195,29
"HHS Region 9","2 wk ahead",-0.257770228623778,18,0.772772772772773,29
"US National","3 wk ahead",-0.0377018671840115,18,0.963,29
"HHS Region 1","3 wk ahead",-0.0661398025045451,18,0.936,29
"HHS Region 2","3 wk ahead",-0.505838082254952,18,0.603,29
"HHS Region 3","3 wk ahead",-0.0439518875291828,18,0.957,29
"HHS Region 5","3 wk ahead",-0.00501254182354429,18,0.995,29
"HHS Region 7","3 wk ahead",-0.125563222975346,18,0.882,29
"HHS Region 8","3 wk ahead",-2.26336437984076,18,0.104,29
"HHS Region 9","3 wk ahead",-0.298798912558121,18,0.741708542713568,29
"US National","4 wk ahead",-0.0833816089390511,18,0.92,29
"HHS Region 1","4 wk ahead",-0.0693500781347932,18,0.933,29
"HHS Region 2","4 wk ahead",-0.605136303237232,18,0.546,29
"HHS Region 3","4 wk ahead",-0.0954101848046582,18,0.909,29
"HHS Region 5","4 wk ahead",-0.160168752152821,18,0.852,29
"HHS Region 7","4 wk ahead",-0.00601807232556302,18,0.994,29
"HHS Region 8","4 wk ahead",-3.03655426807425,18,0.048,29
"HHS Region 9","4 wk ahead",-0.374328419322373,18,0.687751004016064,29
