component_model_id,season,location,target,weight
Historical Average,2018/2019,Maryland,2 wk ahead,2.01919175602173e-06
Historical Average,2018/2019,Maryland,3 wk ahead,2.01919175602173e-06
Historical Average,2018/2019,Maryland,4 wk ahead,2.01919175602173e-06
Subtype Historical Average,2018/2019,Maryland,1 wk ahead,2.79421952718907e-07
Subtype Historical Average,2018/2019,Maryland,2 wk ahead,2.79421952718907e-07
Subtype Historical Average,2018/2019,Maryland,3 wk ahead,2.79421952718907e-07
Subtype Historical Average,2018/2019,Maryland,4 wk ahead,2.79421952718907e-07
Dynamic Harmonic Model,2018/2019,Pennsylvania,1 wk ahead,0.910572692375889
Dynamic Harmonic Model,2018/2019,Pennsylvania,2 wk ahead,0.910572692375889
Dynamic Harmonic Model,2018/2019,Pennsylvania,3 wk ahead,0.910572692375889
Dynamic Harmonic Model,2018/2019,Pennsylvania,4 wk ahead,0.910572692375889
Historical Average,2018/2019,Pennsylvania,1 wk ahead,0.00010392705458684
Historical Average,2018/2019,Pennsylvania,2 wk ahead,0.00010392705458684
Historical Average,2018/2019,Pennsylvania,3 wk ahead,0.00010392705458684
Historical Average,2018/2019,Pennsylvania,4 wk ahead,0.00010392705458684
Subtype Historical Average,2018/2019,Pennsylvania,1 wk ahead,0.0893233805695238
Subtype Historical Average,2018/2019,Pennsylvania,2 wk ahead,0.0893233805695238
Subtype Historical Average,2018/2019,Pennsylvania,3 wk ahead,0.0893233805695238
Subtype Historical Average,2018/2019,Pennsylvania,4 wk ahead,0.0893233805695238
Dynamic Harmonic Model,2018/2019,Virginia,1 wk ahead,0.93513952283772
Dynamic Harmonic Model,2018/2019,Virginia,2 wk ahead,0.93513952283772
Dynamic Harmonic Model,2018/2019,Virginia,3 wk ahead,0.93513952283772
Dynamic Harmonic Model,2018/2019,Virginia,4 wk ahead,0.93513952283772
Historical Average,2018/2019,Virginia,1 wk ahead,7.31477306877216e-05
Historical Average,2018/2019,Virginia,2 wk ahead,7.31477306877216e-05
Historical Average,2018/2019,Virginia,3 wk ahead,7.31477306877216e-05
Historical Average,2018/2019,Virginia,4 wk ahead,7.31477306877216e-05
Subtype Historical Average,2018/2019,Virginia,1 wk ahead,0.0647873294315919
Subtype Historical Average,2018/2019,Virginia,2 wk ahead,0.0647873294315919
Subtype Historical Average,2018/2019,Virginia,3 wk ahead,0.0647873294315919
Subtype Historical Average,2018/2019,Virginia,4 wk ahead,0.0647873294315919
Dynamic Harmonic Model,2018/2019,West Virginia,1 wk ahead,0.977503520026379
Dynamic Harmonic Model,2018/2019,West Virginia,2 wk ahead,0.977503520026379
Dynamic Harmonic Model,2018/2019,West Virginia,3 wk ahead,0.977503520026379
Dynamic Harmonic Model,2018/2019,West Virginia,4 wk ahead,0.977503520026379
Historical Average,2018/2019,West Virginia,1 wk ahead,0.0224858630765868
Historical Average,2018/2019,West Virginia,2 wk ahead,0.0224858630765868
Historical Average,2018/2019,West Virginia,3 wk ahead,0.0224858630765868
Historical Average,2018/2019,West Virginia,4 wk ahead,0.0224858630765868
Subtype Historical Average,2018/2019,West Virginia,1 wk ahead,1.06168970337584e-05
Subtype Historical Average,2018/2019,West Virginia,2 wk ahead,1.06168970337584e-05
Subtype Historical Average,2018/2019,West Virginia,3 wk ahead,1.06168970337584e-05
Subtype Historical Average,2018/2019,West Virginia,4 wk ahead,1.06168970337584e-05
