component_model_id,season,Model Week,location,weight
Historical Average,2016/2017,42,Idaho,3.37472421862978e-09
Subtype Historical Average,2016/2017,42,Idaho,1.85848106017681e-06
Dynamic Harmonic Model,2017/2018,42,Idaho,0.999999526417446
Historical Average,2017/2018,42,Idaho,2.6548674863405e-09
Subtype Historical Average,2017/2018,42,Idaho,4.70927686818214e-07
Dynamic Harmonic Model,2014/2015,43,Idaho,0.999999771642622
Historical Average,2014/2015,43,Idaho,1.34881674782431e-09
Subtype Historical Average,2014/2015,43,Idaho,2.27008561653385e-07
Dynamic Harmonic Model,2015/2016,43,Idaho,0.999999562553195
Historical Average,2015/2016,43,Idaho,5.44137179775262e-09
Subtype Historical Average,2015/2016,43,Idaho,4.32005433440021e-07
Dynamic Harmonic Model,2016/2017,43,Idaho,0.999999055472574
Historical Average,2016/2017,43,Idaho,2.80005940812193e-08
Subtype Historical Average,2016/2017,43,Idaho,9.16526831808829e-07
Dynamic Harmonic Model,2017/2018,43,Idaho,0.999999649205815
Historical Average,2017/2018,43,Idaho,8.79725359631761e-09
Subtype Historical Average,2017/2018,43,Idaho,3.41996930996904e-07
Dynamic Harmonic Model,2014/2015,44,Idaho,0.999999589655787
Historical Average,2014/2015,44,Idaho,2.00875490099078e-10
Subtype Historical Average,2014/2015,44,Idaho,4.10143337282032e-07
Dynamic Harmonic Model,2015/2016,44,Idaho,0.760445994641677
Historical Average,2015/2016,44,Idaho,1.46248183143101e-06
Subtype Historical Average,2015/2016,44,Idaho,0.239552542876491
Dynamic Harmonic Model,2016/2017,44,Idaho,0.68817639843845
Historical Average,2016/2017,44,Idaho,1.75198384107486e-06
Subtype Historical Average,2016/2017,44,Idaho,0.311821849577709
Dynamic Harmonic Model,2017/2018,44,Idaho,0.999192920840928
Historical Average,2017/2018,44,Idaho,8.64089101670919e-28
Subtype Historical Average,2017/2018,44,Idaho,0.000807079159072095
Dynamic Harmonic Model,2014/2015,45,Idaho,0.999999845072554
Historical Average,2014/2015,45,Idaho,1.53120513973026e-10
Subtype Historical Average,2014/2015,45,Idaho,1.54774325685081e-07
Dynamic Harmonic Model,2015/2016,45,Idaho,0.999999600419522
Historical Average,2015/2016,45,Idaho,2.9028005831186e-09
Subtype Historical Average,2015/2016,45,Idaho,3.96677677452573e-07
Dynamic Harmonic Model,2016/2017,45,Idaho,0.999998901523511
Historical Average,2016/2017,45,Idaho,3.65556005641422e-10
Subtype Historical Average,2016/2017,45,Idaho,1.09811093261607e-06
Dynamic Harmonic Model,2017/2018,45,Idaho,0.999999730564934
Historical Average,2017/2018,45,Idaho,5.15607293336232e-10
Subtype Historical Average,2017/2018,45,Idaho,2.68919459158584e-07
Dynamic Harmonic Model,2014/2015,46,Idaho,0.724511874628731
Historical Average,2014/2015,46,Idaho,9.87468765570446e-07
Subtype Historical Average,2014/2015,46,Idaho,0.275487137902504
Dynamic Harmonic Model,2015/2016,46,Idaho,0.701877831606003
Historical Average,2015/2016,46,Idaho,2.67935607035415e-06
Subtype Historical Average,2015/2016,46,Idaho,0.298119489037927
Dynamic Harmonic Model,2016/2017,46,Idaho,0.661149810264008
Historical Average,2016/2017,46,Idaho,2.31525623687965e-06
Subtype Historical Average,2016/2017,46,Idaho,0.338847874479755
Dynamic Harmonic Model,2017/2018,46,Idaho,0.999999720029125
Historical Average,2017/2018,46,Idaho,1.68473544182162e-09
Subtype Historical Average,2017/2018,46,Idaho,2.7828613930971e-07
Dynamic Harmonic Model,2014/2015,47,Idaho,0.999999714481872
Historical Average,2014/2015,47,Idaho,1.54935582450189e-10
Subtype Historical Average,2014/2015,47,Idaho,2.85363191991283e-07
Dynamic Harmonic Model,2015/2016,47,Idaho,0.999999891368089
Historical Average,2015/2016,47,Idaho,7.12203721778591e-09
Subtype Historical Average,2015/2016,47,Idaho,1.01509873834947e-07
Dynamic Harmonic Model,2016/2017,47,Idaho,0.999999648114684
Historical Average,2016/2017,47,Idaho,1.30831676851821e-09
Subtype Historical Average,2016/2017,47,Idaho,3.50576998843611e-07
Dynamic Harmonic Model,2017/2018,47,Idaho,0.999999853952491
Historical Average,2017/2018,47,Idaho,9.31185784055646e-10
Subtype Historical Average,2017/2018,47,Idaho,1.45116323576001e-07
Dynamic Harmonic Model,2014/2015,48,Idaho,0.99999991654839
Historical Average,2014/2015,48,Idaho,6.62922597293261e-09
Subtype Historical Average,2014/2015,48,Idaho,7.68223844454901e-08
Dynamic Harmonic Model,2015/2016,48,Idaho,0.999999868833522
Historical Average,2015/2016,48,Idaho,1.01891924416928e-07
Subtype Historical Average,2015/2016,48,Idaho,2.92745539206422e-08
Dynamic Harmonic Model,2016/2017,48,Idaho,0.999999889960921
Historical Average,2016/2017,48,Idaho,8.57573346681897e-08
Subtype Historical Average,2016/2017,48,Idaho,2.42817445851036e-08
Dynamic Harmonic Model,2017/2018,48,Idaho,0.999999921133014
Historical Average,2017/2018,48,Idaho,5.7134916989016e-08
Subtype Historical Average,2017/2018,48,Idaho,2.17320689070154e-08
Dynamic Harmonic Model,2014/2015,49,Idaho,0.99999993543998
Historical Average,2014/2015,49,Idaho,3.36970304513077e-08
Subtype Historical Average,2014/2015,49,Idaho,3.08629895102547e-08
Dynamic Harmonic Model,2015/2016,49,Idaho,0.999999415262639
Historical Average,2015/2016,49,Idaho,5.84733568525479e-07
Subtype Historical Average,2015/2016,49,Idaho,3.79209349088372e-12
Dynamic Harmonic Model,2016/2017,49,Idaho,0.999999736590007
Historical Average,2016/2017,49,Idaho,2.63405745222573e-07
Subtype Historical Average,2016/2017,49,Idaho,4.24744309492579e-12
Dynamic Harmonic Model,2017/2018,49,Idaho,0.999999792424806
Historical Average,2017/2018,49,Idaho,2.07566888249011e-07
Subtype Historical Average,2017/2018,49,Idaho,8.30531671865228e-12
Dynamic Harmonic Model,2014/2015,50,Idaho,0.999999912776409
Historical Average,2014/2015,50,Idaho,8.18297730414562e-08
Subtype Historical Average,2014/2015,50,Idaho,5.39381766677068e-09
Dynamic Harmonic Model,2015/2016,50,Idaho,0.999999749178964
Historical Average,2015/2016,50,Idaho,2.50820902999e-07
Subtype Historical Average,2015/2016,50,Idaho,1.326294509522e-13
Dynamic Harmonic Model,2016/2017,50,Idaho,0.999999809834369
Historical Average,2016/2017,50,Idaho,1.90165589860358e-07
Subtype Historical Average,2016/2017,50,Idaho,4.12844806003582e-14
Dynamic Harmonic Model,2017/2018,50,Idaho,0.999999909034078
Historical Average,2017/2018,50,Idaho,9.09644496281353e-08
Subtype Historical Average,2017/2018,50,Idaho,1.47213146376778e-12
Dynamic Harmonic Model,2014/2015,51,Idaho,0.999999893305154
Historical Average,2014/2015,51,Idaho,9.81335842095904e-08
Subtype Historical Average,2014/2015,51,Idaho,8.56126151487036e-09
Dynamic Harmonic Model,2015/2016,51,Idaho,0.999999658041587
Historical Average,2015/2016,51,Idaho,3.41958319401261e-07
Subtype Historical Average,2015/2016,51,Idaho,9.36803459372631e-14
Dynamic Harmonic Model,2016/2017,51,Idaho,0.999999883492493
Historical Average,2016/2017,51,Idaho,1.1650725612792e-07
Subtype Historical Average,2016/2017,51,Idaho,2.50552942603676e-13
Dynamic Harmonic Model,2017/2018,51,Idaho,0.99999991885787
Historical Average,2017/2018,51,Idaho,8.11395395144419e-08
Subtype Historical Average,2017/2018,51,Idaho,2.59035003108853e-12
Dynamic Harmonic Model,2014/2015,52,Idaho,0.999977900733943
Historical Average,2014/2015,52,Idaho,2.2099264452068e-05
Subtype Historical Average,2014/2015,52,Idaho,1.60534138779834e-12
Dynamic Harmonic Model,2015/2016,52,Idaho,0.999945245446172
Historical Average,2015/2016,52,Idaho,5.47545538280426e-05
Subtype Historical Average,2015/2016,52,Idaho,8.53769626490554e-26
Dynamic Harmonic Model,2016/2017,52,Idaho,0.999996627419678
Historical Average,2016/2017,52,Idaho,3.37258032187778e-06
Subtype Historical Average,2016/2017,52,Idaho,6.70222076403665e-17
Dynamic Harmonic Model,2017/2018,52,Idaho,0.999999951054065
Historical Average,2017/2018,52,Idaho,4.87669133064471e-08
Subtype Historical Average,2017/2018,52,Idaho,1.79021989064755e-10
Dynamic Harmonic Model,2014/2015,53,Idaho,0.999999928838091
Historical Average,2014/2015,53,Idaho,2.01092964477002e-08
Subtype Historical Average,2014/2015,53,Idaho,5.10526128243119e-08
Dynamic Harmonic Model,2015/2016,53,Idaho,0.999999939059234
Historical Average,2015/2016,53,Idaho,2.33205900895822e-08
Subtype Historical Average,2015/2016,53,Idaho,3.76201755220441e-08
Dynamic Harmonic Model,2016/2017,53,Idaho,0.999999879974558
Historical Average,2016/2017,53,Idaho,4.25634059886554e-08
Subtype Historical Average,2016/2017,53,Idaho,7.74620357158743e-08
Dynamic Harmonic Model,2017/2018,53,Idaho,0.999999940371482
Historical Average,2017/2018,53,Idaho,9.26570261379369e-09
Subtype Historical Average,2017/2018,53,Idaho,5.03628156011673e-08
Dynamic Harmonic Model,2014/2015,54,Idaho,0.999999802836356
Historical Average,2014/2015,54,Idaho,6.46307022868823e-09
Subtype Historical Average,2014/2015,54,Idaho,1.90700573452034e-07
Dynamic Harmonic Model,2015/2016,54,Idaho,0.999999801745493
Historical Average,2015/2016,54,Idaho,9.66060062492151e-08
Subtype Historical Average,2015/2016,54,Idaho,1.01648501268533e-07
Dynamic Harmonic Model,2016/2017,54,Idaho,0.999999820551512
Historical Average,2016/2017,54,Idaho,9.46888794316492e-08
Subtype Historical Average,2016/2017,54,Idaho,8.47596086631898e-08
Dynamic Harmonic Model,2017/2018,54,Idaho,0.999999901707219
Historical Average,2017/2018,54,Idaho,3.41982601545482e-08
Subtype Historical Average,2017/2018,54,Idaho,6.40945205538866e-08
Dynamic Harmonic Model,2014/2015,55,Idaho,0.999999597246349
Historical Average,2014/2015,55,Idaho,2.8464329370182e-09
Subtype Historical Average,2014/2015,55,Idaho,3.99907218520694e-07
Dynamic Harmonic Model,2015/2016,55,Idaho,0.837779446046152
Historical Average,2015/2016,55,Idaho,0.162208475313097
Subtype Historical Average,2015/2016,55,Idaho,1.20786407512028e-05
Dynamic Harmonic Model,2016/2017,55,Idaho,0.834860347996601
Historical Average,2016/2017,55,Idaho,0.165132785068237
Subtype Historical Average,2016/2017,55,Idaho,6.86693516228191e-06
Dynamic Harmonic Model,2017/2018,55,Idaho,0.876313254361734
Historical Average,2017/2018,55,Idaho,0.123683958341441
Subtype Historical Average,2017/2018,55,Idaho,2.78729682475533e-06
Dynamic Harmonic Model,2014/2015,56,Idaho,0.999999909113634
Historical Average,2014/2015,56,Idaho,3.61356165468187e-09
Subtype Historical Average,2014/2015,56,Idaho,8.72728042772433e-08
Dynamic Harmonic Model,2015/2016,56,Idaho,0.865410943232729
Historical Average,2015/2016,56,Idaho,0.134585335479787
Subtype Historical Average,2015/2016,56,Idaho,3.72128748393252e-06
Dynamic Harmonic Model,2016/2017,56,Idaho,0.847366722503801
Historical Average,2016/2017,56,Idaho,0.152627173494761
Subtype Historical Average,2016/2017,56,Idaho,6.10400143794629e-06
Dynamic Harmonic Model,2017/2018,56,Idaho,0.874928137911706
Historical Average,2017/2018,56,Idaho,0.125067557301608
Subtype Historical Average,2017/2018,56,Idaho,4.30478668645697e-06
Dynamic Harmonic Model,2014/2015,57,Idaho,0.999999912833078
Historical Average,2014/2015,57,Idaho,2.43320428299034e-09
Subtype Historical Average,2014/2015,57,Idaho,8.47337176276733e-08
Dynamic Harmonic Model,2015/2016,57,Idaho,0.862606120355879
Historical Average,2015/2016,57,Idaho,0.137389800562041
Subtype Historical Average,2015/2016,57,Idaho,4.07908208033563e-06
Dynamic Harmonic Model,2016/2017,57,Idaho,0.84993148984388
Historical Average,2016/2017,57,Idaho,0.150062595597492
Subtype Historical Average,2016/2017,57,Idaho,5.91455862841822e-06
Dynamic Harmonic Model,2017/2018,57,Idaho,0.871516057047014
Historical Average,2017/2018,57,Idaho,0.12848034027523
Subtype Historical Average,2017/2018,57,Idaho,3.60267775664272e-06
Dynamic Harmonic Model,2014/2015,58,Idaho,0.999999945778122
Historical Average,2014/2015,58,Idaho,3.45527730098371e-09
Subtype Historical Average,2014/2015,58,Idaho,5.07666005844019e-08
Dynamic Harmonic Model,2015/2016,58,Idaho,0.881836839654162
Historical Average,2015/2016,58,Idaho,0.118162448058163
Subtype Historical Average,2015/2016,58,Idaho,7.12287675514245e-07
Dynamic Harmonic Model,2016/2017,58,Idaho,0.868849094362477
Historical Average,2016/2017,58,Idaho,0.13114988497823
Subtype Historical Average,2016/2017,58,Idaho,1.02065929273587e-06
Dynamic Harmonic Model,2017/2018,58,Idaho,0.877690306208908
Historical Average,2017/2018,58,Idaho,0.122308344180601
Subtype Historical Average,2017/2018,58,Idaho,1.34961049032361e-06
Dynamic Harmonic Model,2014/2015,59,Idaho,0.999999953750538
Historical Average,2014/2015,59,Idaho,4.30183981435831e-09
Subtype Historical Average,2014/2015,59,Idaho,4.19476221453154e-08
Dynamic Harmonic Model,2015/2016,59,Idaho,0.887700632315194
Historical Average,2015/2016,59,Idaho,0.112298787908911
Subtype Historical Average,2015/2016,59,Idaho,5.79775895122331e-07
Dynamic Harmonic Model,2016/2017,59,Idaho,0.870908002128343
Historical Average,2016/2017,59,Idaho,0.12909118205095
Subtype Historical Average,2016/2017,59,Idaho,8.15820706537968e-07
Dynamic Harmonic Model,2017/2018,59,Idaho,0.877619099377701
Historical Average,2017/2018,59,Idaho,0.122379698847153
Subtype Historical Average,2017/2018,59,Idaho,1.2017751462277e-06
Dynamic Harmonic Model,2014/2015,60,Idaho,0.999999963230935
Historical Average,2014/2015,60,Idaho,6.99857809327561e-09
Subtype Historical Average,2014/2015,60,Idaho,2.97704871475078e-08
Dynamic Harmonic Model,2015/2016,60,Idaho,0.898984231918442
Historical Average,2015/2016,60,Idaho,0.101015400041867
Subtype Historical Average,2015/2016,60,Idaho,3.68039691629437e-07
Dynamic Harmonic Model,2016/2017,60,Idaho,0.873162262155324
Historical Average,2016/2017,60,Idaho,0.126837017231759
Subtype Historical Average,2016/2017,60,Idaho,7.20612916101957e-07
Dynamic Harmonic Model,2017/2018,60,Idaho,0.889796588542136
Historical Average,2017/2018,60,Idaho,0.110202810682321
Subtype Historical Average,2017/2018,60,Idaho,6.00775543098257e-07
Dynamic Harmonic Model,2014/2015,61,Idaho,0.999999978526386
Historical Average,2014/2015,61,Idaho,6.53531616846758e-09
Subtype Historical Average,2014/2015,61,Idaho,1.49382979165879e-08
Dynamic Harmonic Model,2015/2016,61,Idaho,0.901969930609058
Historical Average,2015/2016,61,Idaho,0.098029652810962
Subtype Historical Average,2015/2016,61,Idaho,4.16579979560168e-07
Dynamic Harmonic Model,2016/2017,61,Idaho,0.883113144986511
Historical Average,2016/2017,61,Idaho,0.116886286705032
Subtype Historical Average,2016/2017,61,Idaho,5.6830845700171e-07
Dynamic Harmonic Model,2017/2018,61,Idaho,0.89650190765668
Historical Average,2017/2018,61,Idaho,0.103497567668398
Subtype Historical Average,2017/2018,61,Idaho,5.24674921333243e-07
Dynamic Harmonic Model,2014/2015,62,Idaho,0.999999985261263
Historical Average,2014/2015,62,Idaho,4.0620570042516e-09
Subtype Historical Average,2014/2015,62,Idaho,1.06766800415008e-08
Dynamic Harmonic Model,2015/2016,62,Idaho,0.9088303154161
Historical Average,2015/2016,62,Idaho,0.0911693450205225
Subtype Historical Average,2015/2016,62,Idaho,3.3956337724775e-07
Dynamic Harmonic Model,2016/2017,62,Idaho,0.898891185662212
Historical Average,2016/2017,62,Idaho,0.101108444271545
Subtype Historical Average,2016/2017,62,Idaho,3.70066243011956e-07
Dynamic Harmonic Model,2017/2018,62,Idaho,0.901439257976789
Historical Average,2017/2018,62,Idaho,0.0985603755241872
Subtype Historical Average,2017/2018,62,Idaho,3.66499023893663e-07
Dynamic Harmonic Model,2014/2015,63,Idaho,0.999999991185829
Historical Average,2014/2015,63,Idaho,1.58259068707249e-09
Subtype Historical Average,2014/2015,63,Idaho,7.2315807476029e-09
Dynamic Harmonic Model,2015/2016,63,Idaho,0.90530422228888
Historical Average,2015/2016,63,Idaho,0.0946954312037922
Subtype Historical Average,2015/2016,63,Idaho,3.46507328131368e-07
Dynamic Harmonic Model,2016/2017,63,Idaho,0.901009403138028
Historical Average,2016/2017,63,Idaho,0.0989902453024321
Subtype Historical Average,2016/2017,63,Idaho,3.51559539596067e-07
Dynamic Harmonic Model,2017/2018,63,Idaho,0.905529636557383
Historical Average,2017/2018,63,Idaho,0.0944700010568698
Subtype Historical Average,2017/2018,63,Idaho,3.62385747174922e-07
Dynamic Harmonic Model,2014/2015,64,Idaho,0.999999995178276
Historical Average,2014/2015,64,Idaho,1.92427012804323e-09
Subtype Historical Average,2014/2015,64,Idaho,2.89745347685705e-09
Dynamic Harmonic Model,2015/2016,64,Idaho,0.906210472486704
Historical Average,2015/2016,64,Idaho,0.0937893001335001
Subtype Historical Average,2015/2016,64,Idaho,2.27379795338279e-07
Dynamic Harmonic Model,2016/2017,64,Idaho,0.900796440637581
Historical Average,2016/2017,64,Idaho,0.099203323688214
Subtype Historical Average,2016/2017,64,Idaho,2.35674204519665e-07
Dynamic Harmonic Model,2017/2018,64,Idaho,0.910637370445144
Historical Average,2017/2018,64,Idaho,0.089362436727949
Subtype Historical Average,2017/2018,64,Idaho,1.92826907147732e-07
Dynamic Harmonic Model,2014/2015,65,Idaho,0.999999990743606
Historical Average,2014/2015,65,Idaho,5.07509983873023e-09
Subtype Historical Average,2014/2015,65,Idaho,4.18129406690893e-09
Dynamic Harmonic Model,2015/2016,65,Idaho,0.899288792909163
Historical Average,2015/2016,65,Idaho,0.100711017568197
Subtype Historical Average,2015/2016,65,Idaho,1.89522639670538e-07
Dynamic Harmonic Model,2016/2017,65,Idaho,0.893434683150438
Historical Average,2016/2017,65,Idaho,0.106565132428536
Subtype Historical Average,2016/2017,65,Idaho,1.84421026296317e-07
Dynamic Harmonic Model,2017/2018,65,Idaho,0.901538636403365
Historical Average,2017/2018,65,Idaho,0.0984611893225625
Subtype Historical Average,2017/2018,65,Idaho,1.74274072497139e-07
Dynamic Harmonic Model,2014/2015,66,Idaho,0.999999991975722
Historical Average,2014/2015,66,Idaho,4.14233948014029e-09
Subtype Historical Average,2014/2015,66,Idaho,3.88193813907824e-09
Dynamic Harmonic Model,2015/2016,66,Idaho,0.900253332148299
Historical Average,2015/2016,66,Idaho,0.0997464847029876
Subtype Historical Average,2015/2016,66,Idaho,1.83148713690266e-07
Dynamic Harmonic Model,2016/2017,66,Idaho,0.889941001007295
Historical Average,2016/2017,66,Idaho,0.110058788061176
Subtype Historical Average,2016/2017,66,Idaho,2.10931529455625e-07
Dynamic Harmonic Model,2017/2018,66,Idaho,0.904683668510945
Historical Average,2017/2018,66,Idaho,0.0953161479347432
Subtype Historical Average,2017/2018,66,Idaho,1.83554312027302e-07
Dynamic Harmonic Model,2014/2015,67,Idaho,0.999999997277202
Historical Average,2014/2015,67,Idaho,1.34931583398873e-09
Subtype Historical Average,2014/2015,67,Idaho,1.37348187522793e-09
Dynamic Harmonic Model,2015/2016,67,Idaho,0.908047780087345
Historical Average,2015/2016,67,Idaho,0.0919520336701816
Subtype Historical Average,2015/2016,67,Idaho,1.86242473298053e-07
Dynamic Harmonic Model,2016/2017,67,Idaho,0.906964673641895
Historical Average,2016/2017,67,Idaho,0.0930351407108336
Subtype Historical Average,2016/2017,67,Idaho,1.85647271497628e-07
Dynamic Harmonic Model,2017/2018,67,Idaho,0.908379014015122
Historical Average,2017/2018,67,Idaho,0.0916208122412558
Subtype Historical Average,2017/2018,67,Idaho,1.73743622306707e-07
Dynamic Harmonic Model,2014/2015,68,Idaho,0.999999995476807
Historical Average,2014/2015,68,Idaho,2.17578374952959e-09
Subtype Historical Average,2014/2015,68,Idaho,2.34740968949734e-09
Dynamic Harmonic Model,2015/2016,68,Idaho,0.909698436538331
Historical Average,2015/2016,68,Idaho,0.0903013265313946
Subtype Historical Average,2015/2016,68,Idaho,2.36930274239083e-07
Dynamic Harmonic Model,2016/2017,68,Idaho,0.909191513204083
Historical Average,2016/2017,68,Idaho,0.0908082589338645
Subtype Historical Average,2016/2017,68,Idaho,2.27862052721675e-07
Dynamic Harmonic Model,2017/2018,68,Idaho,0.908902693560146
Historical Average,2017/2018,68,Idaho,0.0910970662273133
Subtype Historical Average,2017/2018,68,Idaho,2.4021254086022e-07
Dynamic Harmonic Model,2014/2015,69,Idaho,0.999999992395345
Historical Average,2014/2015,69,Idaho,2.22931650712433e-09
Subtype Historical Average,2014/2015,69,Idaho,5.37533806641391e-09
Dynamic Harmonic Model,2015/2016,69,Idaho,0.911290443076208
Historical Average,2015/2016,69,Idaho,0.0887092688885034
Subtype Historical Average,2015/2016,69,Idaho,2.88035288815525e-07
Dynamic Harmonic Model,2016/2017,69,Idaho,0.908610768789402
Historical Average,2016/2017,69,Idaho,0.091388894532834
Subtype Historical Average,2016/2017,69,Idaho,3.36677763601522e-07
Dynamic Harmonic Model,2017/2018,69,Idaho,0.909368432128572
Historical Average,2017/2018,69,Idaho,0.0906311698845502
Subtype Historical Average,2017/2018,69,Idaho,3.97986878177388e-07
Dynamic Harmonic Model,2014/2015,70,Idaho,0.999999992091273
Historical Average,2014/2015,70,Idaho,2.92882296754029e-09
Subtype Historical Average,2014/2015,70,Idaho,4.97990423733177e-09
Dynamic Harmonic Model,2015/2016,70,Idaho,0.906487444005696
Historical Average,2015/2016,70,Idaho,0.0935122412275346
Subtype Historical Average,2015/2016,70,Idaho,3.14766769042117e-07
Dynamic Harmonic Model,2016/2017,70,Idaho,0.907586232894779
Historical Average,2016/2017,70,Idaho,0.0924134778465518
Subtype Historical Average,2016/2017,70,Idaho,2.89258669207012e-07
Dynamic Harmonic Model,2017/2018,70,Idaho,0.909901857941653
Historical Average,2017/2018,70,Idaho,0.0900978794046092
Subtype Historical Average,2017/2018,70,Idaho,2.62653737697602e-07
Dynamic Harmonic Model,2014/2015,71,Idaho,0.999999996887764
Historical Average,2014/2015,71,Idaho,8.49960827877776e-10
Subtype Historical Average,2014/2015,71,Idaho,2.26227561985515e-09
Dynamic Harmonic Model,2015/2016,71,Idaho,0.912758114251579
Historical Average,2015/2016,71,Idaho,0.087241562350539
Subtype Historical Average,2015/2016,71,Idaho,3.23397881719337e-07
Dynamic Harmonic Model,2016/2017,71,Idaho,0.914671761619351
Historical Average,2016/2017,71,Idaho,0.0853279433468152
Subtype Historical Average,2016/2017,71,Idaho,2.95033833520811e-07
Dynamic Harmonic Model,2017/2018,71,Idaho,0.917224907868868
Historical Average,2017/2018,71,Idaho,0.0827748408703633
Subtype Historical Average,2017/2018,71,Idaho,2.51260768916564e-07
Dynamic Harmonic Model,2014/2015,72,Idaho,0.999999990031649
Historical Average,2014/2015,72,Idaho,1.0366196567407e-09
Subtype Historical Average,2014/2015,72,Idaho,8.93173101974722e-09
Dynamic Harmonic Model,2015/2016,72,Idaho,0.901157768730952
Historical Average,2015/2016,72,Idaho,0.0988416759196792
Subtype Historical Average,2015/2016,72,Idaho,5.55349368584613e-07
Dynamic Harmonic Model,2016/2017,72,Idaho,0.90137078281362
Historical Average,2016/2017,72,Idaho,0.0986286341427401
Subtype Historical Average,2016/2017,72,Idaho,5.83043639754037e-07
Dynamic Harmonic Model,2017/2018,72,Idaho,0.90637829469161
Historical Average,2017/2018,72,Idaho,0.0936212530932351
Subtype Historical Average,2017/2018,72,Idaho,4.52215154954293e-07
Dynamic Harmonic Model,2014/2015,40,Illinois,0.909766071883987
Historical Average,2014/2015,40,Illinois,0.0902002055144124
Subtype Historical Average,2014/2015,40,Illinois,3.37226016005274e-05
Dynamic Harmonic Model,2015/2016,40,Illinois,0.596161272170066
Historical Average,2015/2016,40,Illinois,0.403829104219309
Subtype Historical Average,2015/2016,40,Illinois,9.62361062467131e-06
Dynamic Harmonic Model,2016/2017,40,Illinois,0.956283485950344
Historical Average,2016/2017,40,Illinois,0.0437161258123709
Subtype Historical Average,2016/2017,40,Illinois,3.88237285180031e-07
Dynamic Harmonic Model,2017/2018,40,Illinois,0.999913666064233
Historical Average,2017/2018,40,Illinois,1.13796980567594e-08
Subtype Historical Average,2017/2018,40,Illinois,8.6322556068794e-05
Dynamic Harmonic Model,2014/2015,41,Illinois,0.999973103205468
Historical Average,2014/2015,41,Illinois,2.37293586212737e-05
Subtype Historical Average,2014/2015,41,Illinois,3.16743591083205e-06
Dynamic Harmonic Model,2015/2016,41,Illinois,0.490031438646463
Historical Average,2015/2016,41,Illinois,0.509950026754188
Subtype Historical Average,2015/2016,41,Illinois,1.85345993492701e-05
Dynamic Harmonic Model,2016/2017,41,Illinois,0.712467389265257
Historical Average,2016/2017,41,Illinois,0.287503508560658
Subtype Historical Average,2016/2017,41,Illinois,2.91021740848522e-05
Dynamic Harmonic Model,2017/2018,41,Illinois,0.296940783177151
Historical Average,2017/2018,41,Illinois,0.000173505784528389
Subtype Historical Average,2017/2018,41,Illinois,0.702885711038321
Dynamic Harmonic Model,2014/2015,42,Illinois,0.999951446999022
Historical Average,2014/2015,42,Illinois,2.63255387893939e-05
Subtype Historical Average,2014/2015,42,Illinois,2.22274621884256e-05
Dynamic Harmonic Model,2015/2016,42,Illinois,0.323978486467033
Historical Average,2015/2016,42,Illinois,0.425940562772925
Subtype Historical Average,2015/2016,42,Illinois,0.250080950760042
Dynamic Harmonic Model,2016/2017,42,Illinois,0.502357467809571
Historical Average,2016/2017,42,Illinois,0.240844222440786
Subtype Historical Average,2016/2017,42,Illinois,0.256798309749643
Dynamic Harmonic Model,2017/2018,42,Illinois,9.05396756642437e-11
Historical Average,2017/2018,42,Illinois,5.84734165394997e-05
Subtype Historical Average,2017/2018,42,Illinois,0.999941526492921
Dynamic Harmonic Model,2014/2015,43,Illinois,0.999993298363684
Historical Average,2014/2015,43,Illinois,5.19413955619161e-08
Subtype Historical Average,2014/2015,43,Illinois,6.64969492045281e-06
Dynamic Harmonic Model,2015/2016,43,Illinois,0.114665872555035
Historical Average,2015/2016,43,Illinois,0.000308580297528248
Subtype Historical Average,2015/2016,43,Illinois,0.885025547147436
Dynamic Harmonic Model,2016/2017,43,Illinois,0.324438793991393
Historical Average,2016/2017,43,Illinois,5.30376368524856e-05
Subtype Historical Average,2016/2017,43,Illinois,0.675508168371755
Dynamic Harmonic Model,2017/2018,43,Illinois,7.73048158698701e-10
Historical Average,2017/2018,43,Illinois,1.60827857294866e-05
Subtype Historical Average,2017/2018,43,Illinois,0.999983916441222
Dynamic Harmonic Model,2014/2015,44,Illinois,0.619996215086544
Historical Average,2014/2015,44,Illinois,2.04812622585415e-05
Subtype Historical Average,2014/2015,44,Illinois,0.379983303651198
Dynamic Harmonic Model,2015/2016,44,Illinois,0.400009453449858
Historical Average,2015/2016,44,Illinois,2.15078865604223e-05
Subtype Historical Average,2015/2016,44,Illinois,0.599969038663581
Dynamic Harmonic Model,2016/2017,44,Illinois,0.562813546987353
Historical Average,2016/2017,44,Illinois,1.03946642149076e-05
Subtype Historical Average,2016/2017,44,Illinois,0.437176058348432
Dynamic Harmonic Model,2017/2018,44,Illinois,0.593798170703113
Historical Average,2017/2018,44,Illinois,4.46697095651835e-06
Subtype Historical Average,2017/2018,44,Illinois,0.406197362325931
Dynamic Harmonic Model,2014/2015,45,Illinois,0.999066264735373
Historical Average,2014/2015,45,Illinois,2.7280954197386e-18
Subtype Historical Average,2014/2015,45,Illinois,0.000933735264626528
Dynamic Harmonic Model,2015/2016,45,Illinois,0.999899417542536
Historical Average,2015/2016,45,Illinois,1.65461397873581e-19
Subtype Historical Average,2015/2016,45,Illinois,0.000100582457464197
Dynamic Harmonic Model,2016/2017,45,Illinois,0.999999338983099
Historical Average,2016/2017,45,Illinois,1.53738407078539e-10
Subtype Historical Average,2016/2017,45,Illinois,6.60863162738144e-07
