component_model_id,season,Model Week,location,weight
Subtype Historical Average,2014/2015,46,Oregon,1.62953742191249e-06
Dynamic Harmonic Model,2015/2016,46,Oregon,0.999999874971076
Historical Average,2015/2016,46,Oregon,1.08080548620836e-07
Subtype Historical Average,2015/2016,46,Oregon,1.69483758417487e-08
Dynamic Harmonic Model,2016/2017,46,Oregon,0.999996320046422
Historical Average,2016/2017,46,Oregon,3.64404202355491e-06
Subtype Historical Average,2016/2017,46,Oregon,3.59115544750305e-08
Dynamic Harmonic Model,2017/2018,46,Oregon,0.976167368005595
Historical Average,2017/2018,46,Oregon,0.0237660488862177
Subtype Historical Average,2017/2018,46,Oregon,6.65831081877605e-05
Dynamic Harmonic Model,2014/2015,47,Oregon,0.999980296914216
Historical Average,2014/2015,47,Oregon,1.95939218597873e-05
Subtype Historical Average,2014/2015,47,Oregon,1.09163924688017e-07
Dynamic Harmonic Model,2015/2016,47,Oregon,0.999999927031191
Historical Average,2015/2016,47,Oregon,3.71628640726946e-08
Subtype Historical Average,2015/2016,47,Oregon,3.58059446293494e-08
Dynamic Harmonic Model,2016/2017,47,Oregon,0.999985130176107
Historical Average,2016/2017,47,Oregon,1.48299885985827e-05
Subtype Historical Average,2016/2017,47,Oregon,3.98352948051732e-08
Dynamic Harmonic Model,2017/2018,47,Oregon,0.826731509548262
Historical Average,2017/2018,47,Oregon,0.173013882776592
Subtype Historical Average,2017/2018,47,Oregon,0.000254607675146391
Dynamic Harmonic Model,2014/2015,48,Oregon,0.614888051864258
Historical Average,2014/2015,48,Oregon,0.385060145761548
Subtype Historical Average,2014/2015,48,Oregon,5.1802374193504e-05
Dynamic Harmonic Model,2015/2016,48,Oregon,0.999999900259216
Historical Average,2015/2016,48,Oregon,2.85741720130657e-08
Subtype Historical Average,2015/2016,48,Oregon,7.11666120230728e-08
Dynamic Harmonic Model,2016/2017,48,Oregon,0.695617826268608
Historical Average,2016/2017,48,Oregon,0.304356133447817
Subtype Historical Average,2016/2017,48,Oregon,2.60402835755992e-05
Dynamic Harmonic Model,2017/2018,48,Oregon,0.562897240923469
Historical Average,2017/2018,48,Oregon,0.414466912106206
Subtype Historical Average,2017/2018,48,Oregon,0.0226358469703253
Dynamic Harmonic Model,2014/2015,49,Oregon,0.625773185776574
Historical Average,2014/2015,49,Oregon,0.000480431566115612
Subtype Historical Average,2014/2015,49,Oregon,0.373746382657311
Dynamic Harmonic Model,2015/2016,49,Oregon,0.908403381434365
Historical Average,2015/2016,49,Oregon,2.94509403003003e-06
Subtype Historical Average,2015/2016,49,Oregon,0.091593673471605
Dynamic Harmonic Model,2016/2017,49,Oregon,0.947927977613402
Historical Average,2016/2017,49,Oregon,0.0139283059778423
Subtype Historical Average,2016/2017,49,Oregon,0.038143716408756
Dynamic Harmonic Model,2017/2018,49,Oregon,0.688087014758432
Historical Average,2017/2018,49,Oregon,2.66442354323953e-05
Subtype Historical Average,2017/2018,49,Oregon,0.311886341006136
Dynamic Harmonic Model,2014/2015,50,Oregon,0.748653481765352
Historical Average,2014/2015,50,Oregon,4.88186056142479e-05
Subtype Historical Average,2014/2015,50,Oregon,0.251297699629034
Dynamic Harmonic Model,2015/2016,50,Oregon,0.896862792153438
Historical Average,2015/2016,50,Oregon,1.72763250954975e-06
Subtype Historical Average,2015/2016,50,Oregon,0.103135480214052
Dynamic Harmonic Model,2016/2017,50,Oregon,0.999998811378437
Historical Average,2016/2017,50,Oregon,9.96705225810368e-08
Subtype Historical Average,2016/2017,50,Oregon,1.08895104005589e-06
Dynamic Harmonic Model,2017/2018,50,Oregon,0.689013749157746
Historical Average,2017/2018,50,Oregon,7.44395928312703e-06
Subtype Historical Average,2017/2018,50,Oregon,0.310978806882971
Dynamic Harmonic Model,2014/2015,51,Oregon,0.949390612205791
Historical Average,2014/2015,51,Oregon,1.05517111435117e-05
Subtype Historical Average,2014/2015,51,Oregon,0.0505988360830656
Dynamic Harmonic Model,2015/2016,51,Oregon,0.999949492439787
Historical Average,2015/2016,51,Oregon,2.36941180018621e-16
Subtype Historical Average,2015/2016,51,Oregon,5.05075602128306e-05
Dynamic Harmonic Model,2016/2017,51,Oregon,0.999999890377657
Historical Average,2016/2017,51,Oregon,4.73662319507035e-08
Subtype Historical Average,2016/2017,51,Oregon,6.22561112631818e-08
Dynamic Harmonic Model,2017/2018,51,Oregon,0.960199302220464
Historical Average,2017/2018,51,Oregon,6.13508126518774e-06
Subtype Historical Average,2017/2018,51,Oregon,0.039794562698271
Dynamic Harmonic Model,2014/2015,52,Oregon,0.999999787995303
Historical Average,2014/2015,52,Oregon,1.01922571381578e-07
Subtype Historical Average,2014/2015,52,Oregon,1.10082125179516e-07
Dynamic Harmonic Model,2015/2016,52,Oregon,0.999999887746475
