component_model_id,season,Model Week,location,weight
Dynamic Harmonic Model,2016/2017,41,Maryland,0.999997404756024
Dynamic Harmonic Model,2016/2017,42,Maryland,0.999997404756024
Dynamic Harmonic Model,2016/2017,43,Maryland,0.999997404756024
Dynamic Harmonic Model,2016/2017,44,Maryland,0.999997404756024
Historical Average,2016/2017,40,Maryland,2.58121585076111e-06
Historical Average,2016/2017,41,Maryland,2.58121585076111e-06
Historical Average,2016/2017,42,Maryland,2.58121585076111e-06
Historical Average,2016/2017,43,Maryland,2.58121585076111e-06
Historical Average,2016/2017,44,Maryland,2.58121585076111e-06
Subtype Historical Average,2016/2017,40,Maryland,1.40281253789602e-08
Subtype Historical Average,2016/2017,41,Maryland,1.40281253789602e-08
Subtype Historical Average,2016/2017,42,Maryland,1.40281253789602e-08
Subtype Historical Average,2016/2017,43,Maryland,1.40281253789602e-08
Subtype Historical Average,2016/2017,44,Maryland,1.40281253789602e-08
Dynamic Harmonic Model,2017/2018,40,Maryland,0.999999162225377
Dynamic Harmonic Model,2017/2018,41,Maryland,0.999999162225377
Dynamic Harmonic Model,2017/2018,42,Maryland,0.999999162225377
Dynamic Harmonic Model,2017/2018,43,Maryland,0.999999162225377
Dynamic Harmonic Model,2017/2018,44,Maryland,0.999999162225377
Historical Average,2017/2018,40,Maryland,7.97598256254632e-07
Historical Average,2017/2018,41,Maryland,7.97598256254632e-07
Historical Average,2017/2018,42,Maryland,7.97598256254632e-07
Historical Average,2017/2018,43,Maryland,7.97598256254632e-07
Historical Average,2017/2018,44,Maryland,7.97598256254632e-07
Subtype Historical Average,2017/2018,40,Maryland,4.01763667351524e-08
Subtype Historical Average,2017/2018,41,Maryland,4.01763667351524e-08
Subtype Historical Average,2017/2018,42,Maryland,4.01763667351524e-08
Subtype Historical Average,2017/2018,43,Maryland,4.01763667351524e-08
Subtype Historical Average,2017/2018,44,Maryland,4.01763667351524e-08
Dynamic Harmonic Model,2014/2015,45,Maryland,0.654535928860064
Dynamic Harmonic Model,2014/2015,46,Maryland,0.654535928860064
Dynamic Harmonic Model,2014/2015,47,Maryland,0.654535928860064
Dynamic Harmonic Model,2014/2015,48,Maryland,0.654535928860064
Historical Average,2014/2015,45,Maryland,0.345376498038819
Historical Average,2014/2015,46,Maryland,0.345376498038819
Historical Average,2014/2015,47,Maryland,0.345376498038819
Historical Average,2014/2015,48,Maryland,0.345376498038819
Subtype Historical Average,2014/2015,45,Maryland,8.75731011166536e-05
Subtype Historical Average,2014/2015,46,Maryland,8.75731011166536e-05
Subtype Historical Average,2014/2015,47,Maryland,8.75731011166536e-05
Subtype Historical Average,2014/2015,48,Maryland,8.75731011166536e-05
Dynamic Harmonic Model,2015/2016,45,Maryland,0.521746432797373
Dynamic Harmonic Model,2015/2016,46,Maryland,0.521746432797373
Dynamic Harmonic Model,2015/2016,47,Maryland,0.521746432797373
Dynamic Harmonic Model,2015/2016,48,Maryland,0.521746432797373
Historical Average,2015/2016,45,Maryland,0.09525306827957
Historical Average,2015/2016,46,Maryland,0.09525306827957
Historical Average,2015/2016,47,Maryland,0.09525306827957
Historical Average,2015/2016,48,Maryland,0.09525306827957
Subtype Historical Average,2015/2016,45,Maryland,0.383000498923057
Subtype Historical Average,2015/2016,46,Maryland,0.383000498923057
Subtype Historical Average,2015/2016,47,Maryland,0.383000498923057
Subtype Historical Average,2015/2016,48,Maryland,0.383000498923057
Dynamic Harmonic Model,2016/2017,45,Maryland,0.466911256287689
Dynamic Harmonic Model,2016/2017,46,Maryland,0.466911256287689
Dynamic Harmonic Model,2016/2017,47,Maryland,0.466911256287689
Dynamic Harmonic Model,2016/2017,48,Maryland,0.466911256287689
Historical Average,2016/2017,45,Maryland,0.532695355034945
Historical Average,2016/2017,46,Maryland,0.532695355034945
Historical Average,2016/2017,47,Maryland,0.532695355034945
Historical Average,2016/2017,48,Maryland,0.532695355034945
Subtype Historical Average,2016/2017,45,Maryland,0.000393388677365656
Subtype Historical Average,2016/2017,46,Maryland,0.000393388677365656
Subtype Historical Average,2016/2017,47,Maryland,0.000393388677365656
Subtype Historical Average,2016/2017,48,Maryland,0.000393388677365656
Dynamic Harmonic Model,2017/2018,45,Maryland,0.915653410404395
Dynamic Harmonic Model,2017/2018,46,Maryland,0.915653410404395
Dynamic Harmonic Model,2017/2018,47,Maryland,0.915653410404395
Dynamic Harmonic Model,2017/2018,48,Maryland,0.915653410404395
Historical Average,2017/2018,45,Maryland,0.00250851771792826
Historical Average,2017/2018,46,Maryland,0.00250851771792826
Historical Average,2017/2018,47,Maryland,0.00250851771792826
Historical Average,2017/2018,48,Maryland,0.00250851771792826
Subtype Historical Average,2017/2018,45,Maryland,0.0818380718776768
Subtype Historical Average,2017/2018,46,Maryland,0.0818380718776768
Subtype Historical Average,2017/2018,47,Maryland,0.0818380718776768
Subtype Historical Average,2017/2018,48,Maryland,0.0818380718776768
Dynamic Harmonic Model,2014/2015,49,Maryland,0.884697039905323
Dynamic Harmonic Model,2014/2015,50,Maryland,0.884697039905323
Dynamic Harmonic Model,2014/2015,51,Maryland,0.884697039905323
Dynamic Harmonic Model,2014/2015,52,Maryland,0.884697039905323
Historical Average,2014/2015,49,Maryland,0.115167410938205
Historical Average,2014/2015,50,Maryland,0.115167410938205
Historical Average,2014/2015,51,Maryland,0.115167410938205
Historical Average,2014/2015,52,Maryland,0.115167410938205
Subtype Historical Average,2014/2015,49,Maryland,0.000135549156472106
Subtype Historical Average,2014/2015,50,Maryland,0.000135549156472106
Subtype Historical Average,2014/2015,51,Maryland,0.000135549156472106
Subtype Historical Average,2014/2015,52,Maryland,0.000135549156472106
Dynamic Harmonic Model,2015/2016,49,Maryland,0.911021590653503
Dynamic Harmonic Model,2015/2016,50,Maryland,0.911021590653503
Dynamic Harmonic Model,2015/2016,51,Maryland,0.911021590653503
Dynamic Harmonic Model,2015/2016,52,Maryland,0.911021590653503
Historical Average,2015/2016,49,Maryland,0.0889651223226869
Historical Average,2015/2016,50,Maryland,0.0889651223226869
Historical Average,2015/2016,51,Maryland,0.0889651223226869
Historical Average,2015/2016,52,Maryland,0.0889651223226869
Subtype Historical Average,2015/2016,49,Maryland,1.32870238099275e-05
Subtype Historical Average,2015/2016,50,Maryland,1.32870238099275e-05
Subtype Historical Average,2015/2016,51,Maryland,1.32870238099275e-05
Subtype Historical Average,2015/2016,52,Maryland,1.32870238099275e-05
Dynamic Harmonic Model,2016/2017,49,Maryland,0.892692229715886
Dynamic Harmonic Model,2016/2017,50,Maryland,0.892692229715886
Dynamic Harmonic Model,2016/2017,51,Maryland,0.892692229715886
Dynamic Harmonic Model,2016/2017,52,Maryland,0.892692229715886
Historical Average,2016/2017,49,Maryland,0.107289137880661
Historical Average,2016/2017,50,Maryland,0.107289137880661
Historical Average,2016/2017,51,Maryland,0.107289137880661
Historical Average,2016/2017,52,Maryland,0.107289137880661
Subtype Historical Average,2016/2017,49,Maryland,1.86324034539434e-05
Subtype Historical Average,2016/2017,50,Maryland,1.86324034539434e-05
Subtype Historical Average,2016/2017,51,Maryland,1.86324034539434e-05
Subtype Historical Average,2016/2017,52,Maryland,1.86324034539434e-05
Dynamic Harmonic Model,2017/2018,49,Maryland,0.999999641845407
Dynamic Harmonic Model,2017/2018,50,Maryland,0.999999641845407
Dynamic Harmonic Model,2017/2018,51,Maryland,0.999999641845407
Dynamic Harmonic Model,2017/2018,52,Maryland,0.999999641845407
Historical Average,2017/2018,49,Maryland,2.87957177888396e-07
Historical Average,2017/2018,50,Maryland,2.87957177888396e-07
Historical Average,2017/2018,51,Maryland,2.87957177888396e-07
Historical Average,2017/2018,52,Maryland,2.87957177888396e-07
Subtype Historical Average,2017/2018,49,Maryland,7.01974154856861e-08
Subtype Historical Average,2017/2018,50,Maryland,7.01974154856861e-08
Subtype Historical Average,2017/2018,51,Maryland,7.01974154856861e-08
Subtype Historical Average,2017/2018,52,Maryland,7.01974154856861e-08
Dynamic Harmonic Model,2014/2015,53,Maryland,0.924668802179354
Dynamic Harmonic Model,2014/2015,54,Maryland,0.924668802179354
Dynamic Harmonic Model,2014/2015,55,Maryland,0.924668802179354
Dynamic Harmonic Model,2014/2015,56,Maryland,0.924668802179354
Historical Average,2014/2015,53,Maryland,0.0753154865964619
Historical Average,2014/2015,54,Maryland,0.0753154865964619
Historical Average,2014/2015,55,Maryland,0.0753154865964619
Historical Average,2014/2015,56,Maryland,0.0753154865964619
Subtype Historical Average,2014/2015,53,Maryland,1.57112241836337e-05
Subtype Historical Average,2014/2015,54,Maryland,1.57112241836337e-05
Subtype Historical Average,2014/2015,55,Maryland,1.57112241836337e-05
Subtype Historical Average,2014/2015,56,Maryland,1.57112241836337e-05
Dynamic Harmonic Model,2015/2016,53,Maryland,0.800529530076534
Dynamic Harmonic Model,2015/2016,54,Maryland,0.800529530076534
Dynamic Harmonic Model,2015/2016,55,Maryland,0.800529530076534
Dynamic Harmonic Model,2015/2016,56,Maryland,0.800529530076534
Historical Average,2015/2016,53,Maryland,0.19946491050981
Historical Average,2015/2016,54,Maryland,0.19946491050981
Historical Average,2015/2016,55,Maryland,0.19946491050981
Historical Average,2015/2016,56,Maryland,0.19946491050981
Subtype Historical Average,2015/2016,53,Maryland,5.55941365559096e-06
Subtype Historical Average,2015/2016,54,Maryland,5.55941365559096e-06
Subtype Historical Average,2015/2016,55,Maryland,5.55941365559096e-06
Subtype Historical Average,2015/2016,56,Maryland,5.55941365559096e-06
Dynamic Harmonic Model,2016/2017,53,Maryland,0.808297475739703
Dynamic Harmonic Model,2016/2017,54,Maryland,0.808297475739703
Dynamic Harmonic Model,2016/2017,55,Maryland,0.808297475739703
Dynamic Harmonic Model,2016/2017,56,Maryland,0.808297475739703
Historical Average,2016/2017,53,Maryland,0.191694578564688
Historical Average,2016/2017,54,Maryland,0.191694578564688
Historical Average,2016/2017,55,Maryland,0.191694578564688
Historical Average,2016/2017,56,Maryland,0.191694578564688
Subtype Historical Average,2016/2017,53,Maryland,7.94569560955564e-06
Subtype Historical Average,2016/2017,54,Maryland,7.94569560955564e-06
Subtype Historical Average,2016/2017,55,Maryland,7.94569560955564e-06
Subtype Historical Average,2016/2017,56,Maryland,7.94569560955564e-06
Dynamic Harmonic Model,2017/2018,53,Maryland,0.822059720505799
Dynamic Harmonic Model,2017/2018,54,Maryland,0.822059720505799
Dynamic Harmonic Model,2017/2018,55,Maryland,0.822059720505799
Dynamic Harmonic Model,2017/2018,56,Maryland,0.822059720505799
Historical Average,2017/2018,53,Maryland,0.17792796856997
Historical Average,2017/2018,54,Maryland,0.17792796856997
Historical Average,2017/2018,55,Maryland,0.17792796856997
Historical Average,2017/2018,56,Maryland,0.17792796856997
Subtype Historical Average,2017/2018,53,Maryland,1.2310924231137e-05
Subtype Historical Average,2017/2018,54,Maryland,1.2310924231137e-05
Subtype Historical Average,2017/2018,55,Maryland,1.2310924231137e-05
Subtype Historical Average,2017/2018,56,Maryland,1.2310924231137e-05
Dynamic Harmonic Model,2014/2015,57,Maryland,0.931482620838313
Dynamic Harmonic Model,2014/2015,58,Maryland,0.931482620838313
Dynamic Harmonic Model,2014/2015,59,Maryland,0.931482620838313
Dynamic Harmonic Model,2014/2015,60,Maryland,0.931482620838313
Historical Average,2014/2015,57,Maryland,0.0685095233738596
Historical Average,2014/2015,58,Maryland,0.0685095233738596
Historical Average,2014/2015,59,Maryland,0.0685095233738596
Historical Average,2014/2015,60,Maryland,0.0685095233738596
Subtype Historical Average,2014/2015,57,Maryland,7.85578782771642e-06
Subtype Historical Average,2014/2015,58,Maryland,7.85578782771642e-06
Subtype Historical Average,2014/2015,59,Maryland,7.85578782771642e-06
Subtype Historical Average,2014/2015,60,Maryland,7.85578782771642e-06
Dynamic Harmonic Model,2015/2016,57,Maryland,0.829172068427707
Dynamic Harmonic Model,2015/2016,58,Maryland,0.829172068427707
Dynamic Harmonic Model,2015/2016,59,Maryland,0.829172068427707
Dynamic Harmonic Model,2015/2016,60,Maryland,0.829172068427707
Historical Average,2015/2016,57,Maryland,0.170826753791877
Historical Average,2015/2016,58,Maryland,0.170826753791877
Historical Average,2015/2016,59,Maryland,0.170826753791877
Historical Average,2015/2016,60,Maryland,0.170826753791877
Subtype Historical Average,2015/2016,57,Maryland,1.17778041572361e-06
Subtype Historical Average,2015/2016,58,Maryland,1.17778041572361e-06
Subtype Historical Average,2015/2016,59,Maryland,1.17778041572361e-06
Subtype Historical Average,2015/2016,60,Maryland,1.17778041572361e-06
Dynamic Harmonic Model,2016/2017,57,Maryland,0.789493859823714
Dynamic Harmonic Model,2016/2017,58,Maryland,0.789493859823714
Dynamic Harmonic Model,2016/2017,59,Maryland,0.789493859823714
Dynamic Harmonic Model,2016/2017,60,Maryland,0.789493859823714
Historical Average,2016/2017,57,Maryland,0.210504834695009
Historical Average,2016/2017,58,Maryland,0.210504834695009
Historical Average,2016/2017,59,Maryland,0.210504834695009
Historical Average,2016/2017,60,Maryland,0.210504834695009
Subtype Historical Average,2016/2017,57,Maryland,1.30548127709387e-06
Subtype Historical Average,2016/2017,58,Maryland,1.30548127709387e-06
Subtype Historical Average,2016/2017,59,Maryland,1.30548127709387e-06
Subtype Historical Average,2016/2017,60,Maryland,1.30548127709387e-06
Dynamic Harmonic Model,2017/2018,57,Maryland,0.861320646020828
Dynamic Harmonic Model,2017/2018,58,Maryland,0.861320646020828
Dynamic Harmonic Model,2017/2018,59,Maryland,0.861320646020828
Dynamic Harmonic Model,2017/2018,60,Maryland,0.861320646020828
Historical Average,2017/2018,57,Maryland,0.138678210427678
Historical Average,2017/2018,58,Maryland,0.138678210427678
Historical Average,2017/2018,59,Maryland,0.138678210427678
Historical Average,2017/2018,60,Maryland,0.138678210427678
Subtype Historical Average,2017/2018,57,Maryland,1.14355149416595e-06
Subtype Historical Average,2017/2018,58,Maryland,1.14355149416595e-06
Subtype Historical Average,2017/2018,59,Maryland,1.14355149416595e-06
Subtype Historical Average,2017/2018,60,Maryland,1.14355149416595e-06
Dynamic Harmonic Model,2014/2015,61,Maryland,0.999999944326078
Dynamic Harmonic Model,2014/2015,62,Maryland,0.999999944326078
Dynamic Harmonic Model,2014/2015,63,Maryland,0.999999944326078
Dynamic Harmonic Model,2014/2015,64,Maryland,0.999999944326078
Historical Average,2014/2015,61,Maryland,2.59640887665984e-08
Historical Average,2014/2015,62,Maryland,2.59640887665984e-08
Historical Average,2014/2015,63,Maryland,2.59640887665984e-08
Historical Average,2014/2015,64,Maryland,2.59640887665984e-08
Subtype Historical Average,2014/2015,61,Maryland,2.97098335296086e-08
Subtype Historical Average,2014/2015,62,Maryland,2.97098335296086e-08
Subtype Historical Average,2014/2015,63,Maryland,2.97098335296086e-08
Subtype Historical Average,2014/2015,64,Maryland,2.97098335296086e-08
Dynamic Harmonic Model,2015/2016,61,Maryland,0.881506578637154
Dynamic Harmonic Model,2015/2016,62,Maryland,0.881506578637154
Dynamic Harmonic Model,2015/2016,63,Maryland,0.881506578637154
Dynamic Harmonic Model,2015/2016,64,Maryland,0.881506578637154
Historical Average,2015/2016,61,Maryland,0.11849255173963
Historical Average,2015/2016,62,Maryland,0.11849255173963
Historical Average,2015/2016,63,Maryland,0.11849255173963
Historical Average,2015/2016,64,Maryland,0.11849255173963
Subtype Historical Average,2015/2016,61,Maryland,8.69623215261938e-07
Subtype Historical Average,2015/2016,62,Maryland,8.69623215261938e-07
Subtype Historical Average,2015/2016,63,Maryland,8.69623215261938e-07
Subtype Historical Average,2015/2016,64,Maryland,8.69623215261938e-07
Dynamic Harmonic Model,2016/2017,61,Maryland,0.822874947827423
Dynamic Harmonic Model,2016/2017,62,Maryland,0.822874947827423
Dynamic Harmonic Model,2016/2017,63,Maryland,0.822874947827423
Dynamic Harmonic Model,2016/2017,64,Maryland,0.822874947827423
Historical Average,2016/2017,61,Maryland,0.177123389051381
Historical Average,2016/2017,62,Maryland,0.177123389051381
Historical Average,2016/2017,63,Maryland,0.177123389051381
Historical Average,2016/2017,64,Maryland,0.177123389051381
Subtype Historical Average,2016/2017,61,Maryland,1.66312119614752e-06
Subtype Historical Average,2016/2017,62,Maryland,1.66312119614752e-06
Subtype Historical Average,2016/2017,63,Maryland,1.66312119614752e-06
Subtype Historical Average,2016/2017,64,Maryland,1.66312119614752e-06
Dynamic Harmonic Model,2017/2018,61,Maryland,0.874882288567164
Dynamic Harmonic Model,2017/2018,62,Maryland,0.874882288567164
Dynamic Harmonic Model,2017/2018,63,Maryland,0.874882288567164
Dynamic Harmonic Model,2017/2018,64,Maryland,0.874882288567164
Historical Average,2017/2018,61,Maryland,0.125116811017516
Historical Average,2017/2018,62,Maryland,0.125116811017516
Historical Average,2017/2018,63,Maryland,0.125116811017516
Historical Average,2017/2018,64,Maryland,0.125116811017516
Subtype Historical Average,2017/2018,61,Maryland,9.00415319575955e-07
Subtype Historical Average,2017/2018,62,Maryland,9.00415319575955e-07
Subtype Historical Average,2017/2018,63,Maryland,9.00415319575955e-07
Subtype Historical Average,2017/2018,64,Maryland,9.00415319575955e-07
Dynamic Harmonic Model,2014/2015,65,Maryland,0.999999301822522
Dynamic Harmonic Model,2014/2015,66,Maryland,0.999999301822522
Dynamic Harmonic Model,2014/2015,67,Maryland,0.999999301822522
Dynamic Harmonic Model,2014/2015,68,Maryland,0.999999301822522
Historical Average,2014/2015,65,Maryland,2.59976003901039e-07
Historical Average,2014/2015,66,Maryland,2.59976003901039e-07
Historical Average,2014/2015,67,Maryland,2.59976003901039e-07
Historical Average,2014/2015,68,Maryland,2.59976003901039e-07
Subtype Historical Average,2014/2015,65,Maryland,4.38201473970843e-07
Subtype Historical Average,2014/2015,66,Maryland,4.38201473970843e-07
Subtype Historical Average,2014/2015,67,Maryland,4.38201473970843e-07
Subtype Historical Average,2014/2015,68,Maryland,4.38201473970843e-07
Dynamic Harmonic Model,2015/2016,65,Maryland,0.736340520127527
Dynamic Harmonic Model,2015/2016,66,Maryland,0.736340520127527
Dynamic Harmonic Model,2015/2016,67,Maryland,0.736340520127527
Dynamic Harmonic Model,2015/2016,68,Maryland,0.736340520127527
Historical Average,2015/2016,65,Maryland,0.263653927352194
Historical Average,2015/2016,66,Maryland,0.263653927352194
Historical Average,2015/2016,67,Maryland,0.263653927352194
Historical Average,2015/2016,68,Maryland,0.263653927352194
Subtype Historical Average,2015/2016,65,Maryland,5.5525202790624e-06
Subtype Historical Average,2015/2016,66,Maryland,5.5525202790624e-06
Subtype Historical Average,2015/2016,67,Maryland,5.5525202790624e-06
Subtype Historical Average,2015/2016,68,Maryland,5.5525202790624e-06
Dynamic Harmonic Model,2016/2017,65,Maryland,0.811010047531271
Dynamic Harmonic Model,2016/2017,66,Maryland,0.811010047531271
Dynamic Harmonic Model,2016/2017,67,Maryland,0.811010047531271
Dynamic Harmonic Model,2016/2017,68,Maryland,0.811010047531271
Historical Average,2016/2017,65,Maryland,0.188987221101295
Historical Average,2016/2017,66,Maryland,0.188987221101295
Historical Average,2016/2017,67,Maryland,0.188987221101295
Historical Average,2016/2017,68,Maryland,0.188987221101295
Subtype Historical Average,2016/2017,65,Maryland,2.73136743469286e-06
Subtype Historical Average,2016/2017,66,Maryland,2.73136743469286e-06
Subtype Historical Average,2016/2017,67,Maryland,2.73136743469286e-06
Subtype Historical Average,2016/2017,68,Maryland,2.73136743469286e-06
Dynamic Harmonic Model,2017/2018,65,Maryland,0.781636589596584
Dynamic Harmonic Model,2017/2018,66,Maryland,0.781636589596584
Dynamic Harmonic Model,2017/2018,67,Maryland,0.781636589596584
Dynamic Harmonic Model,2017/2018,68,Maryland,0.781636589596584
Historical Average,2017/2018,65,Maryland,0.218360035004142
Historical Average,2017/2018,66,Maryland,0.218360035004142
Historical Average,2017/2018,67,Maryland,0.218360035004142
Historical Average,2017/2018,68,Maryland,0.218360035004142
Subtype Historical Average,2017/2018,65,Maryland,3.37539927418574e-06
Subtype Historical Average,2017/2018,66,Maryland,3.37539927418574e-06
Subtype Historical Average,2017/2018,67,Maryland,3.37539927418574e-06
Subtype Historical Average,2017/2018,68,Maryland,3.37539927418574e-06
Dynamic Harmonic Model,2014/2015,69,Maryland,0.99999993878172
Dynamic Harmonic Model,2014/2015,70,Maryland,0.99999993878172
Dynamic Harmonic Model,2014/2015,71,Maryland,0.99999993878172
Dynamic Harmonic Model,2014/2015,72,Maryland,0.99999993878172
Historical Average,2014/2015,69,Maryland,1.99020255206498e-08
Historical Average,2014/2015,70,Maryland,1.99020255206498e-08
Historical Average,2014/2015,71,Maryland,1.99020255206498e-08
Historical Average,2014/2015,72,Maryland,1.99020255206498e-08
Subtype Historical Average,2014/2015,69,Maryland,4.13162544546032e-08
Subtype Historical Average,2014/2015,70,Maryland,4.13162544546032e-08
Subtype Historical Average,2014/2015,71,Maryland,4.13162544546032e-08
Subtype Historical Average,2014/2015,72,Maryland,4.13162544546032e-08
Dynamic Harmonic Model,2015/2016,69,Maryland,0.876122495282237
Dynamic Harmonic Model,2015/2016,70,Maryland,0.876122495282237
Dynamic Harmonic Model,2015/2016,71,Maryland,0.876122495282237
Dynamic Harmonic Model,2015/2016,72,Maryland,0.876122495282237
Historical Average,2015/2016,69,Maryland,0.123876141039089
Historical Average,2015/2016,70,Maryland,0.123876141039089
Historical Average,2015/2016,71,Maryland,0.123876141039089
Historical Average,2015/2016,72,Maryland,0.123876141039089
Subtype Historical Average,2015/2016,69,Maryland,1.36367867394044e-06
Subtype Historical Average,2015/2016,70,Maryland,1.36367867394044e-06
Subtype Historical Average,2015/2016,71,Maryland,1.36367867394044e-06
Subtype Historical Average,2015/2016,72,Maryland,1.36367867394044e-06
Dynamic Harmonic Model,2016/2017,69,Maryland,0.869578916210671
Dynamic Harmonic Model,2016/2017,70,Maryland,0.869578916210671
Dynamic Harmonic Model,2016/2017,71,Maryland,0.869578916210671
Dynamic Harmonic Model,2016/2017,72,Maryland,0.869578916210671
Historical Average,2016/2017,69,Maryland,0.130419918380873
Historical Average,2016/2017,70,Maryland,0.130419918380873
Historical Average,2016/2017,71,Maryland,0.130419918380873
Historical Average,2016/2017,72,Maryland,0.130419918380873
Subtype Historical Average,2016/2017,69,Maryland,1.16540845612911e-06
Subtype Historical Average,2016/2017,70,Maryland,1.16540845612911e-06
Subtype Historical Average,2016/2017,71,Maryland,1.16540845612911e-06
Subtype Historical Average,2016/2017,72,Maryland,1.16540845612911e-06
Dynamic Harmonic Model,2017/2018,69,Maryland,0.881960682571586
Dynamic Harmonic Model,2017/2018,70,Maryland,0.881960682571586
Dynamic Harmonic Model,2017/2018,71,Maryland,0.881960682571586
Dynamic Harmonic Model,2017/2018,72,Maryland,0.881960682571586
Historical Average,2017/2018,69,Maryland,0.118038349604249
Historical Average,2017/2018,70,Maryland,0.118038349604249
Historical Average,2017/2018,71,Maryland,0.118038349604249
Historical Average,2017/2018,72,Maryland,0.118038349604249
Subtype Historical Average,2017/2018,69,Maryland,9.67824164797546e-07
Subtype Historical Average,2017/2018,70,Maryland,9.67824164797546e-07
Subtype Historical Average,2017/2018,71,Maryland,9.67824164797546e-07
Subtype Historical Average,2017/2018,72,Maryland,9.67824164797546e-07
Dynamic Harmonic Model,2014/2015,40,Pennsylvania,0.804248713021127
Dynamic Harmonic Model,2014/2015,41,Pennsylvania,0.804248713021127
Dynamic Harmonic Model,2014/2015,42,Pennsylvania,0.804248713021127
Dynamic Harmonic Model,2014/2015,43,Pennsylvania,0.804248713021127
Dynamic Harmonic Model,2014/2015,44,Pennsylvania,0.804248713021127
Historical Average,2014/2015,40,Pennsylvania,0.195748167099636
Historical Average,2014/2015,41,Pennsylvania,0.195748167099636
Historical Average,2014/2015,42,Pennsylvania,0.195748167099636
Historical Average,2014/2015,43,Pennsylvania,0.195748167099636
Historical Average,2014/2015,44,Pennsylvania,0.195748167099636
Subtype Historical Average,2014/2015,40,Pennsylvania,3.11987923697775e-06
Subtype Historical Average,2014/2015,41,Pennsylvania,3.11987923697775e-06
Subtype Historical Average,2014/2015,42,Pennsylvania,3.11987923697775e-06
Subtype Historical Average,2014/2015,43,Pennsylvania,3.11987923697775e-06
Subtype Historical Average,2014/2015,44,Pennsylvania,3.11987923697775e-06
Dynamic Harmonic Model,2015/2016,40,Pennsylvania,0.215220183526961
Dynamic Harmonic Model,2015/2016,41,Pennsylvania,0.215220183526961
Dynamic Harmonic Model,2015/2016,42,Pennsylvania,0.215220183526961
Dynamic Harmonic Model,2015/2016,43,Pennsylvania,0.215220183526961
Dynamic Harmonic Model,2015/2016,44,Pennsylvania,0.215220183526961
Historical Average,2015/2016,40,Pennsylvania,0.784751633424425
Historical Average,2015/2016,41,Pennsylvania,0.784751633424425
Historical Average,2015/2016,42,Pennsylvania,0.784751633424425
Historical Average,2015/2016,43,Pennsylvania,0.784751633424425
Historical Average,2015/2016,44,Pennsylvania,0.784751633424425
Subtype Historical Average,2015/2016,40,Pennsylvania,2.81830486136227e-05
Subtype Historical Average,2015/2016,41,Pennsylvania,2.81830486136227e-05
Subtype Historical Average,2015/2016,42,Pennsylvania,2.81830486136227e-05
Subtype Historical Average,2015/2016,43,Pennsylvania,2.81830486136227e-05
Subtype Historical Average,2015/2016,44,Pennsylvania,2.81830486136227e-05
Dynamic Harmonic Model,2016/2017,40,Pennsylvania,0.721968597930519
Dynamic Harmonic Model,2016/2017,41,Pennsylvania,0.721968597930519
Dynamic Harmonic Model,2016/2017,42,Pennsylvania,0.721968597930519
Dynamic Harmonic Model,2016/2017,43,Pennsylvania,0.721968597930519
Dynamic Harmonic Model,2016/2017,44,Pennsylvania,0.721968597930519
Historical Average,2016/2017,40,Pennsylvania,0.278006358211057
Historical Average,2016/2017,41,Pennsylvania,0.278006358211057
Historical Average,2016/2017,42,Pennsylvania,0.278006358211057
Historical Average,2016/2017,43,Pennsylvania,0.278006358211057
Historical Average,2016/2017,44,Pennsylvania,0.278006358211057
Subtype Historical Average,2016/2017,40,Pennsylvania,2.50438584231365e-05
Subtype Historical Average,2016/2017,41,Pennsylvania,2.50438584231365e-05
Subtype Historical Average,2016/2017,42,Pennsylvania,2.50438584231365e-05
Subtype Historical Average,2016/2017,43,Pennsylvania,2.50438584231365e-05
Subtype Historical Average,2016/2017,44,Pennsylvania,2.50438584231365e-05
Dynamic Harmonic Model,2017/2018,40,Pennsylvania,0.865779323746478
Dynamic Harmonic Model,2017/2018,41,Pennsylvania,0.865779323746478
Dynamic Harmonic Model,2017/2018,42,Pennsylvania,0.865779323746478
Dynamic Harmonic Model,2017/2018,43,Pennsylvania,0.865779323746478
Dynamic Harmonic Model,2017/2018,44,Pennsylvania,0.865779323746478
Historical Average,2017/2018,40,Pennsylvania,0.000110212656283769
Historical Average,2017/2018,41,Pennsylvania,0.000110212656283769
Historical Average,2017/2018,42,Pennsylvania,0.000110212656283769
Historical Average,2017/2018,43,Pennsylvania,0.000110212656283769
Historical Average,2017/2018,44,Pennsylvania,0.000110212656283769
Subtype Historical Average,2017/2018,40,Pennsylvania,0.134110463597238
Subtype Historical Average,2017/2018,41,Pennsylvania,0.134110463597238
Subtype Historical Average,2017/2018,42,Pennsylvania,0.134110463597238
Subtype Historical Average,2017/2018,43,Pennsylvania,0.134110463597238
Subtype Historical Average,2017/2018,44,Pennsylvania,0.134110463597238
Dynamic Harmonic Model,2014/2015,45,Pennsylvania,0.842383822827072
Dynamic Harmonic Model,2014/2015,46,Pennsylvania,0.842383822827072
Dynamic Harmonic Model,2014/2015,47,Pennsylvania,0.842383822827072
Dynamic Harmonic Model,2014/2015,48,Pennsylvania,0.842383822827072
Historical Average,2014/2015,45,Pennsylvania,0.157610422317077
Historical Average,2014/2015,46,Pennsylvania,0.157610422317077
Historical Average,2014/2015,47,Pennsylvania,0.157610422317077
Historical Average,2014/2015,48,Pennsylvania,0.157610422317077
